Gorilla_GON_ACC.bam.out	Gorilla_Sakura_ACC.bam.out	Gorilla_GON_CB.bam.out	Gorilla_Sakura_CB.bam.out	Gorilla_GON_DPFC.bam.out	Gorilla_Sakura_DPFC.bam.out	Gorilla_GON_VPFC.bam.out	Gorilla_Sakura_VPFC.bam.out	Gorilla_GON_HIP.bam.out	Gorilla_Sakura_HIP.bam.out	Gorilla_GON_V1C.bam.out	Gorilla_Sakura_V1C.bam.out	Gorilla_GON_PMC.bam.out	Gorilla_Sakura_PMC.bam.out	Gorilla_GON_STR.bam.out	Gorilla_Sakura_STR.bam.out
TCONS_00013010	216.760813113162	629.355577649819	138.701472804671	177.091450024793	213.218679679146	927.792392226091	311.272753824933	667.710074943777	161.843321275663	1441.57423201162	237.550933889612	1220.41772806687	68.8403062195807	1443.97253564237	100.276473849363	310.046889631306
TCONS_00013036	3216.34525637424	927.422468061311	2835.29425339049	2504.71885117939	3212.1948498585	1196.80746479591	2868.39516159104	655.685894983378	3872.43409663384	681.544634585299	3180.70104178257	1927.07709040651	3844.19180042545	923.642476470209	2196.74239873097	3430.67578549439
TCONS_00013068	98.0491487699732	202.873664888411	162.267000813532	102.365000014331	55.9021770040692	0	127.170228839012	213.616058459025	44.8770451984097	0	169.279716739897	0	107.270574254783	0	137.616266085375	0
TCONS_00013092	290.637857092203	0	372.760208162555	0	407.77242197828	0	544.005978922441	0	1128.33713641716	0	246.146526892197	0	143.120066687081	0	190.252902422178	0
TCONS_00013131	481.167118963759	0	29.998078023141	0	250.756604319977	264.096688966991	670.533933878423	0	53.0213978455283	0	154.013469340369	0	403.70868041656	0	49.4059893201047	0
TCONS_00013134	43.7477260296574	0	137.192121153303	29.5293032437719	73.8357413421327	0	73.5084910549503	17.7038314702883	27.3691526696957	8.29110012750386	138.541422819053	0	64.7678655657244	0	27.3193070016117	14.6017549834712
TCONS_00013172	848.455934089539	0	1041.58493660427	237.308475745116	828.327114137779	193.58220778185	923.763787006826	124.415712709189	824.627585297672	116.047810769655	901.134844530801	0	702.597166168559	127.374722581835	798.095085147688	231.928128050096
TCONS_00013173	301.627149201161	249.244788291477	607.461079968606	251.193546134457	392.018411066272	0	495.262473943778	261.754888534298	196.491062604017	234.042732458263	941.360376016985	0	315.681975664077	0	402.125452846877	0
TCONS_00013174	99.5518177166397	0	703.37598733207	0	969.592203370576	0	1032.62225817278	0	253.825840749871	0	771.915508333928	0	210.856281455012	0	380.505804844355	0
TCONS_00013178	251.912979180472	174.253534885427	321.167673788476	44.1074595329496	155.827318398843	674.987397021028	149.938837992259	369.383296117965	147.585334209203	0	201.229277459314	651.833825830002	144.241111595857	283.860272619406	101.541003875251	0
TCONS_00013198	162.648040213101	74.9608385839027	20.7324600671879	0	92.342114606722	0	98.033758687289	0	71.1048547266192	0	94.7135593047767	0	61.6566358718899	0	233.916748709638	0
TCONS_00013200	15.3836734304576	0	72.7056626501887	0	5.7500855497728	0	4.04379017141594	0	48.52805904506	57.0275832155049	0	0	4.72173895224046	62.975623395696	38.5689807635151	0
TCONS_00013201	0	0	435.538132807681	0	25.0325009476053	0	0	0	0	0	0	0	0	0	70.9514583469174	0
TCONS_00013203	0	0	138.95004175235	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00013204	82.0948638990295	0	275.654607716847	0	0	0	28.8764613582991	0	0	679.331827330154	0	0	0	0	0	0
TCONS_00013231	82.425406908872	0	62.7956895301359	0	127.109897183346	0	131.981372465846	0	156.26376759404	0	136.908587418143	0	82.2788128060625	0	197.034474932082	0
TCONS_00013244	144.569179901099	94.5644183219695	201.896685470615	717.938310911322	151.533859058843	209.406366456115	86.4842762288758	300.559521605421	100.391145990833	184.509879027943	106.373290078171	707.553677970151	110.017189242815	0	66.9786243227603	84.1860467857219
TCONS_00013292	286.788349051246	0	61.4286485361513	0	629.027707298082	0	338.406170749505	0	768.163666347413	0	386.925066834049	0	311.634770847871	653.000455467816	561.699045246431	0
TCONS_00013323	6684.03889169219	0	2817.80265666109	818.920000114647	7230.38757370631	2300.96217034114	16780.1116953076	424.790790535661	4804.61022942699	1107.05927416766	6215.42357359788	0	6093.12636851616	0	5985.86743740225	765.040700165245
TCONS_00013331	278.177453836139	0	161.526463008093	0	349.45518087245	81.0106849853069	249.356611500439	26.0470877167977	179.897379946687	0	300.489629903217	0	270.824856564385	0	159.795809958671	0
TCONS_00013358	308.709201077738	0	157.574490668548	0	242.323259713104	0	184.535580373239	0	307.315436528645	0	117.813722273188	0	140.878113001273	0	245.743332295313	0
TCONS_00013361	250.525028881956	0	243.887719838697	0	311.654636797686	0	239.032930132587	0	266.002620948007	0	80.6880322300276	0	347.691686483161	0	326.147832723733	0
TCONS_00013379	617.505180270876	0	1382.92853862567	223.913325838527	594.93755561472	139.004542598949	661.551240604934	67.1075498476557	429.278196096009	62.7624155433633	654.83769139903	78.5460251037808	515.71452080823	68.6903413652377	361.264868240384	221.75092758413
TCONS_00013385	0	0	31.8598468515004	0	5.79822580088718	0	4.07828695960811	0	6.11262912822063	0	5.10526129850482	0	0	0	0	0
TCONS_00013404	594.497194089809	0	366.162924607646	271.231321033506	392.805705659134	196.930522714656	634.511570155323	189.517879780091	306.766658963415	88.1171626943301	646.877829127319	0	552.443457412133	145.550803052298	387.53773963614	236.30600777305
TCONS_00013435	120.013969626064	0	416.311512811632	374.005174286786	136.159792775688	0	171.247472333793	0	396.796004528765	144.848876993899	325.89918928453	0	267.115517869603	0	269.294952489133	0
TCONS_00013440	224.961250424614	0	35.0458315366504	0	178.088363884392	0	573.679032318207	0	437.122974604357	0	0	0	273.938904501884	0	453.679998083655	0
TCONS_00013466	39.1310608795827	187.856098846873	0	142.623986597149	10.0210494147166	0	28.5886560955918	0	19.9384086605747	91.6487966787942	17.5875030379113	0	15.6057473845235	0	22.1515116435212	83.6110054825407
TCONS_00013471	321.771200297745	1215.22334589874	447.785596091144	1402.70455465182	377.091019612858	965.479101625556	445.095800936541	183.099478679164	607.566150378469	498.176673375447	462.686618381976	3034.30542364755	496.747523013634	751.353610488896	395.828186247483	782.65033264987
TCONS_00013491	53.5732462351401	123.738547378747	21.3560535926464	0	0	0	20.3432280963903	130.877444267149	13.2799419464682	0	0	0	10.4431655465432	0	0	0
TCONS_00013554	82.8804606827524	0	81.9048647148683	0	132.618994381994	0	60.4296733481257	0	0	0	28.9432136608147	0	11.9576505933362	304.298212248002	12.005781119771	0
TCONS_00013557	132.990528082113	0	139.671708167964	0	78.0763181956625	0	56.2430423841381	0	161.830527337222	0	0	0	136.888644314511	0	47.5632256055445	0
TCONS_00013558	0	0	0	0	0	0	0	0	52.2473628404843	0	0	0	0	0	0	0
TCONS_00013575	895.132126340398	0	289.422910240762	0	545.626812197729	0	374.996615162131	0	167.3272685255	0	2533.53291184711	0	632.402378879679	190.663040255641	286.783535691665	0
TCONS_00013578	11.8481643520488	0	0	0	0	0	12.8627585721571	0	9.11832956579154	0	15.8895740702743	0	0	0	26.7324191505383	0
TCONS_00013579	0	0	0	0	25.0325009476053	0	18.7886145955745	0	0	0	43.4148204912221	0	16.4908494749891	0	35.4757291734587	0
TCONS_00013588	242.508227957734	0	20.7481962797627	0	408.281183577754	0	275.051590837496	0	232.5667811636	0	214.354815643486	0	355.432371496777	0	119.198450022822	0
TCONS_00013589	445.959768795679	0	82.8356018139007	0	476.536141892486	0	252.269281312567	0	169.217227166581	0	398.579436317004	0	294.279807822444	0	480.056742158286	0
TCONS_00013598	118.194197531659	0	479.289499945513	0	122.026091150229	0	41.0748710490364	0	104.26640508589	49.2547558422051	339.766687978496	0	141.860022079418	0	116.680605380402	0
TCONS_00013601	13.9020997453413	0	33.88229131299	0	15.1779855583288	0	12.8750054859228	0	9.43814439497144	0	31.2854164415265	0	30.6750729922126	0	20.3319018801832	0
TCONS_00013608	6743.21348147781	0	8577.20494949683	0	8968.0211813212	357.45179762509	11197.7734192881	0	2914.81035063177	0	8939.65949318768	0	3753.01261828896	0	3979.75984405906	0
TCONS_00013619	0	0	4.19420768677979	0	0	0	5.51614454152123	0	0	0	0	0	0	0	0	0
TCONS_00013620	0	0	3.0679852523667	0	5.57023479531163	0	0	0	0	0	0	0	0	0	20.7670421658011	0
TCONS_00013627	537.950816232772	0	428.181735450651	0	155.827318398843	0	115.839035371946	0	456.886513349767	0	561.041346909372	0	196.223085966059	0	238.29656465	0
TCONS_00013633	2438.13143372969	431.600795317326	4893.66527642506	710.091255486335	2873.44925293138	316.975441088615	3283.22431657188	355.119689540162	1914.68648855535	215.301798970492	5314.6756734814	358.363019229939	2205.2034597837	370.573935290308	2536.3837167655	269.820188783541
TCONS_00013635	174.170182001507	0	0	0	49.3710315719106	0	79.8419271783073	0	11.9099645742868	0	0	0	74.7808402588335	0	162.699033795518	0
TCONS_00013643	0	0	1.52245884703911	7.31480586636897	0	0	0	0	0	0	0	0	1.14972623811058	0	0	0
TCONS_00013658	131.227396081025	170.6321289037	0	0	129.856098665702	569.275085106625	337.143461157156	179.996097684602	149.122681440549	0	18.8180279944888	0	221.568231582407	553.940920354375	866.30567502925	0
TCONS_00013683	4141.7894437408	4861.84567835705	2130.05833235745	3784.42002792708	3607.28339889214	5407.95682828063	3926.56353125052	4841.96399173789	3821.78707496134	4659.75139354979	3065.31014063478	6868.94042587051	4813.79701704757	6124.29315449843	3161.98331648671	3141.22671591029
TCONS_00013692	11.3512557553704	0	4.61362845545777	0	0	0	6.13779278514488	0	0	0	15.1892071691052	0	6.84564383410327	0	153.439739189268	0
TCONS_00013694	1341.28992284554	0	204.629515169731	15.1198676648702	1363.57443018014	0	1283.57841610167	31.7210959435633	779.100381180163	0	648.313409827207	0	936.586584425043	32.4688660102435	1113.87901516831	13.1000119891309
TCONS_00013767	0	0	5.05515461832404	0	0	0	0	0	0	0	0	0	0	0	7.05272343807177	0
TCONS_00013768	0	0	19.8085134772372	0	28.0348998618608	0	6.65006606242126	0	18.7624867867532	0	24.6146526892197	0	0	0	6.89805845039475	0
TCONS_00013785	0	0	83.4679346521749	191.450216243019	0	0	102.442684342537	0	0	0	0	0	0	0	0	0
TCONS_00013854	60.9930150799129	65.0405784917181	264.165249271362	856.628409422256	32.7368315963956	0	69.2477372701699	276.094292827263	47.8103253473515	63.9273458043652	86.4213511345645	162.14771786816	58.5441043500335	0	48.6921772969043	57.6301845698868
TCONS_00013862	140.448780670502	0	17.1922947160926	0	87.176122181171	0	0	0	179.695950857231	0	0	0	0	0	0	0
TCONS_00013886	460.915399732154	0	364.165837877711	59.9463300507056	417.805986463382	0	374.084643213111	20.964012505285	654.678763430347	0	427.840228268848	0	334.458182780351	32.1849752060362	419.537070392823	0
TCONS_00013887	26.78662311757	0	7.31146736170839	67.3992198001113	13.4333895171416	0	23.6926913127013	0	27.9605027701029	0	35.4577633593904	0	10.8963206590164	0	69.9003256306668	0
TCONS_00013888	197.739911902914	0	148.161239016733	0	35.2152131974786	0	219.240394516512	0	157.316235365854	0	151.474785779813	0	84.0218186178151	0	97.2839583519592	0
TCONS_00013904	77.720768514617	0	22.1505145181923	0	107.405388902132	0	70.0015088825238	0	74.0336883362988	0	161.052572921905	0	111.879627390526	0	72.4649280215532	0
TCONS_00013923	39.4707402274957	86.4254374261466	6.99571301307417	0	4.17208349126755	47.7046160703876	17.513946034138	0	63.0254351748734	85.419147914957	0	0	34.9647757855781	0	43.7166166254005	152.626573599052
TCONS_00014026	295.934218952653	0	70.3924856615981	0	157.004854809917	0	148.365266978847	0	14.5190440347796	0	425.184448442641	0	102.939774673068	0	11.3967922223913	0
TCONS_00014035	0	0	9.27421496135277	0	0	0	14.1532655999558	0	0	0	0	0	0	0	13.8365747216129	0
TCONS_00014037	33.3436309580275	0	0	0	18.7555448423884	0	17.6155281162193	0	19.6465380854886	0	5.50267684868783	0	20.404190486136	0	9.30625637094675	0
TCONS_00014040	186.258239598874	0	85.5578985871275	0	43.2853662219009	0	242.888299973435	0	0	0	333.041206855483	0	24.0192807570493	0	58.612074286584	0
TCONS_00014144	473.080276628233	0	302.58438700323	222.058244545194	508.823896812549	0	244.46549672651	0	441.239714947377	416.386473269029	411.468821073523	0	195.90193525253	475.465956637504	509.484767800987	0
TCONS_00014170	33.3757539165612	0	53.4031718653718	0	13.0672803688757	0	9.41486376889838	0	0	0	22.8783493874905	0	39.2499792122297	0	0	0
TCONS_00014173	10.1496189156418	0	84.5326589828752	40.2328171203619	24.7541411276955	0	20.6689803477337	0	8.21486844967065	0	37.1512474992266	0	12.7291119219386	0	24.1962665644616	0
TCONS_00014182	2.58075331982945	0	0	0	0	0	2.61238175008291	0	10.4954379899506	0	0	0	0	0	0	0
TCONS_00014186	222.077131829427	0	185.957473459778	92.9613910891301	249.145748189442	0	133.969216453745	0	239.074439183245	0	278.429186606934	0	219.194108858882	0	109.804637053815	324.041064265888
TCONS_00014187	0	0	3.84063907250962	0	3.40792385782051	0	0	0	0	0	0	0	5.76964446383429	0	0	0
TCONS_00014188	91.4573193384124	0	0	0	89.5361387485064	0	63.2019272892941	0	164.466973337029	66.8053010273587	60.5899143119255	0	133.790544681042	0	138.170654513981	60.2987743972609
TCONS_00014207	5967.16835778201	220.849812410169	1124.85034463152	223.459242933492	4903.52892339217	0	5371.66873947649	233.768516804215	6391.39321310925	0	3152.20203430938	0	8402.3226018462	0	4879.12216120877	295.667903445507
TCONS_00014285	217.203965927213	0	263.350179177141	0	135.012839045929	0	167.416060015042	0	172.710451427124	0	136.864451832257	0	152.188280278825	0	401.21360374745	0
TCONS_00014318	3045.55122347387	107.449639294247	2551.62881866524	381.134558085641	3756.7876422132	474.762233139115	3942.18557830064	798.72404974088	3764.35277482579	847.31643763174	3924.36214235701	535.662106485877	4755.20950683861	584.289962073739	3703.54737849846	1425.54167732655
TCONS_00014349	14.2216882452342	0	11.4615298107284	0	32.9793266452578	0	70.7922023427405	537.12708340853	53.9810611549498	592.731452741323	144.589568244368	1771.11568396313	152.281504340251	220.186839542693	48.4753970555138	271.210883367297
TCONS_00014350	0	0	114.976860561881	0	0	0	0	0	0	0	21.7932102861076	0	0	0	0	0
TCONS_00014365	103.932097696172	0	76.0767196924633	0	68.0468639296258	0	58.939626608035	0	0	0	95.2688069526601	0	0	0	19.8664083371369	0
TCONS_00014366	47.4142781460638	0	25.3548972508636	0	12.3183650908176	0	17.7061429727842	0	47.5607223199093	0	10.7899847404799	0	18.6636303179775	0	18.0431050863098	0
TCONS_00014367	339.647378092065	0	426.515226360936	0	468.213538850984	0	601.91711940123	0	301.140948928487	0	632.303004860689	0	221.716437757378	0	123.085356001826	0
TCONS_00014379	0	0	224.111854745699	97.5710468456158	51.9424394662809	0	117.343438428724	0	0	0	225.04825315858	0	135.568946604204	0	73.4361397676267	0
TCONS_00014388	20.9203095201634	0	0	0	33.5112512685683	0	48.8930993453018	0	0	0	29.2503034609295	0	84.4345895608064	0	36.3877016457843	0
TCONS_00014406	280.032595794151	0	525.000299882368	0	213.224333847263	0	253.912102016346	0	285.680702360608	0	419.424319674311	0	267.377697183832	55.0865699217963	177.768489045024	0
TCONS_00014425	0	303.428437920058	0	0	171.553011081296	0	241.718693392504	0	104.749590865556	0	290.193800125537	0	84.9913011403284	0	337.019427147858	558.933844869587
TCONS_00014431	347.598988950408	930.51387628818	44.7027777572973	0	318.676318389315	1390.71529445796	470.477513276836	1453.05684800118	177.515639986829	107.880486113785	318.737452596901	1091.50614477028	236.12502615196	1309.57759574649	64.4682764142787	48.4202974788131
TCONS_00014437	60.5664904989346	0	21.4398028224214	0	0	0	159.355286755058	0	72.668920905039	0	0	0	29.5424308776542	0	599.780336449578	0
TCONS_00014462	162.104430453031	0	90.8919321648788	0	262.841259949856	0	137.903613538031	0	167.240390400616	0	179.971822629784	0	171.812558525305	0	67.5970197717767	0
TCONS_00014470	61.2085381013967	0	18.438953523499	0	95.1617211595985	0	34.1475614475124	0	11.5449817889457	0	10.4228397020514	0	18.1129002430207	0	43.6069499082256	0
TCONS_00014490	93.3298291093497	0	129.7613197001	0	70.3509338143763	0	89.4303341373651	0	43.7345542310368	0	142.328496806801	0	90.9371946357423	0	114.952362748107	0
TCONS_00014515	0	0	115.503163092622	227.770353729637	0	249.519923666865	0	0	0	0	0	561.623113262251	0	0	0	0
TCONS_00014516	0	0	87.3473448320874	207.124502952974	0	151.582123253243	0	144.346385133477	0	0	13.9586891199626	0	0	0	0	0
TCONS_00014582	22.5547087014261	150.731189463528	195.096989186998	0	127.577921496129	0	160.345071144841	0	16.3422116647177	0	79.4478703513719	0	64.5377870808566	0	65.7140944299445	270.810867315131
TCONS_00014589	328.899043342316	0	559.283132246959	0	304.945828569164	0	236.598786241216	0	106.130145605135	214.599182377115	213.708612495551	0	138.804888797019	0	134.041817615625	0
TCONS_00014593	467.05531131203	0	736.350423504381	248.986221475982	380.7406400287	0	250.804401063739	130.418225164457	418.778367321792	0	383.795525852304	153.147448065786	326.147363594811	0	251.458293511484	163.20868270192
TCONS_00014605	134.627069554626	750.414416361435	1006.06144963324	4550.52976509103	217.43346753327	666.829817695395	225.753322902999	158.504026319276	211.483075497506	577.596143043996	426.559941158741	3371.55427153448	256.950445307969	1462.97217426924	326.750137123962	539.235735799294
TCONS_00014628	112.27232775821	0	19.2844787291621	57.0342834218334	125.162504738026	0	117.016120608839	0	36.1509530764967	0	65.7695690145353	0	122.97542716366	0	82.4552384866604	0
TCONS_00014648	76.0849909928051	0	174.53811311774	0	136.136190800861	0	27.7139629139231	0	58.2731780934573	0	102.421341220778	0	60.7915771567684	0	50.1943827667021	0
TCONS_00014669	200.486299568233	1343.93338391003	21.5986161766616	874.525679134779	164.570105239702	3295.18150922714	51.3961590387472	4677.9286782655	132.553494613821	2340.42732458263	297.792983107548	4788.49458828284	183.615600006923	1667.38746437262	174.189816278668	3761.09394494646
TCONS_00014752	21.290580485122	0	238.740162433076	50.2387092268917	56.3231271321121	0	48.0005275519799	0	161.12105810818	32.7286411415122	27.6098257505519	0	37.2194822125596	0	138.565478757656	0
TCONS_00014825	0	349.817246724879	294.102194336385	176.64982546114	44.8423937838397	0	50.0301481672857	0	38.2774797280553	167.253559406625	0	436.739581795646	30.3540361215458	0	47.9824269159664	0
TCONS_00014837	59.3219735708741	0	22.8512005003864	0	49.8647418876297	0	18.7069249668981	198.235702249975	0	0	0	0	0	0	35.3428612739327	0
TCONS_00014903	270.407967682112	3465.52685090204	140.43455074543	1846.59460709613	125.019052010533	4489.64371243884	87.9790142065411	1839.43111089461	206.658204201075	3822.43484630401	89.0994272248561	2532.11654706884	190.16147254257	3248.2729744663	164.075247427247	4073.16396976484
TCONS_00014937	484.429268922835	226.463625921948	1064.83160929388	1109.81135617914	342.675815923382	374.888470679972	408.091349102237	320.942853076052	196.214054527038	186.782898426787	423.150451769898	376.238860507937	295.408022982233	369.692752461126	108.155231634843	199.793001131294
TCONS_00014957	26.8558391979771	0	5.42375964257684	0	20.6736077477735	0	0	0	20.4803682665131	0	99.7541187931537	0	24.0541418321684	0	0	0
TCONS_00014980	173.567297421797	0	20.7876415198382	0	204.587288926271	0	78.7659998606233	0	142.381149729855	0	59.6718853071992	0	213.652165849997	0	89.5874426595571	0
TCONS_00014982	19.289550426164	0	114.856086548686	66.8269622735067	30.6294483339249	0	0	0	28.4607900960093	0	120.444514129774	0	78.4402475027369	0	66.7679997179718	0
TCONS_00014989	782.915990178318	1090.44594877521	661.06058702466	2196.4831010827	831.079031460497	1219.87518237134	1721.03709695463	2859.16878245157	1146.50165471175	1272.71412906136	1142.11988477979	2044.96886534903	374.961622677919	2056.06900167569	651.866523562304	2498.09208217224
TCONS_00015032	1134.17963755743	5933.43868483352	579.424414739285	1280.17915680573	939.910809389849	3162.63936170348	1623.61990278738	4442.53316795264	902.796774126564	3947.81514750354	631.337656761667	2119.78479944716	651.466341287893	2130.08748573602	395.938907418463	3630.70162790287
TCONS_00015053	84.0874576829868	0	0	90.8161282178424	23.3449166140589	0	34.8388076306603	0	39.4374033561782	0	20.2708904499456	0	31.299912601254	0	16.6136337326409	0
TCONS_00015101	234.257169863648	593.945027417988	163.719260138814	1229.10496476131	188.58853118867	1530.48351472478	315.32003549405	1524.62041157601	232.566781163599	830.294455625743	153.39455895353	986.926067024369	176.781906371883	969.102586777078	144.51062726095	481.226459003159
TCONS_00015117	105.622050504239	0	228.990564176648	0	204.363696260778	0	84.364563576207	0	131.337407507272	0	86.829640982444	0	26.5597816063526	0	33.9444027343167	0
TCONS_00015125	0	0	10.5340071670857	0	22.5021398409881	0	16.7416060015041	0	38.3801003171385	0	58.6561936423959	0	0	0	16.048544149898	0
TCONS_00015133	926.930637201084	9600.53999344947	637.275120703262	5778.77363238797	1188.41067728301	7192.04485863317	1742.82237666291	12259.9959833918	588.041848626754	9510.64558262216	1283.71990208205	11065.6140193952	885.842278649196	8386.17120368514	602.698975556389	10839.8137353114
TCONS_00015146	184.276768964843	0	33.9048044633641	0	85.3848319993659	0	204.885368685074	0	177.468315102802	0	146.057806685701	0	95.2488719676094	0	144.732269327301	0
TCONS_00015168	25.6622463447337	0	31.1518502548003	0	39.3876318227724	0	112.302583814331	0	78.5502190304125	0	69.1370809076514	0	138.30295178607	0	145.17759938677	0
TCONS_00015208	69.288065130781	146.307213252858	545.502743652517	74.0968410145576	67.3443392840137	0	58.2146619511098	0	53.9345758493265	71.7538418442001	171.068898880687	364.789829075901	60.1135426999059	158.985481843261	61.059990330318	64.9027105124282
TCONS_00015230	266.492558195312	1488.02858681479	174.808943875858	225.594203853239	161.2006742057	165.273411805149	170.529590399467	471.490835161146	225.699193531642	572.852026879363	249.911941184599	0	190.936678829079	161.174900555086	142.194498029507	2538.99970360519
TCONS_00015233	236.992760086627	290.181042501511	254.878774812002	0	138.513171910082	161.115590124516	265.748375265052	0	235.456865432445	279.538013116482	211.483700913405	0	334.438864352637	157.178828640497	125.153102919629	520.878774580594
TCONS_00015328	46.5332875290672	178.031991636769	9.61679809976684	90.2376815412956	17.2303876598583	245.690973431568	27.1361840795228	236.445255546249	37.1115422379589	87.9504845807847	7.59460358455262	110.926836984472	36.0367552127941	290.545715068112	9.66859012309431	39.3084495910211
TCONS_00015335	89.2887437252334	0	227.423852599084	0	80.7993502808815	0	124.113252184228	0	67.5272519730787	0	141.635873088794	0	79.4247782221917	0	110.121249086014	0
TCONS_00015336	72.9567472797032	0	214.270067598595	20.803694569726	113.950507055827	0	73.8642530881813	0	88.9968400781961	0	156.000135327601	0	104.977379080691	0	140.160852999957	0
TCONS_00015347	144.350135689128	0	35.2151350706438	135.702260555397	45.1673386663313	301.38092740939	36.4626503592081	0	61.1785359756097	0	347.014963786482	0	24.662654348756	290.360889549621	0	246.787322633951
TCONS_00015361	862.181805926011	232.628469072045	249.842863535475	234.558211953368	626.791448308196	0	1028.29260509867	1222.67086091679	338.372920796009	0	629.278947011356	0	750.489225163654	502.142264435647	264.800978473318	0
TCONS_00015369	43.3050407067382	0	112.393679994191	0	197.249770125118	0	187.069249668981	0	84.5419926277129	0	169.131355901387	0	203.770127733984	0	161.769325030972	0
TCONS_00015418	281.658801344639	0	48.5968863974883	0	769.517621722681	0	564.274458017909	0	202.200246021083	0	384.675502491991	0	297.724018964622	0	96.2912648993877	0
TCONS_00015485	19.8192405980495	0	0	0	0	0	11.4735806463642	0	29.1563694873578	0	13.784205505963	0	103.367798684183	0	57.260582282403	0
TCONS_00015487	0	0	0	0	2.70651008942845	0	1.88462231379175	0	17.9021810149554	0	2.38894376186534	0	13.8746787127367	0	4.06747584488794	0
TCONS_00015489	49.967354661621	0	13.3263856665873	0	52.1597718489851	0	28.1829218933618	0	112.23170449881	0	11.4154911022468	0	78.3607741010119	0	76.2549006880001	0
TCONS_00015535	882.918305671362	1421.3552081795	680.799205796251	1867.90170411546	202.154359003905	0	688.414838781851	901.071373863522	491.528838396316	0	1146.84589809612	709.478994100681	290.759714427438	1539.9707097571	463.292855924188	765.040700165248
TCONS_00015536	286.577475265179	0	506.263523750505	141.233766080916	137.279924362617	34.141331181428	217.775507774533	0	320.981556463963	61.3680019996149	350.566049333515	231.351845902396	154.286010628614	303.22009634987	133.805016636109	0
TCONS_00015556	176.187531783303	1446.75158455467	250.316948665524	1640.05874899808	104.81658188263	1294.83282489564	212.169137525943	3654.78802083288	130.406879316431	2435.31564870247	301.193342159281	2404.65706498551	237.245656557358	1647.28362929529	150.527928957129	1771.35172094149
TCONS_00015557	109.831624980858	2211.99812112879	144.783469837077	1566.68581380543	109.995754163889	1838.56785859795	184.396831816567	3043.77653060985	118.116975398455	537.324609187691	139.18032743885	0	139.037782905739	1559.88831199686	170.10847745983	2270.44336823234
TCONS_00015575	2716.77564305232	14553.7462615968	5190.13934973177	9111.47499160443	2883.9552054476	13506.5079477351	2968.4554579256	13152.9662249076	2594.74706499911	16681.4328595114	3130.09880084846	15592.3576305431	2421.20754283113	13356.9218043656	1554.67458681499	8589.63343908717
TCONS_00015623	291.126324078913	1280.52368296539	360.68001623136	2183.319246881	197.875959871547	1067.39078457492	116.680481149466	2365.31235639175	261.236814202421	1228.98210171916	189.532825706992	2797.14132156935	151.543093055698	693.162214687934	142.116625905724	2880.15322415152
TCONS_00015627	95.5258250883932	0	414.45505121604	0	81.3012095993964	221.475897663961	61.4656106055223	0	175.653710653898	0	211.162297112625	0	87.411939463945	0	19.1023157087855	0
TCONS_00015630	237.753164664445	0	142.171742120312	0	614.530269741916	0	334.39839966735	0	185.317507032915	0	505.842403888551	0	332.574656636068	0	164.113808002435	0
TCONS_00015682	39.5841322730696	0	19.508116751891	0	29.6249654750652	0	54.1993271812261	0	93.5264204156753	0	26.0817511938752	0	43.6906073524534	0	44.1372495797008	0
TCONS_00015683	74.5109262467434	0	113.597325608307	14.2729357263585	86.2845482043178	0	89.2654095930823	14.9724850641975	82.6579530837403	0	165.012160855698	0	69.5320632552829	0	96.1723133677027	12.3642941440848
TCONS_00015696	56.9803167193923	0	99.1024118377785	0	118.952151449498	0	88.8965442641849	0	0	0	144.553465980137	0	15.8748119946015	0	16.9113691041936	0
TCONS_00015697	162.975959649015	0	115.890826067143	18.2474446187319	164.570105239702	0	155.544231510081	0	153.3299044279	0	214.740228397888	0	246.62654348756	0	182.559842280638	63.4888547854976
TCONS_00015698	99.5518177166397	0	25.3108783320252	0	56.9232213329106	0	129.726414343313	0	68.1703686585367	0	24.6146526892197	0	36.2258004860415	0	59.9780336449579	0
TCONS_00015741	0	0	0	0	0	0	0	0	208.078160149603	0	0	0	0	0	50.7341073125808	0
TCONS_00015742	509.471067138097	2848.5118661883	460.391555344628	4278.71959791446	479.468671996439	1074.85505579573	5019.69153278432	2461.5360378722	586.712189274291	2113.47679613826	1956.46787826573	4762.2562617717	345.277160882583	3550.14580956002	1097.27255350466	2250.11970636837
TCONS_00015756	216.525203533691	0	265.988875252526	126.268413564915	71.1540266661382	0	92.6395566542558	264.079532304584	67.0214298609207	241.749512209921	199.139763517299	311.509594183991	147.599397018509	135.36397341993	228.136227607781	0
TCONS_00015813	282.262701004469	336.330316730667	45.826904607858	312.430785929867	144.181860440211	185.782763471542	198.761077773293	238.073301341043	228.817753816974	110.44296796922	214.882211607572	139.728580027868	150.666397476036	182.871521783656	82.7041539013149	99.1949043974386
TCONS_00015871	0	0	13.5872002975271	0	0	0	17.4902143999454	0	13.0143431075388	0	0	0	0	0	18.4849049170226	0
TCONS_00015873	183.395664195203	3075.58053731025	58.6682733168876	1123.29851795661	376.966227350225	4244.59493281255	313.027432042388	3267.62146565892	127.31422605201	3350.96417068685	382.518947467509	3494.48311296672	142.873307951414	1328.59827469212	226.24097750162	8788.97932304725
TCONS_00015890	84.0874576829865	0	0	0	63.7656545877617	0	33.8786830109177	163.921473745844	73.3724355151676	0	28.0237977249566	0	38.1873357658156	83.9674978609279	29.5261075098248	0
