Gorilla_GON_ACC.bam.out	Gorilla_Sakura_ACC.bam.out	Gorilla_GON_CB.bam.out	Gorilla_Sakura_CB.bam.out	Gorilla_GON_DPFC.bam.out	Gorilla_Sakura_DPFC.bam.out	Gorilla_GON_VPFC.bam.out	Gorilla_Sakura_VPFC.bam.out	Gorilla_GON_HIP.bam.out	Gorilla_Sakura_HIP.bam.out	Gorilla_GON_V1C.bam.out	Gorilla_Sakura_V1C.bam.out	Gorilla_GON_PMC.bam.out	Gorilla_Sakura_PMC.bam.out	Gorilla_GON_STR.bam.out	Gorilla_Sakura_STR.bam.out
TCONS_00001324	96.9706273928141	0	150.103491917997	0	60.2595068128457	173.481120743554	73.6835454353659	0	106.28504079829	0	66.429906052834	0	41.2508038274425	0	64.9044590559869	0
TCONS_00001352	106.462139119964	515.135098472366	96.5673897264809	199.049048148696	144.157431117873	541.021728190034	92.289341367759	365.299205620347	76.1477522249612	48.7214350489433	82.8365592883084	427.832797075481	86.5036018723625	186.980994183288	17.2136883621671	302.344948548016
TCONS_00001353	31.9889497372027	60.0589851304764	52.5371744837714	152.140420983499	17.9628032736419	66.3662663984407	12.6422901343386	127.510100075027	50.3633330458845	0	68.525687027732	149.717789452771	63.7246224166613	130.600091093563	17.8384573915691	0
TCONS_00001354	70.2006738913688	523.741393783215	100.644439284739	265.305543108303	59.3627879614639	651.289292283002	41.8630645205179	208.425387879647	137.519475680045	321.700803840232	98.6658920426828	489.640432548359	69.6582439025968	355.821108802622	39.2371890234512	58.0125649414406
TCONS_00001357	9.94375217146686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00001358	55.8774718796621	0	0	0	0	0	17.3491642838168	0	19.6645294207317	0	0	0	15.6057473845236	0	16.5553402809474	0
TCONS_00001379	338.320630521392	0	917.070275565508	0	579.822580088717	0	717.09879039776	0	196.645294207317	0	242.359657247702	0	224.831639644473	0	229.042329129612	0
TCONS_00001380	10.5109322103733	0	165.37447908399	0	7.76225745448781	0	40.6928695685992	0	8.41115006950216	0	58.1828661952506	0	32.6503225420883	0	49.4212098959891	0
TCONS_00001422	30380.3681188782	692.558037695401	7582.15729544281	296.952126565964	26342.5491994679	353.072602554645	24310.2010808069	565.741159389199	17802.8111396356	420.149001641942	15127.9923743835	0	26660.2713212304	753.213396653473	5762.86453287158	376.925364207666
TCONS_00001451	125.52185712098	471.544194064956	0	0	0	0	0	0	0	0	344.605137649076	0	48.8888015408968	0	536.167270462502	0
TCONS_00001455	145.627570518235	0	179.560664951826	0	160.410474822338	0	161.145795595003	0	199.501965711005	0	141.247119548752	0	127.052583902279	0	123.827952418127	0
TCONS_00001456	0	0	16.8739188880168	0	212.009957005229	0	67.7573660218354	0	0	0	0	0	0	0	28.7699510979879	0
TCONS_00001462	42.1460250187232	0	58.2496925997292	143.976788638043	0	0	24.6566919334473	0	15.3933090519276	274.585568002214	0	0	24.2832288972366	308.618876519272	0	0
TCONS_00001463	543.962175272241	0	119.090796637653	0	416.401630908113	0	505.869690632059	0	371.31904716242	0	543.377376466949	0	309.86411874078	0	320.772507915761	48.5740127089045
TCONS_00001631	247.457375467076	101.584484310936	239.859821288662	25.7400363408129	203.955947465365	0	212.861441431938	53.9465808009729	191.01852744942	150.311927311557	162.167123599565	0	189.786400604617	0	163.467690648095	89.806685272516
TCONS_00001713	234.695150683371	0	277.014702564677	57.8257795999323	197.965740252614	0	226.661540033303	0	173.271095630421	0	229.114165591436	0	69.7529617944615	0	489.114879077857	0
TCONS_00001741	10.4349495678887	0	17.0117455300427	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00001789	363.90790509864	0	624.103849282814	0	485.695537866523	0	905.808998397173	0	496.500950923446	0	336.200134291781	0	305.03012985946	0	803.110124267237	0
TCONS_00001801	107.590163246555	0	58.1611672310368	0	52.3789305542329	0	478.065860265174	0	332.925056239366	0	44.4651790514937	0	53.8969226743544	0	242.852234268309	0
TCONS_00001857	0	0	223.148968151733	1066.10237473119	0	0	0	740.914169538945	26.3157673130381	0	60.9246652197259	0	0	0	73.3410152342489	0
TCONS_00001891	58.323287147122	0	134.991351104135	0	122.217504626544	0	109.853431720508	0	61.1785359756099	0	106.03235004587	0	32.4013758012981	0	69.3863526480885	0
TCONS_00001892	36.4482194270285	0	52.9322932752727	0	20.1175666571933	0	28.0756459535828	0	7.32264829580188	0	47.3277442264826	0	31.2435888510719	0	12.5753517592484	0
TCONS_00001893	4.10863763821045	0	11.9500540321693	0	0	0	4.205858008198	0	0	0	5.32465688303738	0	7.70134931336619	0	0	0
TCONS_00001894	7.60404577818055	0	6.25174353312459	0	0	0	0	0	0	0	5.00334138147478	0	0	0	0	0
TCONS_00001897	49.8714480307925	0	23.8665718977375	0	6.23309273595372	0	30.7328053027611	66.0785674166583	19.5927610651816	0	49.3762585288228	0	20.3478253190473	0	0	0
TCONS_00001898	0	0	12.7737142984053	0	7.92006700883573	0	5.60963851680126	81.5113907277858	0	0	6.96171995250659	0	6.32810375042536	0	0	0
TCONS_00001899	7.95317552006212	0	3.26591978477745	0	0	0	12.5684306009345	0	0	0	0	0	4.87593519339924	0	0	0
TCONS_00001924	0	0	0	0	0	0	7.38009046721537	0	10.2401841332566	0	9.06855625392305	0	16.0360945547789	0	0	0
TCONS_00001929	60.5664904989345	191.201481429078	0	193.015204386694	102.181848130389	0	0	402.918094004014	42.1052277008608	0	44.2866040352225	0	50.2221324920122	0	72.3106816868968	0
TCONS_00001930	0	406.930266598329	37.5749121630066	102.6617101593	28.0769943060978	0	106.499820356103	642.695000089978	67.5272519730789	0	97.1573956367437	1524.75748732164	17.9364758900043	219.86865046821	59.2251712979499	553.041469998976
TCONS_00001936	145.903740331546	157.465118956709	15.1584557847988	15.9685707867261	151.736386412239	0	136.853552287958	100.457281545596	212.351787354866	0	139.154836536389	0	167.176837181113	102.84977881298	236.807211120938	55.5131573816052
TCONS_00002070	613.168717971515	0	557.669188167902	0	776.513236465614	0	838.772592378608	0	309.628773678086	0	365.144516714253	0	418.299223627987	0	646.132787079653	150.376550401032
TCONS_00002074	32.8691011056836	0	19.737002598258	0	0	0	0	0	0	0	11.252412657929	0	19.3500335345756	0	0	0
TCONS_00002116	70.7021072763072	430.793461244527	187.598274696187	3367.99690231201	0	480.325853058714	188.09148600597	1133.20713938629	0	611.795914671602	53.0161750229347	3228.89820844582	57.3470717036817	3489.65839733949	107.2334540925	391.075118295333
TCONS_00002118	186.760283371377	0	73.2616377851584	156.718097367073	303.129130015987	0	153.166731929619	0	117.89463756241	0	0	0	79.8713432403083	0	27.273248439711	0
TCONS_00002141	314.609270091687	0	117.810633690881	0	204.843423247305	0	201.352862328435	0	370.23562288688	0	191.891491962363	0	161.848669163711	138.317369203638	202.363809528963	0
TCONS_00002174	958.661206485045	0	25.2232974381428	0	339.986876506567	0	365.720383102857	0	135.909279287589	0	0	0	144.429662068531	0	99.5416029550637	0
TCONS_00002207	372.516479197748	0	303.730539984304	1628.42712666476	0	0	0	1267.13161949558	146.07936141115	367.07754880296	393.834443027515	1016.50499154776	40.3243399570901	0	208.159057944266	1140.43334186124
TCONS_00002210	193.326074583652	0	145.209819912814	0	513.7164342819	0	292.15135905094	0	231.730210008335	0	206.3945209449	0	267.976303968572	0	47.419818895176	0
TCONS_00002241	95.1759136411831	0	607.461079968606	0	269.830854370292	0	183.522913182365	0	175.11654334303	0	513.987323951164	0	121.990668829178	0	57.0758707266534	0
TCONS_00002270	0	0	223.948785241883	50.2387092268915	0	0	7.65585897221808	0	42.2294319123678	0	9.39298501258128	0	0	0	0	0
TCONS_00002279	213.798185856945	743.870104590841	597.799671142067	4440.14380991494	179.646522497894	1380.35390781922	252.830462761145	1006.51589633691	105.314694102202	468.984764560939	158.504211156864	926.827866748106	204.205319398275	772.890959991299	125.178644369204	208.681340522425
TCONS_00002305	34.0091942723075	662.287456432868	188.91962790427	502.981633206512	60.4316470244819	915.996859229969	6.12904949057915	526.600153556604	78.7542767509989	162.008674268437	60.6732566974988	206.439849827396	82.0460580315053	89.9226395531924	57.4620403526795	73.56160578512
TCONS_00002343	195.851942894796	0	243.948177875345	136.816185436827	159.986979875609	0	263.332958299593	0	248.635077470347	0	191.976646063592	168.106724907802	119.505959322192	0	204.098279036107	118.956765817726
TCONS_00002354	134.801683133816	0	782.854772072218	0	202.937903031051	0	330.968672491274	0	276.188631864168	0	451.119452922426	0	183.536032362836	0	427.084963713234	0
TCONS_00002355	752.230985981589	209.260991669006	901.241009438602	212.085568891967	483.026147716116	0	923.272206245565	0	519.480082023609	0	679.024901771575	0	472.064848135079	0	782.542669865271	138.782893454013
TCONS_00002363	147.10841853669	0	95.1445065011071	0	72.6467684843091	0	231.435306436441	0	149.974811048781	0	266.791074308962	0	75.0894019783482	0	327.951639870337	0
TCONS_00002389	160.885600148872	34.6001689249447	230.000531041549	122.797439343591	246.562212656397	152.711647271524	268.3386731659	110.348918867502	132.952752127718	68.5451933882677	214.630448698846	0	153.30166578036	150.642679330695	165.250508449917	0
TCONS_00002396	104.728030729718	77.0292943947168	17.0715057602419	39.0069273182362	15.8804910470158	0	84.364563576207	0	40.623658962238	0	55.8347564798501	192.068898955433	101.482150615317	83.6903774059414	41.1819250130798	0
TCONS_00002447	120.963800856811	798.495889263313	66.2684814511206	806.794760932997	19.7249770125118	354.975226278957	174.429435502158	674.271096088351	121.61461399035	1532.85130269368	137.412640557886	2392.05073699083	41.2271236874727	1556.07040354092	127.520864326216	3017.06191614464
TCONS_00002461	251.04371424196	393.174877304864	2249.41033572534	0	266.371484442467	0	321.689177000865	0	390.430293226164	0	553.675200239518	0	103.583148264775	0	75.1915853397611	0
TCONS_00002466	6.49738045112351	0	179.558348637779	1077.07671160765	19.3124484460224	54.5824833021266	16.926013935431	0	46.4462857839344	48.7725414493444	25.5263064925241	123.190895502953	0	0	18.0362078748854	43.6854075754603
TCONS_00002505	0	0	0	0	164.028756209308	0	0	0	0	0	128.225167497331	0	89.1037834535699	0	257.360289822001	0
TCONS_00002506	78.7364376486147	0	118.049116755032	0	140.069499684353	0	299.547595988939	0	130.61840710121	440.029869227523	210.905876593969	0	83.7035541533535	1007.60997433114	145.17759938677	425.022611202914
TCONS_00002512	1574.7287529723	0	313.528299338635	0	1298.56098665702	545.05061339996	15059.074598353	0	357.894435457318	1711.52722141257	2851.90458744063	0	200.888529968049	0	805.558630743659	0
TCONS_00002519	382.614817489253	0	673.413997222342	122.342970656161	355.395638453502	0	365.128283184182	0	285.278173190615	0	430.569542919452	0	601.36833924937	0	199.504100637209	108.132961154099
TCONS_00002538	118.725265816965	181.504657273377	269.80101802105	22.9988896136094	74.7795176508208	200.396705317847	61.597605474396	0	104.080338136959	0	77.5482728886807	565.45983589677	73.512103448055	197.468015735239	246.771547074791	240.484306535245
TCONS_00002650	22.8522642251916	0	8.97725733943752	0	18.4958241422959	0	40.7185433033429	0	16.5309208063426	0	48.3656333542564	0	26.1202580336706	0	26.6569038422035	0
TCONS_00002689	147.732564781774	0	421.29525079627	12.0368020407675	155.773230471596	0	189.577841139638	0	162.512666151667	0	203.643889215892	0	156.815345298246	0	168.188964854546	0
TCONS_00002700	1211.00821799374	4876.52846657237	997.385421840345	5427.88035679706	870.011031978246	4923.33999385182	1069.23278886346	5735.98675491826	1491.70863243922	6005.2112591179	845.848974229551	4054.9538154277	1133.91514247154	7525.14898913144	1031.02980305234	5317.8184529654
TCONS_00002742	0	0	277.087510161119	178.880252550295	22.83184152364	0	34.0125908489056	186.779870210404	0	0	59.5001676516391	0	0	0	32.5398067591035	0
TCONS_00002784	43.5883650797567	135.118181455205	233.453265092206	325.40982112873	44.8654489991528	186.353386249744	24.586244242209	35.9122649003578	59.6198471609446	100.400289259927	56.5505866911303	0	46.2409590152943	220.612527004352	55.3110374829819	119.130425329868
TCONS_00002786	1197.25700777453	166.559763058743	2333.84229633715	1430.19223297933	1317.73437035263	740.743484235128	2367.97370354368	702.96348315594	1380.70949719574	159.598934262157	1947.07589325154	1663.37180435088	1870.251288114	180.271452753556	2111.98841012658	150.007980424559
TCONS_00002841	204.590743496401	0	102.189714387242	180.398760636461	214.011767758068	131.821846465513	144.706033936768	125.78407503171	216.519765223288	0	269.245627717324	0	180.14460567787	515.759681776276	253.985655241865	212.511305601457
TCONS_00002851	600.198791422963	3188.30896697728	767.01343218037	5334.16306746548	758.700222368138	4899.06071481084	789.401313065964	4666.07427810614	530.632128280565	2569.11584175783	859.187287979044	5364.04919172605	785.143314374329	3946.14491312251	493.527024370367	1704.09065762298
TCONS_00002920	0	0	0	0	0	0	82.7421681228185	0	170.425921646341	0	71.6062623686391	0	69.9295515711561	0	106.028583821798	0
TCONS_00002948	381.54220886994	0	0	0	67.3847863346347	0	130.381598254138	0	25.472913555681	0	0	0	40.770734864364	0	256.9356028751	0
TCONS_00002967	251.043714241961	0	728.953295962328	161.727351620815	389.568295997107	0	396.291436798761	0	596.490725762195	0	600.500041843936	0	242.832288972366	0	167.01847717062	0
TCONS_00003021	266.492558195312	969.285287800186	396.170269544744	1698.13719201856	542.008063995975	1646.83149620131	17210.3709695462	2511.43203863988	360.901951721664	861.046102130399	590.751664541274	1215.54093394872	405.463088008904	517.513966408168	1533.43839352275	460.174857242254
TCONS_00003061	0	0	0	0	14.5293536968618	0	0	0	13.6340737317073	0	0	0	0	0	0	0
TCONS_00003189	233.949572754467	0	94.9578850061791	0	186.813154045875	0	200.704034630277	79.9337509072479	164.189691853712	0	98.2322691229547	0	118.315732229947	0	110.416182182004	0
TCONS_00003194	22.6727961815383	0	0	0	50.8132559996227	0	27.7842704766659	0	47.7192580609756	0	29.8305619606053	0	51.0662019456596	0	84.1796963438003	0
TCONS_00003197	56.4235058068249	0	10.912474490454	182.568505180198	47.0422093279525	0	140.492824241194	0	99.1397328136613	0	40.8420903880385	0	0	0	0	0
TCONS_00003212	152.965430023802	2311.41593325506	87.3521025718788	1274.48286727071	105.183439919219	2506.53444578106	155.22011792154	1853.07286885846	50.6454389798091	1363.61182591554	82.447584334732	3436.02326794109	78.6396380657841	3000.6204223991	67.1120937177553	1145.32408913628
TCONS_00003248	165.919696194399	1231.56248332259	0	0	142.308053332277	0	43.2421381144378	216.099966115525	772.597511463416	3311.90078947922	0	0	108.677401458125	2883.2920985598	0	0
TCONS_00003276	37.1717087611487	0	42.0549978439805	0	391.607920583481	0	176.129527466116	0	24.9403787775134	0	196.917221513757	0	119.662842760751	0	249.523998946011	0
TCONS_00003324	220.462025416121	197.142770400038	12.0687631781842	0	80.2544129092754	0	100.999829633487	0	152.295504449922	187.485844818716	162.167123599565	492.414599305006	138.543813771068	0	226.477055043361	0
TCONS_00003325	127.367766784524	0	22.3605305509916	0	663.094971909972	0	872.14717751079	0	339.057886222722	0	389.856317340368	0	398.986941464318	0	807.632140732707	0
TCONS_00003326	0	0	0	0	102.181848130389	0	419.765145598688	0	136.774943486873	0	83.5406394300789	0	150.324750316227	0	120.981332822308	0
TCONS_00003328	283.451175535014	0	252.395800832026	0	318.421084850765	0	428.567560185292	0	561.88204884084	0	188.920583076651	0	692.938283750549	0	94.3654396014002	0
TCONS_00003329	0	0	9.80152338020799	0	0	0	1.71145296037652	0	5.44326137577668	0	2.17159598360977	0	0	0	0	0
TCONS_00003357	116.80388592512	44.6789633300983	53.1025579840107	0	125.440450619471	0	105.975190699176	0	144.368607666582	0	45.756698774981	0	130.242072474373	48.6099380587864	139.153426024012	0
TCONS_00003376	60.6725614104913	214.733971451118	48.7594177901221	108.645061364903	0	0	25.3590927842037	113.667260464435	11.4526219346341	0	61.9514854200585	0	71.8625635658058	116.500081258807	25.924571319066	0
TCONS_00003383	28.7741134264042	0	0	0	14.4787287710887	0	0	0	7.47950753306828	0	6.36683857088362	0	5.83361623455263	0	0	0
TCONS_00003384	121.375489468335	0	0	0	52.1052684301251	0	59.6944564045094	0	95.1666115176152	0	57.3147838085782	0	37.0767421081968	0	33.9095522181623	0
TCONS_00003433	0	0	33.7478377760337	0	159.82289066548	492.64190057304	905.808998397173	0	0	0	0	0	176.781906371883	466.715049460127	84.2548567869645	0
TCONS_00003453	28.0745806850815	0	28.2978763960531	0	0	0	0	0	53.3374717522081	0	9.50634862480209	0	16.7153844905335	0	7.97005402038854	0
TCONS_00003507	127.367766784524	246.60261739086	78.8910493465723	0	115.427643258402	0	151.499744450231	0	27.7437546866138	0	0	0	111.379729316962	0	105.436245364693	0
TCONS_00003530	182.721690745731	0	55.2237345426005	111.378270455844	95.8937343992881	0	245.862442422089	0	98.3902228061353	0	192.978877083482	0	117.959457098676	238.478222764893	111.279999529953	0
TCONS_00003558	33.2476320205283	0	23.8665718977375	0	43.631649151676	0	35.1232060602984	0	6.53092035506053	0	65.8350113717639	0	25.4347816488091	0	37.1152171490266	0
TCONS_00003560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.7728752866667	0
