Gibbon_DAICHI_ACC.bam.out	Gibbon_DAICHI_CB.bam.out	Gibbon_DAICHI_DPFC.bam.out	Gibbon_DAICHI_VPFC.bam.out	Gibbon_DAICHI_HIP.bam.out	Gibbon_DAICHI_V1C.bam.out	Gibbon_DAICHI_PMC.bam.out	Gibbon_DAICHI_STR.bam.out
TCONS_00000356	8.41463095370733	39.0404816799517	2.58267492917269	7.24826150503557	39.3420343750238	14.8609507796156	7.28490095149984	11.4458303017621
TCONS_00000369	36.084828445653	1045.23383589164	103.889416717262	92.7307949632082	305.993600694629	144.741087993216	90.2350971489691	75.4857238083153
TCONS_00000370	5.03257928268785	86.6062556988799	7.72480393400905	6.11379689189606	51.9783831643526	8.88793051980005	9.44099056093032	8.05447317531408
TCONS_00000388	21.1957731050141	233.550803656439	38.5421993168502	16.1148027832404	90.2552553309368	94.1193549375652	39.0146917624771	7.05310624000473
TCONS_00000397	7.28681630555653	57.4511316297128	4.4487759729266	14.4647351778413	37.7343070087368	15.0153203458535	7.07769324246503	7.99168774967131
TCONS_00000405	4.6313598713712	87.4998703044684	6.67008024221829	6.14611082895683	30.1343242021459	11.8136017921634	4.02059800605678	5.57617373675588
TCONS_00000406	18.9736356020691	101.495702639899	16.4172584669704	4.00428432795671	101.85814379287	48.5457725467442	20.0646986207024	9.15666424140969
TCONS_00000408	9.46392121744398	156.07943065035	3.54432180501591	6.71727442465813	78.9433243307728	28.9632990798209	7.71113907776016	9.17454835125618
TCONS_00000420	37.4937181618578	52.6699293089492	14.6357010812802	25.7354003999016	78.1524196368715	29.5158297084205	32.2594977824014	45.3064116111415
TCONS_00000430	9.33623339149433	94.9264580398901	14.7730564123598	7.45625357619527	44.9668906301044	30.03745576959	15.7629017801958	9.05429598273548
TCONS_00000661	4.58621991161124	90.5890221561026	4.12401532690296	3.02037446451592	31.5336916746373	20.25702075523	3.92326509343344	5.42922879778451
TCONS_00000739	2.68270332343965	24.1529247259609	6.01327791568566	1.18379738250904	11.6912649322005	7.37053395972258	1.54513630742483	1.42759809015413
TCONS_00000752	16.004971528276	29.467620580693	2.5207917646106	17.6679286225166	36.8361723129203	24.2728862733721	16.85434684139	5.15062363579294
TCONS_00000779	25.1360129771001	34.5629587219884	11.9536676142115	8.25883642641074	40.267729301495	28.1300543970701	23.551551734666	7.89606447443799
TCONS_00000834	3.47010444639612	47.7094809401695	8.82708760039159	10.9207754398819	29.3567464625812	4.09942079283618	8.16586571772775	2.48065523650357
TCONS_00000859	16.1699712347531	183.662865103662	20.5826536279186	17.9353573491714	79.719385444127	32.3972820921454	12.2251065097123	4.99932817778114
TCONS_00001034	8.76483007056731	99.1292676049211	8.48126545378499	6.13638083819857	35.7268204054271	19.6457865471383	10.6570743589811	4.76710468726835
TCONS_00001046	5.38382337450016	84.8382302202213	3.83884405429796	4.75115084305875	45.9533584948504	19.0179315131576	3.87563163203413	11.4583943306334
TCONS_00001069	5.54562360555467	40.9623626570761	6.40652670002988	3.56510475650339	22.8335789403927	9.51457080565428	3.68965561326402	10.4583730679173
TCONS_00001115	5.07601038760855	120.172640180639	9.62270242944024	0	79.6676196094233	17.9682404880806	12.3565592678812	9.42792380347455
TCONS_00001149	12.9960368809601	227.006472905996	18.7352017879678	11.3734372531319	85.4506243427303	23.7316383804838	7.48766811603093	8.39702491640186
TCONS_00001175	16.7683665518286	290.173491453751	28.2990665978134	34.7294659982399	98.4570083064069	161.07279391951	62.5454277317207	21.2413315832701
TCONS_00001212	79.292526840824	667.045872553095	122.980400758278	81.3474304173963	238.633470948957	181.88530585645	106.833308805975	51.0868848167012
TCONS_00001237	8.71381783206137	382.801071128438	16.5224973032971	0	108.351832377115	41.4548170062086	0	10.2742098771722
TCONS_00001276	0.979080655287794	0	9.51329948535863	16.8209349003029	0	49.5773702133625	24.4485823529568	0
TCONS_00001335	10.5267597971211	80.5097490865364	0	9.61028238709613	55.0788481250333	24.9289102267065	11.6397422937777	10.5227794709749
TCONS_00001352	0	0	0	1.72171182830712	0	0	0	0
TCONS_00001357	0.659582510416756	21.5251759710531	2.46455099217308	2.63186156659063	9.25894429688058	7.76405453188671	2.87577580558798	1.06429417161572
TCONS_00001358	0	135.673836423608	0	3.28301572229991	85.4671781250518	32.0267249440327	0	3.58468311648593
TCONS_00001373	74.0257301465133	734.100421065709	130.007384050736	96.231475576277	260.094560590435	190.791536214533	102.164291142109	71.3575982875479
TCONS_00001385	6.07940778981026	61.1874093057678	2.27594664840119	3.93473100216095	57.6943241533169	16.7269112661061	5.0281464323956	1.53870831886896
TCONS_00001397	12.751928534724	48.7515781665877	6.81280065017009	2.51298984765588	38.0664394038201	9.01338447936295	2.17083292650567	6.00379442208992
TCONS_00001398	28.6220293753841	216.163161930974	19.3103323531694	30.9267066180487	62.0830947074076	21.9210344041057	15.7404101248614	15.6132864629165
TCONS_00001402	15.2146025639167	72.9504927912645	9.45086845748595	0.919244402243974	52.3373669966381	11.3973305361288	4.81828097238137	3.34284710777339
TCONS_00001446	0	0	0	0	75.1075201704999	0	0	0
TCONS_00001467	4.5595558423577	75.1424324807673	6.49792330919585	8.43455635037691	86.6625232736538	10.787949454832	10.3274184077145	0
TCONS_00001589	8.93724905852449	71.7921329434083	12.3621562557043	14.4023305528688	84.670900067986	28.9887613207702	12.8351205276034	18.4962257711465
TCONS_00001604	11.2570852375913	91.7436675637276	20.6200766345148	11.7459006953397	9.17980802083889	4.43446960763529	2.91396038059994	39.7812394634414
TCONS_00001606	2.4093505526437	58.8071210719049	0.753657771729342	4.81243275833341	55.1653820576727	4.96278843098921	2.63217560616411	0.974476963704912
TCONS_00001607	4.38474858961554	208.728979113243	1.17337310135707	3.75164809275439	91.1976021694134	13.2715061638581	1.09386986249935	2.02455338153744
TCONS_00001608	0	47.9632547749579	0	2.46417497105028	17.2121400390729	2.23876135531102	0	0
TCONS_00001609	1.1365849346167	46.6044183073672	1.3637616821769	1.49735277985916	39.9967429652284	1.33870780607858	0	0
TCONS_00001653	3.91469353520228	43.5374608794145	0.813094504515567	2.16980924174994	25.3559914642097	3.84000698746103	3.41457594031402	0
TCONS_00001659	1.55913241527937	54.787393808762	0.248075994159226	0	30.4141899631425	1.83464878843986	0.343573606518877	1.91043141200714
TCONS_00001693	3.30904474635242	45.0854594884603	23.8185703699016	20.8919182328177	15.8881292668365	42.9918070435151	10.442594077689	26.1917357635213
TCONS_00001711	8.23352866021547	108.126465342965	6.91948880352845	3.99419796944801	49.2893101118906	4.85457725467441	23.8055746347317	18.7295404937926
TCONS_00001821	1.16356617935537	98.0118684531749	1.82284977320675	3.10009109261164	26.933932555456	6.16282635894079	0.508887283858395	0.942111663827347
TCONS_00001839	0	93.9280406009593	6.17778594243119	6.78614804794946	40.3015961890488	22.9243925915181	4.89724164382556	2.71085454515418
TCONS_00001856	14.7801478933308	69.0486179446956	10.4972872245053	11.0678690762539	37.4229107469739	28.4616929331199	9.05893572050783	14.2304702241707
TCONS_00001857	31.369744195421	533.906757100189	10.9681258694228	34.8504745905682	359.209879076304	49.857820453413	45.9425342249728	29.1255503214482
TCONS_00001882	0	82.1870355258391	7.77138566627445	17.7370983654458	23.8321939002548	13.975298157396	4.25614819227022	23.0263174306037
TCONS_00001983	110.456845758524	1223.74818611536	156.137599516158	56.8709748856637	467.926497345416	320.539817312191	117.044075287431	123.921894552039
TCONS_00002054	5.59507922629385	60.2821753110633	3.97851533742016	3.08381290134356	9.15719765625554	7.68641398656782	0	1.48613286378232
TCONS_00002055	2.89923698663779	29.0729649479159	3.39704722150161	0	11.2954669006416	1.70809199701508	0	0
TCONS_00002085	0	29.3716348459025	0	0	18.3596160416778	0	1.86772460565049	0
TCONS_00002185	26.1414534961841	552.934880518855	3.30449946065942	24.9323363816172	270.879580942787	20.7274085031043	34.537595986455	25.6855246929306
TCONS_00002315	0	0	3.22188697414294	0	38.1315102404078	9.91795353105527	0	0
TCONS_00002326	69.074837085113	1148.9118931282	121.727763325602	95.97637278692	357.635260428299	187.266506386906	81.4043568608085	64.623098732171
TCONS_00002341	41.574359777064	512.876920106824	27.86496842502	40.4702146927597	252.563630003392	55.6986520765784	36.1344125048444	37.5281427150695
TCONS_00002385	9.01429430902899	116.339825087515	4.25031026035346	7.93840597682533	41.6378560096407	21.2310156150723	9.47841591284718	11.1387470497636
TCONS_00002392	5.24772672414105	91.343514794751	4.67617848206522	3.12529508523451	19.8706103720526	7.54634917238344	3.61194060402064	2.87090132981492
TCONS_00002459	2.1574789680482	44.1053408039287	5.20052374136565	0.711393716406845	33.1420003044612	25.4096330134474	3.70099842806106	2.56182850994937
TCONS_00002460	5.70589526594156	77.0209932927864	5.14315035012841	9.70232020724386	33.5123786191221	8.20879163614044	3.8737991820899	3.58468311648592
TCONS_00002467	3.08514400033644	124.222497780199	11.1814177711468	13.1422665122682	36.5861913874015	15.2517820835834	10.2402337550017	6.98300656024935
TCONS_00002480	3.71973251329101	103.718585549593	12.0064307977077	7.83976978494572	22.0582765549284	11.675565549217	12.4534174168585	9.52060999754866
TCONS_00002491	26.5995569774627	315.18612424452	34.9007956355549	28.5550315159637	129.731171203591	38.8558332145413	27.933207883723	33.2137184756587
TCONS_00002496	34.3186018345367	1348.42059288795	38.4643737220756	36.3653085527718	508.736580607154	145.125480622303	58.2446820150721	54.923775775332
TCONS_00002510	150.378929810825	1287.03259353686	238.747512434933	176.574465546043	478.767176386378	307.799702944256	161.770282743876	116.651882914854
TCONS_00002533	0	79.0972973481762	0	28.8308471612883	38.1315102404078	59.5077211863316	0	4.98024677252244
TCONS_00002609	36.3075743002557	206.377103292248	5.92530937773413	12.7878757570231	115.03810051431	77.582496313021	25.0808732758781	31.4957675200212
TCONS_00002639	3.08514400033644	49.3236388244907	4.24122743043499	1.23208748552514	39.9122087862561	4.35765202388098	1.07791934263175	2.99271709724972
TCONS_00002653	397.905309853423	5337.10323414721	445.495482844455	312.672567805522	1982.8385325012	1312.60300386005	442.937686532488	215.157256842698
TCONS_00002676	23.7649577238037	38.4688220891301	13.0177251480523	4.58293813257474	43.9166895349103	47.6604393088097	17.4596134406665	24.8876637079186
TCONS_00002684	45.8794162720452	514.97865935529	57.224783042836	52.2050212680217	185.514630666261	108.802681086461	59.6788156640661	27.598157542538
TCONS_00002702	78.4243604885522	490.059342265874	106.373411209799	76.5029058446469	373.114777621194	234.5007656919	83.9664018366354	67.2590028041691
TCONS_00002731	18.9736356020691	51.8223672281153	35.2711837169332	33.9792127258041	52.1799613816105	14.9978809494007	27.0101712201763	4.05225047950583
TCONS_00002749	5.05963616055176	57.3120247734665	0	0	78.6840687500478	0	0	0
TCONS_00002750	4.47287227121021	48.404634420126	3.4831210531275	1.9504263147243	53.1948633803138	10.5413677530073	0	4.63525632113989
TCONS_00002757	47.5299154476074	309.053552945091	18.7455242131953	9.19244402243975	365.880919687721	47.0596774687825	5.36079734140905	9.5942989294182
TCONS_00002758	72.1254081746342	569.225139401044	100.852466745122	74.775815902026	193.394831899696	149.955806609114	98.3930350281589	55.5410973995579
TCONS_00002771	1.34826980782612	29.0363029492425	0.284650422895014	1.20060313751343	45.2570954873526	5.28881696323475	1.18558995789182	0
TCONS_00002780	24.8966223773181	1170.4878905658	31.9691110612632	20.0721087831754	267.294410018544	0	44.3535443194474	13.0482465440088
TCONS_00002782	24.8966223773181	780.325260377198	23.9768332959474	0	194.395934558941	89.2615817794973	59.1380590925965	0
TCONS_00002784	9.22639535159437	25.4241312904852	4.36866030392262	0	35.1567115691701	0	3.47655669170586	0
TCONS_00002786	26.1414534961841	203.884757072389	9.11240760363657	18.331752530299	98.812551453548	22.4284420276751	23.2794845875554	0
TCONS_00002790	9.74593994420844	99.923447447829	12.8826680980498	6.12001773010751	61.9799292530324	20.0670947901072	7.8119175680909	7.49325031240932
TCONS_00002794	0	179.688425497487	0	21.662521774192	96.5668116477856	0	10.1777456771679	18.2492958657466
TCONS_00002795	17.4276356641228	140.892060901439	4.64416140417001	17.3300174193536	464.727781054968	20.9629472360941	18.2406351097295	31.8249915707532
TCONS_00002806	7.79566207639687	138.420270359309	8.17493709857164	4.13749926646016	46.5097745170446	10.0955885196712	10.1483302272339	6.88066692157703
TCONS_00002818	7.41601517622245	29.2762723951041	8.88130641561497	12.7513863579758	55.3009402545697	48.7371990946414	24.290469121911	12.4887505206822
TCONS_00002829	2.29043108903482	28.9354441493104	3.47920303169542	3.67059396729366	31.9084236018464	7.00806885975793	1.61069828377198	2.23812119108212
TCONS_00002841	5.38999041158434	137.563901982507	2.88796591519815	15.4954064547641	132.441505033477	25.4446807831211	13.0451600939551	11.9343718390324
TCONS_00002842	5.26779919318571	30.2783631746593	1.64041977999322	1.31375028489715	55.4580484563589	11.626508551111	2.29685838667076	0.531280396743029
TCONS_00002850	21.9530438199999	292.095863377441	33.1804541314109	26.9024565541375	90.7386086944425	49.2791464135152	20.1961746218574	11.1422163439029
TCONS_00002856	13.7586597348338	25.2343989674219	26.1013628284997	28.2655364326356	29.0909409111091	86.8112638482956	13.8377231866914	6.27319545385037
TCONS_00002861	8.92976643205217	243.077511665119	17.5250811678846	16.1126669578219	99.3225130123552	46.3657680154896	14.7360409542208	5.54337271477498
TCONS_00002863	7.92165257460124	272.694311422139	0	0	70.8156618750429	47.0596774687825	10.7215946828181	4.79714946470911
TCONS_00002944	51.1115995037407	787.009397458257	38.8708805498035	38.5738158929795	246.781851988786	75.2954839500523	26.85523715964	21.005699928802
TCONS_00002954	5.99803904310152	41.7457958226485	2.62564643054094	1.96128211981553	41.8108664916751	22.970892373651	0	5.82511006428962
TCONS_00003001	48.7973798595436	242.893819278025	28.9720068992698	40.8333886833697	100.083892673754	73.9539163072896	33.5105443768993	21.4344912427249
TCONS_00003018	7.9888992008712	132.724405197007	16.5275423406416	10.4839444222867	54.5870726953457	18.8238709875131	14.7011882003536	4.16876886390058
TCONS_00003025	16.9668087595426	261.709791225891	13.9035786436044	15.9059071916058	111.011631879912	26.6709304594161	14.1079912176814	17.282445753654
TCONS_00003062	36.9484379209503	159.485979142853	42.2757451661223	48.2407149371961	74.3452652296627	64.3086429155077	29.2039797988132	24.0851701103789
TCONS_00003087	4.28548417970231	23.1603387783187	0	18.5927573820704	96.5668116477856	65.8835484562957	19.5980777225466	0
TCONS_00003166	4.6542647174215	30.0878323074941	1.43593848429769	5.66136401576743	31.9704108261395	8.21913574801312	4.71318423976231	8.71543185191427
TCONS_00003185	173.130960970683	752.834848284272	229.11196260572	162.840001091442	388.907659752832	384.683510507799	222.223729472034	134.869525696229
TCONS_00003257	7.84243604885524	149.999152290505	2.81695035990639	0	51.8269604128543	9.25454526810845	10.5762718633221	3.87188324748035
TCONS_00003258	13.5548277387621	180.709382460541	7.66138728458616	1.25550007432372	57.1296562999017	13.6985595800219	6.42804990136922	8.85627593484758
TCONS_00003282	61.5093023439626	563.568243605754	26.4359956852753	39.4451889022602	225.3225605115	110.684361406577	33.8440699626306	22.2413293363786
TCONS_00003301	0	64.4077992692291	1.85432343835565	0	13.5439790471394	17.4856811068842	0	2.62012982811421
TCONS_00003302	3.93433246598089	30.1373392302543	6.21086645617915	0	40.6557402680387	9.27004701897629	8.91764383142328	4.1096839508689
TCONS_00003314	1.30489784506743	93.4216899777735	3.18936385587579	1.92460140489678	40.254198478477	4.6057074486758	3.46854355478063	0
TCONS_00003316	0	42.6484076242192	0	2.22086357684994	98.4570083064069	20.8680922712249	5.52964135216208	2.51896651428741
TCONS_00003348	38.2557856041718	1690.70473081726	24.0888745730313	9.27307949632081	344.242800781458	0	0	8.36426060513384
TCONS_00003424	13.6786675270731	150.284864961535	6.49792330919585	0	98.2175263768078	10.787949454832	6.88494560514298	15.6079504114937
TCONS_00003474	9.98520763274753	107.931857563284	6.22671589422658	7.89039142454612	78.0037638153248	17.9362887038134	9.3731394994041	12.2696796019915
TCONS_00003476	7.94101415561459	88.1136058272879	4.04660206991331	7.15765823622264	77.5183788426395	17.0749538786488	7.03234430249069	4.49784437918262
TCONS_00003477	52.54867038281	227.335003767624	30.2828479722134	23.7612027827743	224.056110522676	103.196237711479	48.2886758699511	46.240946407664
TCONS_00003479	38.7233459268825	534.65305005124	41.2947168588732	38.4809091443378	219.664534619779	73.5189523605215	36.2799728880272	39.0372686091349
TCONS_00003485	11.2802162346548	238.417486051064	11.1478133836663	10.7432018554936	54.2705631420664	31.6096531318759	15.5326587847931	8.2804503786295
TCONS_00003486	32.6768168702301	252.865942238381	21.7261343850252	30.2357401373681	145.11406121935	58.7883970840793	40.2938619841974	31.7604378353155
TCONS_00003516	203.113451625028	2828.89157574654	50.29286984028	75.0222044412018	983.908514233549	307.456559462714	94.4566221617863	189.051299359218
TCONS_00003567	3.22613300439071	61.5501153426079	2.63395139491978	7.66321773989633	26.2379389933996	3.79575999336684	1.29760615617994	3.85046006462819
TCONS_00003574	15.2069397069215	83.4915916452971	10.8653799596389	5.60812234790754	44.7930391378284	40.9942079283618	8.93466223568175	9.83536171658953
TCONS_00003591	7.23558087840809	130.92828289607	15.3476927664952	8.2979778312752	52.3340000947855	25.5374754659413	14.4924857372409	9.79482740277374
TCONS_00003592	36.8083684285351	94.0213157157564	20.898726318765	23.4363961987203	39.8846831250241	35.3737172919709	21.5378502852335	15.088166679011
TCONS_00003684	10.792343186498	95.37891026773	11.3332707633169	10.2833760951417	40.8400276678604	11.4918189438522	6.76121102430602	5.42633413538433
TCONS_00003687	18.4725474384171	86.5011722743716	12.57321746007	8.75470859279976	24.5214049871723	21.7726748117373	15.4807794969348	11.6502201285793
TCONS_00003690	7.51671186791237	30.6183086509069	6.70450468607777	4.11655398201157	94.1045646357354	4.42737445626308	7.47089842260195	0
TCONS_00003747	18.9707489999693	54.9439791816196	13.7040828319771	16.7646521025465	47.767271153764	39.5902966979384	18.3226892487746	13.1770891939047
TCONS_00003748	26.4351776927704	79.375808958557	22.3384163540577	11.5323388645154	81.8002694926236	36.3410192235477	21.0927485500317	20.5664131166513
TCONS_00003777	7.65115712083439	58.1821466070718	7.08756071305505	13.7091924542149	36.4980318900823	18.0150327810183	9.96590991094493	7.37189070282983
TCONS_00003794	0.964036391992037	21.9756170462621	1.21796081715976	0.96512269864325	19.6463976415952	1.70178907451687	0.423305878073891	3.13659772692518
TCONS_00003806	0	95.9265095499156	5.23352198845553	7.19136777265695	32.3993224264903	14.1903027444329	8.61674173895195	0
TCONS_00003849	8.43272693425294	322.038996346145	9.72645124269568	19.3969002308362	103.272840234437	80.2060589902729	5.61811561379668	25.0927818154015
TCONS_00003851	20.5778205363548	254.158227508478	16.385146469969	22.0849107781457	139.451223756055	48.5457725467443	16.85434684139	17.1687454526431
TCONS_00003963	375.220000613332	4288.89883851764	451.496644430231	411.343336850907	732.575812500446	543.040156973104	311.230836559761	317.717527372704
TCONS_00003972	39.2607703065367	86.8329259782754	58.3255032822171	63.8036397928784	23.5109411617092	56.0189814588732	46.1039116327671	29.320102131061
TCONS_00003989	5.9312541545964	67.4522269016428	13.5442382352505	17.969474944363	32.0225861192054	13.9635443322006	9.76963639878717	5.31713388101419
TCONS_00004008	13.2922644895851	16.1019498173073	31.8211059174612	10.9547260371044	11.1646313766959	15.7222104270706	47.0416379145655	9.1459672037445
TCONS_00004012	5.27124155636274	306.45646426488	0.366905278194213	0	105.953204026782	0	1.02445580120289	0
TCONS_00004013	10.8171531708348	511.385998827444	0	3.28301572229991	185.178885937612	0	3.96759577245528	0
TCONS_00004019	0	78.8995541048056	0	0	15.8881292668365	0	0	0
TCONS_00004042	3.83680824307986	13.7316120269422	2.84284144777318	4.07372278451087	16.6401353852064	4.51699156899187	0	3.69638712294866
TCONS_00004075	12.4357116834074	201.783231738583	19.3951215869199	15.9633885289012	87.2629109987754	30.195699899983	26.4872773848058	13.0438985778162
TCONS_00004077	20.2803598170877	271.617435663516	31.6026849127355	27.0807399891227	136.069319857518	68.3783388245075	26.7317158467724	15.5008208680147
TCONS_00004106	15.5538919549321	313.726653971058	16.6458741751885	15.5943246809246	116.02460058135	27.4543455186026	13.3386985183828	9.01952526083557
TCONS_00004137	5.8855054775649	45.4490519036899	6.0242294007347	1.92555749103929	80.3233201823404	19.0715535005067	13.672405254815	10.3012472715859
TCONS_00004151	16.4041301102362	199.745706594445	22.4219093498348	14.9992616793007	58.5086665064456	35.6327924045318	10.5981132508079	10.0848516689723
TCONS_00004152	1.6923685906032	38.5599324572358	2.59589718437031	4.98432991358178	12.6382846440746	1.99129896025073	1.79377893160814	3.0486557345815
TCONS_00004154	43.8737681054837	10.633363086901	46.8638105329883	23.2701806228427	21.7416505756711	38.9733666924566	8.02587944828096	7.24902585778266
TCONS_00004155	47.5299154476076	116.60032626326	35.1478578997411	38.675526679777	133.975576520351	113.522421955463	107.48945689662	107.679704489393
TCONS_00004156	0	23.9816273874789	30.9301149517721	0	0	0	0	10.7836748297593
TCONS_00004198	3.21317251050551	143.059631069153	3.25611316364718	3.38725362318273	54.1359398631525	5.94031994278077	3.05420898111591	2.45551831314583
TCONS_00004228	7.05404300690682	102.190464032128	7.64292206545157	6.37828290644101	48.3900680733098	17.5782469147555	5.48073193333443	9.14122098308868
TCONS_00004234	49.5311750454016	138.199855916061	12.6936176272663	17.0755384557802	64.9514718455582	31.9495521128422	5.03776507693389	26.9515063943201
TCONS_00004237	51.3112163257168	601.239917643572	46.7321459594736	45.271352935243	292.566993616095	85.2037240847923	45.4055998004773	77.1591226896188
TCONS_00004258	26.2762032564737	77.0691615187357	5.67733387514174	13.0833052299576	69.04033887539	35.7507627282224	6.68823287356749	10.7456148009484
TCONS_00004317	25.1360129771001	46.0839449626512	8.96525071065864	12.3882546396161	49.987526029442	14.8052917879316	9.63472570963609	11.844096711657
TCONS_00004336	0	63.2039151707388	0	0	14.3683951630522	0	0	21.6269279734952
TCONS_00004338	60.5716605399389	555.478747286055	47.9152421795617	44.3833652228485	274.125142742101	180.709161480126	22.7351800918031	76.0763491081782
TCONS_00004343	8.58034578649371	33.7971960183362	4.66355247475108	3.04868367002328	32.6286767953811	15.4850383962972	1.50163460810674	2.78016616704732
TCONS_00004349	17.5670567494357	321.254492091953	30.3354595850715	20.7980872805001	189.242986880426	61.2698545868072	29.1223410075361	34.9736210087741
TCONS_00004351	5.02720259542002	113.660822239816	6.96624210625501	0	117.096763730386	5.95077211863316	7.47089842260195	13.5214990093355
TCONS_00004361	12.4275466996038	52.3798367550961	6.92769373096346	5.65543366812653	43.0744837900902	16.9383413393482	4.56386321185758	11.6125171508169
TCONS_00004383	3.72562282605949	67.5107791819394	0	12.0953210821576	50.5826156250307	15.3728279731357	9.3015159168819	5.69792425502567
TCONS_00004384	26.141453496184	833.100881851984	36.8215654187764	20.8644288667218	506.37005534305	62.5335375178401	7.63330925787593	47.0813019629182
TCONS_00004485	8.47830924200564	228.473612272603	16.4303399478206	10.5187170406027	52.9604308894551	35.0901508082443	6.47248342603303	0
TCONS_00004523	5.7035898537129	50.5343844168902	5.02112255710588	6.53702953892579	22.2006873440634	8.40045244433641	9.6531196113345	0
TCONS_00004604	15.6848720977105	193.377483451872	27.3222599084407	31.3792201953336	138.7268064604	76.9154168102185	29.7958155105079	13.158609071707
TCONS_00004663	62.7394883908418	682.214189628019	43.8725034776911	23.2336497270456	323.288891168675	87.2511857934726	19.6896575249884	29.1255503214482
TCONS_00004705	5.63099194108406	106.305180399213	10.6455339320868	5.4632096257394	67.611759674442	22.2911026129074	6.73527287459641	7.06883974659493
TCONS_00004712	3.32990722609653	20.4006604020183	3.09116994712362	2.91837671359557	18.5659038623708	4.03558989386139	2.60964493849474	3.34184826328821
TCONS_00004714	0	82.1727694200372	1.11339506665846	3.01692654846054	35.7913092509241	18.2541147061681	11.0220878073365	3.63663504571036
TCONS_00004717	62.5487567558912	1246.01895106745	90.9603310659503	98.3071738495091	467.284409011622	124.412654294214	75.4909453056134	38.458474635536
TCONS_00004741	17.2361231842972	43.1439803717325	19.7889411079797	19.0777367981632	23.2727527288874	60.9495382194806	38.9345794590633	6.63020657724024
TCONS_00004742	23.9463696148251	239.816273874789	54.9519808787831	17.9784194316424	80.9983060662257	49.6660596055151	60.3171921726637	15.5336268381057
TCONS_00004756	2.2279647866066	50.6957940275041	2.00844902284235	3.67059396729365	23.2555136527919	0	0	2.6413454542528
TCONS_00004986	6.86928705009217	93.9280406009593	3.43210330135066	4.52409869863297	45.3392957126798	25.6213799552261	14.6917249314767	6.3253272720264
TCONS_00004997	60.3264311450403	480.076651960457	29.5510652405467	24.6993238920694	213.208444354968	40.9942079283618	11.4189341743835	15.2909139187603
TCONS_00005051	21.7091655331633	76.0369852483953	10.1648265099721	12.1310121935475	54.0196395072443	25.6213799552261	13.1264383499922	14.0088536515432
TCONS_00005065	2.04941708593778	27.3921558548251	0	0.908188198093274	16.9814143012837	4.82495036645932	0.595139365868293	0
TCONS_00005066	0	340.267618780832	17.2656144068904	0	86.9666023026843	38.9733666924566	12.0388191724215	0
TCONS_00005076	18.8093069792664	98.5474524337932	26.6468763145454	24.7383999483259	35.9209879076304	38.1246133733765	19.2401219650571	18.6645919355132
TCONS_00005108	9.22639535159441	87.310607666927	2.79026747422393	4.72907908243203	58.0435956298411	12.1322422217893	3.60505365361697	7.35551991718979
TCONS_00005113	6.95251422770853	32.0816836967223	20.4564252326535	21.8716771568394	12.354134158886	49.1493611929737	23.5659211988116	0
