Human_Hs1_ACC.bam.out	Human_Hs2_ACC.bam.out	Human_Hs5_ACC.bam.out	Human_Hs6_ACC.bam.out	Human_Hs8_ACC.bam.out	Human_Hs1_CB.bam.out	Human_Hs2_CB.bam.out	Human_Hs3_CB.bam.out	Human_Hs6_CB.bam.out	Human_Hs8_CB.bam.out	Human_Hs1_DPFC.bam.out	Human_Hs2_DPFC.bam.out	Human_Hs3_DPFC.bam.out	Human_Hs5_DPFC.bam.out	Human_Hs6_DPFC.bam.out	Human_Hs8_DPFC.bam.out	Human_Hs2_VPFC.bam.out	Human_Hs5_VPFC.bam.out	Human_Hs6_VPFC.bam.out	Human_Hs8_VPFC.bam.out	Human_Hs4_HIP.bam.out	Human_Hs6_HIP.bam.out	Human_Hs7_HIP.bam.out	Human_Hs9_HIP.bam.out	Human_Hs1_V1C.bam.out	Human_Hs2_V1C.bam.out	Human_Hs5_V1C.bam.out	Human_Hs6_V1C.bam.out	Human_Hs8_V1C.bam.out	Human_Hs1_PMC.bam.out	Human_Hs2_PMC.bam.out	Human_Hs3_PMC.bam.out	Human_Hs5_PMC.bam.out	Human_Hs6_PMC.bam.out	Human_Hs8_PMC.bam.out	Human_Hs1_STR.bam.out	Human_Hs2_STR.bam.out	Human_Hs5_STR.bam.out	Human_Hs6_STR.bam.out	Human_Hs8_STR.bam.out
TCONS_00000493	2.27198061211706	0.774177787925423	2.46191942425276	1.39121017576451	0	9.24766115089917	0.831412224441337	0.355978597609841	1.98804679706297	1.39381625390573	1.96697018555238	0	0.349333839755614	0.681491929328241	1.10524560583829	2.2109564247794	1.69118752722411	1.66910422647901	2.46292779531868	0.680779414548493	1.07484663651534	0.432406550492932	2.79490242051671	0.691470975194653	1.20776040797828	0	0	1.7219687699439	0	1.20544959653602	0.872874476310376	0.242455911574583	0	2.07994370540844	1.32851956403119	3.21518198645422	3.11040795708189	4.30722604689442	4.01792146581984	0
TCONS_00000519	26.887405815434	13.0105203588042	14.2758280708348	13.3375858002726	9.09503316873491	4.81635421973434	0	1.36188398047179	3.12620358838153	2.38148289879457	21.7292736656148	1.54924106363613	0	6.15126746681614	27.5441973342911	14.836490850784	2.21603882877641	5.34040940142418	17.803449491875	10.5482390552164	3.42674256627311	4.34641653934844	2.98035415867961	3.55701255532505	16.670115018876	4.62800179189647	13.4480400202722	25.3145610500825	17.2503605618613	5.3746160355109	2.70073883178536	0.307032950651915	4.90782253277403	23.5946238506528	21.3954016971863	6.47614979233578	3.45067746417385	6.75367583327629	4.37233508198957	0.804296752718615
TCONS_00000549	8.28330532907333	4.56440837016289	7.54981106700091	7.09845558801122	1.9700270851656	24.5771737271702	4.8703859290888	12.2411818972761	19.892766978654	16.3689747076882	10.8861192471503	10.9245899600535	3.69028566469396	13.4642686931227	9.12352979224077	11.5383728058173	2.80241871076483	9.04587105731824	6.42774689464651	6.70618527764186	8.47933221475722	3.25406190853866	7.85678124878589	7.69318700878819	5.99345012724857	5.45417178486147	6.22187981751986	10.9673465077287	17.8421641479339	8.55410279136847	2.6088856885118	1.59363742727299	9.02373420992741	7.77074712811835	7.88808491143517	4.14077563161038	2.96167913351786	3.97534463693782	5.25587693825738	4.50110208875669
TCONS_00000555	145.569853576457	288.529516033318	172.351397202359	114.855178109921	212.14449798191	139.092998437613	173.150781938617	48.9612052923809	192.229317320448	196.787198668421	205.844194001924	299.894432673091	22.2833347319608	280.480018257145	244.539769791912	219.358753047217	234.77670230577	237.043813920986	230.78334169749	208.271059777654	194.434020843729	119.82981276878	97.491292366758	246.006838700695	58.7938861505171	113.121940431249	91.8736320933376	220.281092646332	226.094323657822	232.479565046232	158.839583394613	21.2667720488389	253.493761970508	267.455965018452	217.785705280422	63.0228812848933	154.088507138489	136.473221082936	90.5022628125953	141.824755669081
TCONS_00000603	67.8103666708544	36.8306379322038	40.7172324203959	44.2553057101702	46.4957382871962	271.44135944272	114.129843450376	136.898440122468	238.241890913235	237.991887762635	92.9330434223456	31.3332449657493	18.2805590984083	44.6267139578707	92.7661653525582	62.5346977508958	33.4404891246711	23.7335777366262	77.6643231457157	56.560191046518	31.7193350365281	44.4344385403163	57.8971257875789	52.237422559534	44.0082816570338	35.3746080552798	29.4898452891596	76.8736058010668	94.4480319196479	125.628431854687	24.5554721755895	20.8381473541497	46.1986326134155	80.1213109150474	63.8962829934367	48.9365212081963	58.1748828895976	54.3964007213372	38.1367876514428	49.9504904032398
TCONS_00000650	1.35955682982829	0	1.34797109160607	2.24815782013941	2.2368176812743	10.519882742757	3.73914380726143	8.2212715230198	5.93582959819277	11.9363511027067	8.24429043932804	6.89708097283552	0	0	0	4.78674809086854	0	0	0	0	0	0	0	4.50621534396516	3.96758245020096	0	0	1.1498188901869	1.97338755065651	0	0.721209672290041	0	0	0	0.726902001965164	0	0	2.00073683136025	0	0
TCONS_00000660	1.74625712573754	0	0	0.547956461856304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43107154865145	0	0	0	2.67844815299518	4.34353608967038	1.73212290263852	0	0	0	0	0	16.5033564650154	0	0	9.50179161031708	2.15884429155068	1.40083434814443	0	7.63722123798806	0.342004664492861	0
TCONS_00000661	0	0.970704210979125	0	1.39137273829965	0	3.12060993569437	0	1.76439426541657	1.82581650197494	0	0	0	0.864242348765257	1.70521347773858	0	0.306418788121678	0.715165740032138	0	1.50706966000742	0.852713485668038	0	0.528930851441678	0	0	0.24593924547079	0	0	0	1.11545586624352	5.22306221332662	11.18814678919	0.298607012916488	0	0	0.415222401700998	0.662595604180412	0.557723803513841	2.18038856525829	0.378331584814642	1.56537441387568
TCONS_00000664	2.29625937006432	0.763016055112196	0.305004069766904	1.51125823418823	0.494128075707433	2.34111433009011	0.815024969003071	2.15631630241367	1.54338081708358	1.16250319008894	2.31868252909183	0	0	0.674643747437199	0.833620095867578	1.34574164680494	1.35740270138726	0.837153437480265	1.91448619093794	1.00853307225774	1.08513514598649	1.57015040715245	1.16850146051348	0.687716202822918	0.942151979920842	0.200543820936199	0.310829979002548	2.07309118560939	0.877187547740656	2.74350708961555	0.824425097937311	0.247912685355506	0.313989794541051	0	0.987819807716421	0.679216205798728	0.218512995540239	0.416820173200052	0.960499808638761	1.31575949081481
TCONS_00000669	0	0	0.32937416886875	0.0706884768600992	0.533905000366565	0	0.440450523662375	0.193767342293396	0.830455498684585	0.752652233950935	0	0.61979488373622	0	0	0.299730477558891	0.660320216546869	0.587644958954636	0	0	0.726277572499354	0.292531879063752	0.965372763891198	0.504255520246037	0	0.337832600177077	0.216415080384525	0.67060358606897	0.318788649648974	0.473834257725372	0.657318774239573	0	0	0	0	0	0.292863253448926	0	0	0.215328799378431	0
TCONS_00000680	1.22018803346514	3.39248676811423	0	0	17.7783431290893	1.56352209149223	3.77934965465134	0	0	5.54380189476726	2.46867816439697	0	0	0	0	17.1069437509339	0	0	0	2.94261328807358	8.1316456509367	0	1.82513723699672	2.85786103762161	1.96081033867683	0	0	0	23.3475468269489	0	0	0	5.40062446610607	0	15.4067765782373	3.9566423221059	1.97460438006467	4.304615606866	0	6.47946118148543
TCONS_00000682	6.55609773517947	1.71530229848473	4.10284728739594	2.20690721793502	2.22325533933501	0.944343978049479	0	1.06466993413585	0	2.76682635052178	10.2993540911139	1.2997519985237	0	0.504462037853965	3.71142772547754	5.10767522055419	2.05701981500981	1.2439218866812	4.19891214444198	5.53657571263135	0.401834866403669	8.85076214827437	4.86088738876904	0.513074412297952	0.458381389407925	0.895321271641562	3.23036028156995	3.4717112297256	9.20118584094445	0	0.630520617582621	0.364923417012051	1.87827643518503	1.57212855537934	5.65887291161397	0.200782387927909	0.327816852000334	0.630223225495022	0.292657298073049	1.92875361774267
TCONS_00000694	5.59350364425433	1.79927902026004	1.43399890958723	2.90789233676223	7.77449125931324	0.988667815350368	0	1.39360180243329	0.786796205129577	1.08716433792913	2.56772674316911	0.455085044124565	2.19156548709904	2.11596953833748	4.75143920488788	4.20649306904952	0.432254093459125	0.651591195603851	2.43818511340673	2.11155440644412	2.5247161824524	0.342600426132303	4.36487847154772	1.07569020727644	0.957965600335662	2.18909225814488	0.966813881015405	1.36116839951299	4.82572388350393	7.55701967353882	0.221133820330361	2.09983211393649	0.984805451946403	0	3.09570124826135	2.94260259428084	1.03175099258495	1.32387991637071	3.97668180268092	4.53753739978231
TCONS_00000698	5.49199510354367	14.9422671819405	16.0656977534319	4.74097377494696	19.4249956531716	8.51234665340018	23.5300095653607	3.01639709600399	20.3528879451922	39.0585224698841	3.32957441399818	10.7052387437864	2.9453637469591	5.93979821113188	3.76672784058683	30.1349225795427	7.17234072539461	5.70882025288475	5.0344202557724	22.6260265361255	12.7508507891342	4.94306609659104	22.2962711114194	28.7321670886853	1.31055584264537	4.13386618390751	11.6105895614929	6.60843277938994	34.330871419729	0	0.545849990350627	1.61490996306691	14.3752718979012	3.42331683675747	27.7305069562566	0.902586004577229	16.4237259864117	13.9876458997724	3.16095220213098	10.5046673508104
TCONS_00000705	0	0	0	0	2.50904036096018	0	0	0	0	1.10626317089275	0	0	0	0	0	3.55750941562015	0	0	1.33904005423648	0	0	0	0	0	0	0.957277017711736	0	0	0	0	0.829652430985827	0	0	0	3.24895378530398	0	0	0	0.672976920453694	0
TCONS_00000742	36.130523539596	36.898362059569	23.6344264728265	15.1700018674272	97.3834039286495	61.3659826660822	42.2378819773051	20.9581071064445	87.4462542204624	72.7076912974902	41.8068456006162	77.8122805499157	1.81292216838689	39.7519878776577	49.0026649915594	76.1765648560754	52.3371291568975	23.6723916736207	29.5267587996385	67.9196206607683	112.180299629266	22.4614471160165	34.2635987367179	140.795260268358	9.4203514559794	37.5023607736106	13.8211820852077	25.8088844416052	48.3010095732116	60.2724798268011	75.0120232429255	8.17495324890217	41.1137764806947	65.7111853532772	65.6894096978852	17.9514327577027	30.9948146542938	44.6237638826947	15.8881750271001	31.7347523083541
TCONS_00000780	134.199087432785	426.966760975014	165.440985309786	40.6339335734658	146.075105892974	488.736219090585	368.072971516516	120.032795246	819.808633316833	955.971496689225	466.84310920688	446.123741819517	43.5101320412855	432.854979112274	156.195994660596	730.398827737665	214.58222954328	198.848090058414	115.422784398587	158.479114875126	371.05791415834	121.666171878422	387.442231869042	900.236361109806	74.5064160609277	105.47538967578	207.317731278115	283.897728857657	664.13888163166	977.048620350248	86.856026912861	33.8676634597376	604.372514266215	178.358931673181	669.608176275216	198.84663977763	365.738812920667	684.231046201317	117.978150733147	320.232500566118
TCONS_00000802	4.60553661062101	4.63660838437381	3.27581886430347	6.72441654092852	1.05932657418996	16.0983345146061	5.52709359798795	9.82948156820623	12.8678493297868	4.50716520278081	11.923445569232	2.85160014490919	2.93262510827985	2.65594183061668	6.19317109493762	1.84208667407955	2.31440571146079	3.30796613289358	10.6452886314152	0.240472926176454	4.29568393353435	6.34654028774304	6.71656447077158	4.43606533041716	6.99231388866239	1.87138769775477	4.24499705972066	12.2274541417682	0.627156554639805	22.8308543577036	2.23351723150892	0.716369132552763	4.49497104145697	13.2058798651865	1.29681346686046	5.09065069517565	4.8399004551007	8.89494771612886	5.74624927746688	3.81134639900166
TCONS_00000805	34.691442676362	7.30977811914115	5.31774595638596	12.8637907355571	19.4450627974414	85.1722994405279	43.1263212125858	43.3541632424905	26.1242639697621	45.4797081367017	48.3326654051901	24.7944215989562	2.26941336186561	5.99434737837697	43.0847634674296	23.7058000690633	8.68993842605088	12.2079110779663	16.0022643844194	0	25.4535851601961	24.5061712420669	44.1337712123158	45.4022451637244	15.2248104339061	3.05416953269935	13.2917416424275	24.8122301144653	25.0793703553215	139.601699598841	39.8233166873198	7.14934098232746	22.3189072323772	0	14.2848900883701	37.9471567903039	39.1175936671432	93.9188859679852	22.59120314186	6.94407370806479
TCONS_00000806	4.83870353538762	4.34363046475559	3.12298294339143	1.78242336589009	3.9388880905044	8.44978908089165	6.03597586852506	2.85488011412212	8.14519545359949	5.28321875740969	7.89299367148562	3.5962855330702	0	1.15147868620897	4.10157495606904	2.08637192366431	1.86024935677158	2.85257272050324	2.88625542814676	2.29587450120906	4.00217256398338	2.53585777833158	3.71604518523657	1.95508530523025	3.19425254987039	0.911515713247481	4.23559515235725	2.68052423714803	1.9973505763783	8.3001948629831	2.51717288576669	0.42126428451108	3.57277508783562	3.64087342077571	2.43486091330145	3.23536629803478	3.73284046182018	2.3786388986366	3.03204569150179	0.744394314607131
TCONS_00000807	18.006045523458	4.01103892462184	6.39591438053295	0.480721196552593	15.5965607854478	48.5771485081341	6.75037048748727	11.7358393324846	0.754210757148738	24.9541497650997	26.0478517003838	3.90793644079719	3.408836196917	4.54992632334636	0.826495137783237	15.3556973581693	4.94789690149362	2.49309238891803	0	27.742642981471	5.23476812589553	0.3284626681629	6.9587687146564	3.08502435086845	13.6257800643115	3.88794875230867	5.54941401906066	0	13.8316527414197	50.1768394558118	0.631970756997484	2.92536968719497	4.23521432421614	0	19.7252926252462	21.3271069126381	10.8414529798598	10.1059895083381	0.234595970664179	24.641348934929
TCONS_00000812	448.282965617019	593.734293956299	403.856308027937	342.286711778351	795.960270886208	416.611702847477	453.283123120653	222.389913693879	609.486620852963	615.815688489205	640.711803263468	661.691192759646	114.834306823875	574.631491050475	629.150451503692	648.490783993648	651.261438651642	498.168800884597	625.177470348366	736.367762730205	551.23667033843	354.665545841299	453.752173630273	883.548868270058	172.29041196224	340.647323039925	257.852872798695	574.217002655617	610.177597499088	625.998330082319	690.979570888086	99.8845279632129	585.108987077038	698.389220474868	723.157229201748	255.211009550393	496.854087004761	543.667528416057	288.015428150836	676.183769964152
TCONS_00000860	14.2256068291789	25.1028875810238	11.623488429259	12.5909224472271	23.0460003525232	29.8426037947281	35.228015459757	3.90777321743537	20.0845481935126	12.0768034251305	32.3439532851155	22.2445351039856	10.8008535228367	29.6624785748884	16.2834942673816	35.4166857433814	17.9514440567385	12.3482318949545	29.1511129508943	37.5175047459482	15.7322450552816	55.2617967134126	23.2504956579416	15.5748802179767	12.9877522859781	21.6277819234175	10.2690091193833	18.2411945968633	44.1009217842368	26.3806598634022	12.6377542443991	5.64707439616751	19.2074898684783	14.7008851329434	21.9419654523328	10.2193397325476	21.2675331148697	16.9919037113132	10.3052324717942	12.4062204491583
TCONS_00000887	1574.0469132165	2990.19378117231	1828.78580451323	879.137727269474	3385.76768640579	2680.77974377192	3179.53779253775	745.984786732322	2343.93236787869	2946.15128336496	2750.44251003196	2944.77096330236	494.756001448406	2532.75916934898	1734.48452266049	2192.24703254919	2420.86837418799	2359.57888780925	1580.51633230991	2536.00543610532	2363.15549939457	889.405240802992	1537.35914958719	2912.4098931413	582.369450334803	1288.26973185687	1375.51475485783	1736.4532490338	2080.00043757046	4383.86111250893	6383.10034470584	319.81700971805	2944.72369070457	1608.4429973948	2031.43306739864	1366.09463420528	2444.09411419001	3171.24054369261	820.838387814293	1658.23606680197
