Gorilla_GON_ACC.bam.out	Gorilla_Sakura_ACC.bam.out	Gorilla_GON_CB.bam.out	Gorilla_Sakura_CB.bam.out	Gorilla_GON_DPFC.bam.out	Gorilla_Sakura_DPFC.bam.out	Gorilla_GON_HIP.bam.out	Gorilla_Sakura_HIP.bam.out	Gorilla_GON_PMC.bam.out	Gorilla_Sakura_PMC.bam.out	Gorilla_GON_STR.bam.out	Gorilla_Sakura_STR.bam.out	Gorilla_GON_V1C.bam.out	Gorilla_Sakura_V1C.bam.out	Gorilla_GON_VPFC.bam.out	Gorilla_Sakura_VPFC.bam.out	Normalize_type
TCONS_00044663	0.921289718	0	0.399719819	0	1.538498327	0	1.436181577	0	0.641314144	0	2.478040693	0	2.570818896	0	1.025731401	0	Counts
TCONS_00044666	0	0	1.998599094	0.723072878	0.769249163	2.978627162	5.026635518	0	2.565256578	0	1.239020347	0	1.928114172	0	1.025731401	0	Counts
TCONS_00044667	8.291607466	0	13.19075402	0	0.769249163	0	7.898998672	0	6.413141444	0	4.956081387	0	11.56868503	0	5.128657007	0	Counts
TCONS_00044669	2.763869155	0	4.796637825	0.723072878	3.846245817	0	2.872363153	3.035648886	8.337083877	2.781958727	1.239020347	0	1.928114172	0	4.102925606	0	Counts
TCONS_00044670	1.842579437	0	10.79243511	0	3.846245817	0	1.436181577	0	1.282628289	0	0.619510173	0	0	0	0.512865701	0	Counts
TCONS_00044671	0	0	4.396918006	0	0.769249163	0	0	0	3.206570722	0	0	0	1.928114172	0	2.564328504	0	Counts
TCONS_00044675	0	0	1.998599094	0	0.769249163	0	0	0	1.923942433	0	0	0	0.642704724	0	0	0	Counts
TCONS_00044683	1.842579437	0	0.799439638	0	2.30774749	0	0	0	1.923942433	0	0.619510173	0	0	0	0	0	Counts
TCONS_00044693	427.4784293	0	371.3397116	4.338437267	463.8572455	0	364.0720297	4.553473328	416.2128797	5.563917454	393.3889601	19.32767826	456.9630587	0	512.352835	1.471751027	Counts
TCONS_00044696	11.97676634	17.93535916	5.995797282	2.169218634	12.30798661	2.978627162	5.744726307	9.106946657	13.46759703	11.12783491	6.195101733	0	5.141637792	12.08782256	14.36023962	17.66101233	Counts
TCONS_00044699	0	0	3.997198188	0	0.769249163	0	0.718090788	0	0.641314144	0	0.619510173	0	1.928114172	0	0.512865701	0	Counts
TCONS_00044715	0.921289718	0	1.598879275	0	0	0	2.154272365	0	0.641314144	0	1.239020347	0	0	0	1.025731401	0	Counts
TCONS_00044718	0.921289718	0	0.799439638	0	1.538498327	2.978627162	2.154272365	0	4.489199011	0	0	0	0.642704724	0	1.538597102	0	Counts
TCONS_00044729	1.842579437	0	0.799439638	0	0	2.978627162	4.30854473	0	5.771827299	0	2.478040693	6.902742236	0.642704724	0	2.051462803	0	Counts
TCONS_00044735	1.842579437	0	7.994396375	0	4.61549498	0	3.590453942	1.517824443	1.923942433	1.390979363	4.956081387	2.761096895	7.712456687	0	0.512865701	1.471751027	Counts
TCONS_00044758	11.97676634	0	8.394116194	0	25.38522239	0	12.92563419	3.035648886	33.98964965	5.563917454	4.336571213	8.283290684	5.141637792	0	24.10468793	0	Counts
TCONS_00044760	0	2.562194166	18.38711166	0	3.076996654	0	0	0	0.641314144	0	0.619510173	0	7.069751963	0	1.025731401	0	Counts
TCONS_00044767	19.34708409	21.77865041	79.94396375	90.38410973	25.38522239	22.33970371	10.05327104	10.6247711	26.29387992	15.300773	10.53167295	15.18603292	43.70392123	45.32933461	12.82164252	14.71751027	Counts
TCONS_00044768	1.842579437	0	5.995797282	0	6.923242471	0	8.61708946	6.071297771	3.206570722	0	7.43412208	2.761096895	13.4967992	0	13.33450822	0	Counts
TCONS_00044772	3.685158874	0	11.19215493	0	3.076996654	0	1.436181577	0	3.206570722	0	5.57559156	0	5.784342515	0	7.18011981	0	Counts
TCONS_00044779	6.449028029	2.562194166	11.59187474	0	10.00023912	8.935881486	15.07990656	6.071297771	8.337083877	0	8.053632253	2.761096895	8.997866135	9.065866923	7.692985511	10.30225719	Counts
TCONS_00044798	7.370317747	0	7.994396375	0	13.07723578	0	10.05327104	0	5.130513155	0	9.2926526	0	10.28327558	0	3.077194204	0	Counts
TCONS_00044805	3.685158874	0	4.396918006	0	1.538498327	0	0.718090788	0	3.847884866	0	3.097550867	0	3.856228344	0	1.538597102	0	Counts
TCONS_00044806	5.52773831	0	6.795236919	0	6.923242471	0	12.2075434	0	10.26102631	0	3.097550867	0	5.141637792	0	9.231582613	0	Counts
TCONS_00044810	16.58321493	0	8.394116194	0	22.30822574	1.489313581	22.97890523	1.517824443	20.52205262	0	13.00971364	0	12.85409448	0	11.28304542	1.471751027	Counts
TCONS_00044814	2.763869155	0	15.98879275	0.723072878	6.923242471	0	14.36181577	0	5.771827299	0	13.62922381	0	8.355161411	0	6.667254109	0	Counts
TCONS_00044824	0.921289718	0	2.398318913	0	0.769249163	0	5.744726307	0	6.413141444	0	10.53167295	0	4.498933068	0	3.590059905	0	Counts
TCONS_00044826	10.1341869	0	0	0	7.692491634	0	0	0	8.337083877	0	0	0	3.856228344	0	8.205851211	0	Counts
TCONS_00044834	42.37932705	0	2.398318913	0	43.07795315	0	21.54272365	0	66.69667102	0	14.86824416	2.761096895	44.98933068	6.043911282	30.77194204	2.943502054	Counts
TCONS_00044837	10.1341869	0	5.596077463	0	10.00023912	0	6.462817095	0	7.695769733	0	10.53167295	0	11.56868503	0	14.36023962	0	Counts
TCONS_00044839	3.685158874	0	7.594676557	3.615364389	4.61549498	4.467940743	2.872363153	9.106946657	5.771827299	1.390979363	2.478040693	4.141645342	1.285409448	0	3.590059905	2.943502054	Counts
TCONS_00044863	7.370317747	0	3.997198188	0	7.692491634	0	5.026635518	0	3.206570722	0	2.478040693	0	2.570818896	0	3.077194204	0	Counts
TCONS_00044866	2.763869155	0	4.796637825	0	0.769249163	0	7.898998672	0	1.282628289	0	5.57559156	1.380548447	7.712456687	0	4.102925606	0	Counts
TCONS_00044870	0.921289718	0	0	0	0.769249163	0	2.872363153	0	1.923942433	0	0	1.380548447	0	0	1.025731401	0	Counts
TCONS_00044882	2.763869155	0	1.199159456	0	3.076996654	0	0.718090788	0	3.206570722	0	0.619510173	0	1.285409448	0	1.538597102	0	Counts
TCONS_00044883	0	0	3.997198188	0	0	0	4.30854473	0	0	0	0	0	0.642704724	0	0	0	Counts
TCONS_00044888	2.763869155	2.562194166	17.58767203	4.338437267	0.769249163	2.978627162	6.462817095	12.14259554	1.923942433	0	3.097550867	0	8.355161411	0	5.128657007	0	Counts
TCONS_00044894	0.921289718	0	0	0	3.076996654	0	0	0	1.282628289	0	0.619510173	0	1.928114172	3.021955641	0	0	Counts
TCONS_00044901	1.842579437	0	0.799439638	0	0.769249163	0	1.436181577	0	1.282628289	0	0.619510173	0	0	0	0	1.471751027	Counts
TCONS_00044928	9.212897184	0	22.38430985	0	7.692491634	0	12.92563419	0	10.90234045	0	2.478040693	0	3.21352362	0	3.077194204	0	Counts
TCONS_00044942	11.05547662	0	9.992995469	1.446145756	7.692491634	0	14.36181577	0	12.18496874	0	20.44383572	0	21.85196061	0	13.33450822	0	Counts
TCONS_00044950	4.606448592	3.843291249	3.997198188	0	4.61549498	0	7.898998672	6.071297771	3.206570722	1.390979363	14.86824416	9.663839131	5.141637792	0	9.744448314	0	Counts
TCONS_00044951	1.842579437	0	0.399719819	0	2.30774749	0	0	0	1.923942433	0	0	0	0	0	0.512865701	0	Counts
TCONS_00044952	0	0	1.998599094	0	2.30774749	0	8.61708946	0	3.847884866	0	1.85853052	0	1.285409448	0	1.538597102	0	Counts
TCONS_00044953	11.05547662	0	6.795236919	0	4.61549498	0	12.92563419	0	6.413141444	0	12.39020347	0	7.069751963	0	3.590059905	0	Counts
TCONS_00044964	159.3831213	0	109.1235105	1.446145756	167.6963176	2.978627162	170.1875168	3.035648886	194.9594999	5.563917454	83.6338734	2.761096895	125.9701259	0	136.4222764	2.943502054	Counts
TCONS_00044974	9.212897184	0	15.98879275	2.892291511	6.923242471	0	7.180907883	0	7.054455588	1.390979363	4.336571213	0	9.640570859	0	4.102925606	0	Counts
TCONS_00044989	0	0	3.19775855	0	4.61549498	0	1.436181577	0	0.641314144	0	2.478040693	0	2.570818896	0	1.025731401	0	Counts
TCONS_00044991	1.842579437	0	1.598879275	0	0.769249163	0	0.718090788	0	0.641314144	0	0	0	1.928114172	0	0.512865701	0	Counts
TCONS_00044998	7.370317747	0	1.598879275	0	12.30798661	2.978627162	35.90453942	0	13.46759703	0	13.62922381	0	5.141637792	0	10.77017971	0	Counts
TCONS_00044999	0.921289718	1.281097083	1.998599094	0.723072878	2.30774749	0	2.154272365	0	2.565256578	0	1.85853052	0	1.928114172	0	2.564328504	0	Counts
TCONS_00045000	9.212897184	0	6.795236919	3.615364389	3.076996654	2.978627162	5.026635518	0	5.130513155	1.390979363	6.195101733	1.380548447	3.21352362	0	5.641522708	0	Counts
TCONS_00045013	2.763869155	0	8.793836013	1.446145756	5.384744144	0	10.77136183	0	8.978398021	0	5.57559156	4.141645342	5.141637792	0	8.718716912	5.887004109	Counts
TCONS_00045035	23.03224296	1.281097083	28.77982695	0	31.5392157	0	16.51608813	0	24.36993749	0	27.8779578	0	36.63416926	3.021955641	30.77194204	0	Counts
TCONS_00045042	2.763869155	0	1.199159456	0.723072878	6.153993307	0	7.180907883	0	5.130513155	0	0	0	1.285409448	0	3.077194204	0	Counts
TCONS_00045099	0.921289718	0	0	0.723072878	0.769249163	0	0.718090788	0	1.923942433	0	0.619510173	1.380548447	1.285409448	3.021955641	0.512865701	2.943502054	Counts
TCONS_00045119	15.66192521	0	5.995797282	0.723072878	13.07723578	0	11.48945261	1.517824443	16.67416775	0	3.097550867	2.761096895	4.498933068	0	7.18011981	0	Counts
TCONS_00045129	4.606448592	0	0	0	5.384744144	0	2.872363153	0	8.978398021	0	4.956081387	0	5.784342515	0	6.154388409	0	Counts
TCONS_00045130	3.685158874	0	0	0	6.153993307	0	1.436181577	0	5.130513155	0	4.336571213	0	6.427047239	0	4.102925606	0	Counts
TCONS_00045138	7.370317747	0	3.997198188	1.446145756	9.230989961	2.978627162	24.4150868	0	2.565256578	2.781958727	13.62922381	0	4.498933068	0	7.692985511	0	Counts
TCONS_00045161	0.921289718	0	0.399719819	0	0.769249163	0	0	0	2.565256578	0	0.619510173	0	2.570818896	0	0.512865701	0	Counts
TCONS_00045214	0	0	0.399719819	0	0	0	1.436181577	0	4.489199011	0	1.85853052	0	1.928114172	0	2.051462803	0	Counts
TCONS_00045219	23.03224296	0	9.59327565	0	21.53897658	2.978627162	30.15981311	3.035648886	10.90234045	2.781958727	14.24873399	1.380548447	15.42491337	0	12.82164252	0	Counts
TCONS_00045238	9.212897184	0	4.396918006	0	3.846245817	0	2.872363153	0	2.565256578	0	10.53167295	0	3.21352362	0	2.564328504	0	Counts
TCONS_00045272	311.3959248	270.3114845	173.4784013	180.7682195	408.4713058	372.3283952	204.6558747	288.3866441	343.7443814	381.1283456	176.5603994	209.843364	352.2021887	329.3931649	437.4744427	344.3897403	Counts
TCONS_00045273	0	1.281097083	1.598879275	1.446145756	3.076996654	1.489313581	2.154272365	0	1.282628289	0	0.619510173	1.380548447	1.928114172	0	0	0	Counts
TCONS_00045283	0	0	0	0	0	0	2.872363153	0	0	0	3.097550867	0	0.642704724	0	0.512865701	0	Counts
TCONS_00045305	2411.936483	1685.923761	591.9850516	495.3049213	2164.667146	1723.135813	2253.368894	2727.530524	2032.965838	1605.190185	1843.042766	861.4622311	1546.990271	1169.496833	2048.385609	1451.146513	Counts
TCONS_00045317	28.55998127	0	25.18234858	0	25.38522239	0	30.8779039	0	16.03285361	0	29.11697815	1.380548447	26.35089368	0	30.25907634	0	Counts
TCONS_00045406	1.842579437	0	1.598879275	0	0.769249163	0	0	0	2.565256578	0	1.239020347	0	1.928114172	0	3.077194204	0	Counts
TCONS_00045411	4.606448592	0	2.798038731	0	4.61549498	0	0.718090788	0	3.206570722	0	1.239020347	0	0.642704724	0	1.538597102	0	Counts
TCONS_00045436	89.36510269	0	26.78122786	0	56.92443809	0	84.73471302	0	70.54455588	0	42.74620196	0	43.70392123	0	35.38773335	5.887004109	Counts
TCONS_00045438	1.842579437	0	0.399719819	0	0	0	0.718090788	0	1.923942433	0	0	0	5.784342515	0	2.564328504	0	Counts
TCONS_00045439	8.291607466	1.281097083	22.38430985	0	6.153993307	1.489313581	13.64372498	0	7.695769733	1.390979363	5.57559156	1.380548447	9.640570859	0	4.102925606	0	Counts
TCONS_00045443	26.71740183	0	17.18795221	0	16.92348159	1.489313581	13.64372498	0	28.21782235	0	14.86824416	1.380548447	30.20712203	0	29.23334494	0	Counts
TCONS_00045507	7.370317747	0	12.39131438	1.446145756	6.153993307	0	1.436181577	0	16.67416775	0	8.053632253	0	10.28327558	0	9.744448314	0	Counts
TCONS_00045508	1.842579437	0	3.19775855	0	6.153993307	0	5.744726307	0	13.46759703	0	8.053632253	0	3.21352362	0	6.667254109	0	Counts
TCONS_00045513	0	96.08228121	0	171.3682721	0	81.91224695	0	92.58729101	0	107.105411	0	62.12468013	0	108.7904031	0	85.36155957	Counts
TCONS_00045514	0.921289718	0	3.19775855	0	0.769249163	0	1.436181577	0	0	0	1.239020347	0	1.285409448	0	0	0	Counts
TCONS_00045515	4.606448592	2.562194166	0.799439638	0	2.30774749	0	2.154272365	0	3.206570722	0	2.478040693	0	2.570818896	0	2.051462803	5.887004109	Counts
TCONS_00045516	23.03224296	8.96767958	14.38991348	0	4.61549498	2.978627162	17.95226971	6.071297771	12.82628289	5.563917454	6.814611907	2.761096895	16.0676181	9.065866923	11.28304542	11.77400822	Counts
TCONS_00045523	0	0	2.398318913	0	1.538498327	0	1.436181577	0	2.565256578	0	0.619510173	0	3.21352362	0	0	0	Counts
TCONS_00045534	2.763869155	0	1.199159456	0	3.076996654	0	1.436181577	0	2.565256578	0	1.85853052	0	4.498933068	0	3.590059905	0	Counts
TCONS_00045571	0.921289718	0	4.796637825	0	0.769249163	0	5.744726307	0	2.565256578	0	3.71706104	0	3.21352362	0	4.102925606	0	Counts
TCONS_00045576	46.06448592	2.562194166	75.94676557	68.6919234	60.77068391	5.957254324	17.95226971	1.517824443	53.87038813	0	50.79983421	15.18603292	34.70605509	6.043911282	54.36376428	5.887004109	Counts
TCONS_00045578	0.921289718	3.843291249	1.598879275	7.953801656	1.538498327	13.40382223	2.154272365	0	1.923942433	2.781958727	0.619510173	0	0.642704724	3.021955641	0.512865701	8.830506163	Counts
TCONS_00045579	13.81934578	0	18.78683148	0.723072878	8.461740797	0	15.07990656	1.517824443	9.619712166	5.563917454	11.77069329	0	8.355161411	0	12.30877682	0	Counts
TCONS_00045584	0	0	1.598879275	0.723072878	3.076996654	0	3.590453942	0	0.641314144	0	1.85853052	2.761096895	1.285409448	0	1.538597102	0	Counts
TCONS_00045594	0.921289718	0	1.598879275	0	0.769249163	0	3.590453942	0	1.923942433	0	0	0	3.21352362	0	2.051462803	0	Counts
TCONS_00045602	0	0	1.998599094	0.723072878	3.076996654	0	0.718090788	0	3.847884866	0	2.478040693	0	1.928114172	0	2.564328504	0	Counts
TCONS_00045603	0	0	0.399719819	0	0.769249163	1.489313581	0	0	0.641314144	0	0	0	1.285409448	0	2.051462803	0	Counts
TCONS_00045683	15.66192521	0	2.798038731	0	10.00023912	0	12.2075434	0	7.695769733	0	16.72677468	0	10.92598031	0	4.102925606	0	Counts
TCONS_00045695	36.85158874	0	119.9159456	3.615364389	70.77092303	0	25.13317759	0	37.83753452	0	22.30236624	0	83.55161411	0	56.92809278	0	Counts
TCONS_00045701	2.763869155	0	0.799439638	0	0	0	0	0	2.565256578	0	1.239020347	0	2.570818896	0	0	0	Counts
TCONS_00045730	3.685158874	0	1.199159456	0	4.61549498	0	0	0	1.923942433	0	3.097550867	0	8.355161411	0	6.154388409	0	Counts
TCONS_00045745	5.52773831	0	3.997198188	0	3.076996654	0	7.180907883	0	1.282628289	0	3.097550867	0	2.570818896	0	3.590059905	0	Counts
TCONS_00045789	0.921289718	0	0	0	0.769249163	0	1.436181577	0	2.565256578	0	2.478040693	0	1.285409448	0	2.564328504	0	Counts
TCONS_00045790	0	0	0.399719819	0	0	0	0	0	4.489199011	0	1.85853052	0	0	0	0.512865701	0	Counts
TCONS_00045811	3.685158874	0	4.396918006	0	2.30774749	0	0.718090788	0	1.923942433	0	1.85853052	0	5.141637792	0	1.025731401	0	Counts
TCONS_00045813	1.842579437	0	5.596077463	0	0.769249163	0	3.590453942	0	1.923942433	0	1.239020347	0	2.570818896	0	2.051462803	0	Counts
TCONS_00045814	0	0	1.998599094	0	0.769249163	0	0.718090788	0	1.282628289	0	0	0	0.642704724	0	0.512865701	0	Counts
TCONS_00045831	366.6733079	0	196.262431	2.892291511	350.0083693	0	322.422764	0	371.9622037	0	218.067581	2.761096895	327.1367045	0	321.5667943	0	Counts
TCONS_00045837	3.685158874	7.686582497	0.799439638	7.953801656	1.538498327	17.87176297	15.79799734	13.66041999	5.130513155	6.954896817	4.956081387	26.2304205	5.784342515	9.065866923	4.615791306	17.66101233	Counts
TCONS_00045866	17.50450465	1.281097083	107.9243511	5.784583023	4.61549498	1.489313581	12.2075434	4.553473328	1.282628289	6.954896817	8.053632253	12.42493603	11.56868503	3.021955641	10.25731401	0	Counts
TCONS_00045918	9.212897184	0	0	0	2.30774749	0	4.30854473	0	3.847884866	0	59.47297664	2.761096895	5.141637792	0	6.154388409	0	Counts
TCONS_00045919	0	14.09206791	0	22.41525921	0	17.87176297	0	18.21389331	0	19.47371109	0.619510173	6.902742236	0	12.08782256	0.512865701	10.30225719	Counts
TCONS_00045925	205.4476072	568.8071048	181.4727977	343.459617	164.619321	539.1315163	216.1453273	625.3436704	154.5567088	499.3615915	283.1161492	773.1071305	185.0989605	423.0737897	179.5029952	423.8642958	Counts
TCONS_00045937	16.58321493	0	24.38290894	0.723072878	18.46197992	0	10.77136183	1.517824443	10.26102631	0	15.48775433	0	16.71032282	0	21.54035943	0	Counts
TCONS_00045939	55.2773831	0	64.75461064	0	104.6178862	0	15.79799734	0	87.21872364	2.781958727	2.478040693	0	65.55588184	0	102.0602744	0	Counts
TCONS_00045947	17.50450465	7.686582497	13.59047384	26.0306236	12.30798661	10.42519507	15.07990656	12.14259554	7.054455588	16.69175236	9.2926526	19.32767826	12.85409448	0	16.92456812	14.71751027	Counts
TCONS_00045950	32.24514014	83.27131038	51.1641368	151.1222315	25.38522239	62.5511704	32.31408548	54.64167994	23.0873092	45.90231899	30.97550867	149.0992323	33.42064564	45.32933461	38.46492755	63.28529417	Counts
TCONS_00045954	8.291607466	0	3.597478369	1.446145756	7.692491634	0	7.180907883	0	10.90234045	0	3.71706104	2.761096895	4.498933068	0	8.205851211	0	Counts
TCONS_00045955	4.606448592	0	5.596077463	0	3.076996654	0	10.77136183	0	8.978398021	0	6.814611907	0	3.21352362	0	9.744448314	0	Counts
TCONS_00045966	0	0	1.199159456	0.723072878	1.538498327	0	2.872363153	0	0.641314144	1.390979363	0	0	0	0	0	0	Counts
TCONS_00045996	5.52773831	0	4.396918006	0	0.769249163	0	3.590453942	0	5.130513155	0	1.239020347	0	5.141637792	0	4.102925606	0	Counts
TCONS_00045998	11.97676634	0	10.39271529	0	3.076996654	0	8.61708946	0	12.82628289	0	5.57559156	1.380548447	8.997866135	0	3.077194204	0	Counts
TCONS_00046039	9.212897184	0	9.59327565	1.446145756	2.30774749	0	3.590453942	0	2.565256578	0	8.673142427	0	2.570818896	0	1.025731401	0	Counts
TCONS_00046066	0.921289718	0	0.399719819	0	1.538498327	0	0.718090788	0	2.565256578	0	0.619510173	0	0	0	0.512865701	0	Counts
TCONS_00046102	5.52773831	0	0	0	4.61549498	0	7.180907883	0	5.130513155	0	3.097550867	0	3.21352362	0	3.590059905	0	Counts
TCONS_00046110	0.921289718	0	0.799439638	0	2.30774749	0	0.718090788	0	2.565256578	0	1.239020347	0	1.285409448	0	0	0	Counts
TCONS_00046135	302.1830276	294.6523291	99.13051506	118.583952	297.6994262	388.7108446	402.1308415	437.1334395	370.0382613	230.9025743	347.5452072	294.0568193	210.1644447	256.8662295	328.2340485	345.8614914	Counts
TCONS_00046175	0.921289718	0	0	0	0.769249163	0	3.590453942	0	0	0	3.097550867	0	1.928114172	0	6.154388409	0	Counts
TCONS_00046193	5.52773831	0	9.193555832	0	2.30774749	0	9.335180248	0	1.923942433	0	4.956081387	0	7.069751963	3.021955641	3.590059905	0	Counts
TCONS_00046225	179.6514951	0	90.73639886	0	161.5423243	0	154.3895195	0	185.9811019	0	231.6968048	5.522193789	203.7373975	6.043911282	163.6041585	0	Counts
TCONS_00046240	2.763869155	0	2.398318913	0	2.30774749	0	2.872363153	0	4.489199011	0	3.097550867	0	3.21352362	0	0.512865701	0	Counts
TCONS_00046241	0	0	6.795236919	0	0.769249163	0	0	0	0.641314144	0	1.85853052	0	0.642704724	0	0.512865701	0	Counts
TCONS_00046242	0.921289718	0	0.399719819	0	1.538498327	0	0	0	1.923942433	0	1.239020347	0	5.141637792	0	2.564328504	0	Counts
TCONS_00046244	617.2641113	2.562194166	327.7702514	1.446145756	636.1690581	2.978627162	613.2495332	3.035648886	603.4766099	2.781958727	558.7981763	8.283290684	363.7708737	0	555.9464196	5.887004109	Counts
TCONS_00046307	82.91607466	0	144.2988546	1.446145756	86.92515546	0	73.24526041	0	77.59901147	0	89.20946496	1.380548447	98.97652749	0	60.51815268	0	Counts
TCONS_00046343	1.842579437	0	1.598879275	0	0.769249163	0	2.872363153	0	0.641314144	0	0	1.380548447	0.642704724	0	1.025731401	0	Counts
TCONS_00046366	42.37932705	0	28.38010713	0	60.00143475	0	62.47389859	0	85.2947812	2.781958727	46.463263	5.522193789	48.84555902	0	72.8269295	0	Counts
TCONS_00046371	1.842579437	0	1.998599094	0	0.769249163	0	1.436181577	0	0	0	0	0	1.285409448	0	1.025731401	0	Counts
TCONS_00046372	0	0	0.799439638	0	2.30774749	0	0	0	1.282628289	0	3.097550867	0	1.928114172	0	0.512865701	0	Counts
TCONS_00046386	3.685158874	17.93535916	11.99159456	13.73838468	7.692491634	16.38244939	6.462817095	18.21389331	2.565256578	20.86469045	4.336571213	6.902742236	10.92598031	6.043911282	11.79591112	11.77400822	Counts
TCONS_00046397	0	0	1.598879275	0	0	1.489313581	0.718090788	0	0	0	2.478040693	2.761096895	1.285409448	0	0.512865701	0	Counts
TCONS_00046400	8.291607466	0	5.196357644	0	4.61549498	0	7.180907883	0	4.489199011	0	4.336571213	0	10.28327558	0	8.718716912	0	Counts
TCONS_00046413	2.763869155	3.843291249	3.19775855	1.446145756	6.153993307	1.489313581	4.30854473	27.32083997	5.771827299	8.345876181	6.195101733	9.663839131	5.784342515	3.021955641	4.102925606	1.471751027	Counts
TCONS_00046414	1.842579437	0	2.798038731	0	0	0	1.436181577	0	1.923942433	1.390979363	1.239020347	0	1.928114172	0	3.077194204	0	Counts
TCONS_00046416	3.685158874	0	18.38711166	0	1.538498327	0	8.61708946	0	11.5436546	0	4.956081387	1.380548447	8.355161411	0	13.33450822	0	Counts
TCONS_00046507	261.64628	162.6993295	393.7240215	258.8600903	320.7769011	214.4611557	238.4061417	65.26645104	250.7538305	179.4363379	276.9210475	162.9047168	316.2107242	208.5149392	340.0299596	208.9886459	Counts
TCONS_00046510	0	0	3.997198188	0	0	0	4.30854473	0	4.489199011	0	1.239020347	0	0	0	0.512865701	0	Counts
TCONS_00046513	2.763869155	0	0.399719819	0.723072878	0	0	2.872363153	3.035648886	1.282628289	0	0	2.761096895	2.570818896	0	1.025731401	1.471751027	Counts
TCONS_00046515	1.842579437	0	0	0	0	0	2.872363153	0	0.641314144	0	4.336571213	0	0.642704724	0	1.538597102	0	Counts
TCONS_00046534	0	0	1.998599094	0	0	0	1.436181577	0	1.282628289	0	0	0	0	0	0.512865701	0	Counts
TCONS_00046535	1.842579437	0	2.398318913	0	1.538498327	0	3.590453942	0	0.641314144	0	3.71706104	0	0	0	0	0	Counts
TCONS_00046543	0.921289718	0	0.399719819	0	0.769249163	0	3.590453942	0	1.923942433	0	0	1.380548447	0	0	0	0	Counts
TCONS_00046552	35.0090093	0	28.77982695	0	30.76996654	0	19.38845129	0	23.0873092	0	46.463263	0	19.28114172	0	40.51639036	0	Counts
TCONS_00046586	16.58321493	0	15.98879275	0	13.07723578	0	17.23417892	0	8.337083877	0	18.5853052	0	12.21138975	3.021955641	21.02749373	0	Counts
TCONS_000000211	6.33577771861569	96.5263357145412	18.302270702067	391.36232049678	18.816883731181	213.182070705671	5.03721935900517	47.6398458145919	3.91526192354453	52.501416881988	3.51585095385247	682.405641959247	16.5825028643164	0	9.8910177985898	153.803562090498	FPKM
TCONS_00000044	0	0	0	0	0	68.9256829501294	0	0	0	0	0	0	0	0	0	0	FPKM
TCONS_000000491	95.5961163504155	262.362935043659	531.528444972531	331.631928885379	227.485136348676	0	352.953092166979	507.234431073182	289.004625607957	0	407.887998277081	234.945320588176	318.097050137609	0	176.065176159041	0	FPKM
TCONS_000000751	199.103635433278	420.412895913334	1982.24141884493	9276.21881082248	415.539515730248	2371.9795212776	0	0	42.1712562910026	0	76.1011609688711	0	220.547288095408	1053.46880942223	172.103709695463	437.284637316121	FPKM
TCONS_000000941	18.2337013502056	125.972095165367	50.8234369694849	0	57.5805333575403	279.462314506888	40.5929416397714	121.931353623361	74.5106782636789	0	136.3056349798	112.713178661547	75.529893183359	0	52.0895005131544	0	FPKM
TCONS_000002031	92.7302798859491	344.464662989207	140.329198494309	0	41.9266327530519	152.333273517134	50.7137864008343	473.533598358812	50.8383549765766	149.753057208663	77.859273598515	183.243281476706	73.7616348145179	0	93.749153790533	219.287281249973	FPKM
TCONS_000002561	0	0	99.996392783186	115.494423929213	0	0	3.94809084895	0	0	0	0	0	6.40381208174821	0	0	0	FPKM
TCONS_000002981	156.861725716516	0	27.3357485985872	0	213.170066209088	0	173.104926460613	0	243.426737660181	0	189.235507222059	0	546.873370617011	0	248.11013001104	0	FPKM
TCONS_000002991	735.368615774801	0	823.503723472088	241.763071706201	953.296536087041	535.554958114246	888.008749630939	0	1122.1507728684	0	958.793236591766	0	598.628353401824	0	831.834596861404	0	FPKM
TCONS_000003011	133.041599713482	0	161.27285308901	0	61.4097806497903	0	50.765168149974	0	103.334747429608	0	37.685878435064	0	71.8395075229344	0	116.878580438345	0	FPKM
TCONS_000003021	1106.30550186943	0	607.461079968606	57.8730228839191	1217.17978040876	126.193984383242	908.93824878049	112.491506891229	1372.96394217843	0	675.244648310555	0	852.47708554057	0	1233.86100845498	0	FPKM
TCONS_000003041	140.933564430213	0	269.598658535143	93.5754029193091	78.6510124410565	0	117.663923985968	0	184.147819137377	0	50.7341073125808	0	163.943602261845	0	70.0748003646019	0	FPKM
TCONS_000003471	5.66078963486774	0	194.293909970691	43.9705648726984	16.7556256342842	0	18.0754765382483	0	7.0196119112088	0	15.6753221929236	0	14.7720889548164	0	20.5164504064754	0	FPKM
TCONS_000004151	166.55784887207	0	79.6670268811287	0	54.6762520697694	665.386463111638	102.255552987805	0	193.355210094246	0	36.0173433593131	0	92.6669277711798	0	228.861316084392	0	FPKM
TCONS_000004161	180.262996165512	0	208.968933386238	164.96641828113	58.5122341813838	0	145.183591742119	64.4888897573392	94.2557557669988	70.8329171899446	30.0526877711466	0	65.2185179187998	81.0738589340797	107.350118323018	0	FPKM
TCONS_000004361	761.407309129461	0	1162.62727834115	0	738.661963838671	0	727.646819077377	0	834.11417317917	0	668.642226158841	182.424011961907	1158.8984418918	0	702.898814350279	0	FPKM
TCONS_000004411	39.9124799140444	0	7.90621796054584	68.773378650405	47.7022403261766	0	102.674633123001	0	219.59049562407	0	149.9695250389	731.513020078324	55.5534730718912	0	104.0949857029	0	FPKM
