Gorilla_GON_ACC.bam.out	Gorilla_Sakura_ACC.bam.out	Gorilla_GON_CB.bam.out	Gorilla_Sakura_CB.bam.out	Gorilla_GON_DPFC.bam.out	Gorilla_Sakura_DPFC.bam.out	Gorilla_GON_HIP.bam.out	Gorilla_Sakura_HIP.bam.out	Gorilla_GON_PMC.bam.out	Gorilla_Sakura_PMC.bam.out	Gorilla_GON_STR.bam.out	Gorilla_Sakura_STR.bam.out	Gorilla_GON_V1C.bam.out	Gorilla_Sakura_V1C.bam.out	Gorilla_GON_VPFC.bam.out	Gorilla_Sakura_VPFC.bam.out	Normalize_type
TCONS_00029285	5.52773831	0	2.398318913	0	2.30774749	0	1.436181577	0	4.489199011	0	4.336571213	2.761096895	6.427047239	0	6.154388409	0	Counts
TCONS_00029296	1.842579437	0	0	0	3.076996654	0	0	0	4.489199011	0	0	0	4.498933068	0	0	0	Counts
TCONS_00029343	0	0	38.77282242	0	0	0	1.436181577	0	0	0	1.239020347	0	3.21352362	0	0	0	Counts
TCONS_00029412	4.606448592	0	35.17534405	1.446145756	0	0	0	0	0	0	0	0	0.642704724	0	1.025731401	0	Counts
TCONS_00029413	3.685158874	0	26.38150804	0.723072878	0	0	2.872363153	0	1.282628289	0	1.239020347	0	1.928114172	0	1.538597102	0	Counts
TCONS_00029414	0	0	12.7910342	0	2.30774749	0	0	0	0.641314144	0	0.619510173	0	1.928114172	0	0	0	Counts
TCONS_00029422	0	0	0.399719819	0	0.769249163	0	0	0	3.206570722	0	1.85853052	0	1.285409448	0	4.102925606	0	Counts
TCONS_00029430	3.685158874	0	1.598879275	0	3.076996654	0	3.590453942	0	2.565256578	0	1.85853052	0	0.642704724	0	2.564328504	1.471751027	Counts
TCONS_00029441	6.449028029	0	0.799439638	0	6.923242471	0	35.90453942	0	26.29387992	0	52.03885456	5.522193789	8.355161411	0	11.79591112	0	Counts
TCONS_00029442	1.842579437	0	0.399719819	0	2.30774749	0	5.744726307	0	0	0	0.619510173	0	2.570818896	0	3.077194204	0	Counts
TCONS_00029447	0	0	0	0	0	0	0	0	0	0	8.673142427	0	0	0	0	0	Counts
TCONS_00029459	3.685158874	0	7.594676557	0	13.07723578	0	7.180907883	0	5.771827299	0	1.239020347	0	5.141637792	0	9.744448314	1.471751027	Counts
TCONS_00029472	6.449028029	0	0.799439638	0	8.461740797	0	7.180907883	0	5.130513155	0	4.956081387	0	3.856228344	0	3.590059905	0	Counts
TCONS_00029484	1.842579437	1.281097083	1.199159456	0	3.076996654	0	2.154272365	0	1.923942433	0	0.619510173	0	1.928114172	0	1.538597102	0	Counts
TCONS_00029505	741.6382233	723.8198518	1016.887219	650.0425172	722.3249644	564.4498472	1432.591123	757.394397	820.2407907	685.7528262	527.8226677	133.9131994	471.1025626	380.7664108	672.8797993	609.3049252	Counts
TCONS_00029506	0	0	1.199159456	0	0.769249163	0	4.30854473	0	13.46759703	0	7.43412208	0	1.928114172	0	0	0	Counts
TCONS_00029507	2.763869155	0	0.399719819	0	2.30774749	0	3.590453942	0	11.5436546	0	11.77069329	0	0	0	2.051462803	0	Counts
TCONS_00029547	1002.363214	8.96767958	192.6649526	5.784583023	1769.273076	13.40382223	2564.302205	42.4990844	3810.688646	9.736855544	5101.666277	33.13316273	1340.682054	12.08782256	1779.643981	7.358755136	Counts
TCONS_00029556	86.60123353	2.562194166	71.94956738	0	110.7718795	0	89.04325775	3.035648886	128.904143	0	74.3412208	1.380548447	127.8982401	0	127.7035595	0	Counts
TCONS_00029611	7.370317747	0	7.194956738	0	12.30798661	0	5.026635518	0	3.847884866	0	4.336571213	0	12.21138975	0	5.128657007	0	Counts
TCONS_00029613	4.606448592	0	5.596077463	0	1.538498327	0	3.590453942	0	12.18496874	0	4.956081387	2.761096895	5.141637792	0	3.590059905	0	Counts
TCONS_00029623	0	0	6.795236919	0	0	0	0.718090788	0	0	0	0	0	0	0	0	0	Counts
TCONS_00029625	4.606448592	1.281097083	5.995797282	2.892291511	0.769249163	1.489313581	3.590453942	0	1.923942433	0	0.619510173	0	0	0	1.538597102	1.471751027	Counts
TCONS_00029626	2.763869155	0	2.398318913	0	1.538498327	0	2.154272365	0	3.206570722	0	0.619510173	0	0.642704724	0	3.077194204	0	Counts
TCONS_00029632	12.89805606	2.562194166	11.19215493	0.723072878	20.00047825	1.489313581	2.154272365	1.517824443	8.978398021	4.17293809	16.72677468	0	21.85196061	0	14.36023962	0	Counts
TCONS_00029638	8.291607466	0	0	0	4.61549498	0	0	0	1.923942433	0	0	0	1.285409448	0	2.051462803	0	Counts
TCONS_00029644	2.763869155	1.281097083	0	0	1.538498327	0	0.718090788	0	1.282628289	1.390979363	1.85853052	0	1.928114172	0	2.051462803	0	Counts
TCONS_00029651	12.89805606	0	0	0	10.76948829	0	2.154272365	0	6.413141444	0	2.478040693	0	8.355161411	0	17.43743382	0	Counts
TCONS_00029653	0	0	0	0	3.846245817	1.489313581	0	0	3.847884866	0	1.239020347	0	3.21352362	0	3.077194204	0	Counts
TCONS_00029665	9.212897184	0	0.399719819	0	7.692491634	0	14.36181577	0	10.90234045	0	2.478040693	0	9.640570859	0	8.205851211	2.943502054	Counts
TCONS_00029667	40.53674761	0	27.5806675	0	36.92395984	2.978627162	38.77690257	0	21.16336676	0	3.097550867	0	14.78220865	0	39.49065895	0	Counts
TCONS_00029679	6.449028029	14.09206791	7.594676557	14.46145756	10.76948829	13.40382223	14.36181577	12.14259554	13.46759703	2.781958727	13.62922381	5.522193789	13.4967992	24.17564513	16.92456812	10.30225719	Counts
TCONS_00029680	12.89805606	0	31.17814586	2.169218634	17.69273076	0	9.335180248	0	23.72862334	0	11.15118312	0	16.71032282	0	31.79767344	0	Counts
TCONS_00029689	0.921289718	0	8.394116194	1.446145756	0	0	0.718090788	0	1.923942433	0	1.239020347	0	1.928114172	0	2.051462803	0	Counts
TCONS_00029692	10.1341869	16.65426208	11.19215493	19.5229677	4.61549498	17.87176297	6.462817095	4.553473328	0.641314144	18.08273172	4.956081387	8.283290684	3.856228344	18.13173385	4.102925606	7.358755136	Counts
TCONS_00029693	37.77287845	37.1518154	9.59327565	16.63067619	35.38546152	22.33970371	23.69699602	19.73171776	22.44599505	23.64664918	13.00971364	40.03590497	21.85196061	33.24151205	28.20761354	20.60451438	Counts
TCONS_00029703	10.1341869	16.65426208	9.193555832	18.79989482	0.769249163	14.89313581	2.154272365	12.14259554	7.695769733	6.954896817	3.097550867	8.283290684	6.427047239	6.043911282	4.102925606	8.830506163	Counts
TCONS_00029706	0.921289718	0	83.94116194	10.12302029	4.61549498	0	0	0	5.130513155	0	0	0	0	0	1.025731401	0	Counts
TCONS_00029707	0	0	23.18374949	14.46145756	0	0	0	0	0	1.390979363	0	0	0	0	0	0	Counts
TCONS_00029714	16.58321493	0	13.19075402	0.723072878	16.15423243	0	3.590453942	0	12.82628289	0	16.72677468	0	13.4967992	0	12.82164252	0	Counts
TCONS_00029715	0	1.281097083	1.998599094	0.723072878	0.769249163	0	1.436181577	1.517824443	1.282628289	1.390979363	2.478040693	1.380548447	1.928114172	6.043911282	0	7.358755136	Counts
TCONS_00029716	11.05547662	14.09206791	4.796637825	2.169218634	16.15423243	5.957254324	12.2075434	0	14.75022532	15.300773	6.814611907	2.761096895	16.0676181	24.17564513	23.59182223	14.71751027	Counts
TCONS_00029718	1.842579437	0	1.598879275	0	3.076996654	0	1.436181577	0	4.489199011	0	1.239020347	0	0.642704724	0	1.025731401	0	Counts
TCONS_00029726	1.842579437	0	4.396918006	0	6.153993307	0	2.154272365	0	8.978398021	0	5.57559156	0	4.498933068	0	5.641522708	0	Counts
TCONS_00029755	39.61545789	94.80118413	12.7910342	18.79989482	23.0774749	77.44430621	76.11762356	68.30209993	62.84878615	98.7595348	87.35093444	173.9491044	27.63630313	63.46106846	50.26083867	61.81354314	Counts
TCONS_00029757	19.34708409	28.18413582	13.59047384	11.56916605	21.53897658	50.63666175	55.2929907	59.19515327	30.78307893	16.69175236	57.61444612	57.98303479	34.06335037	33.24151205	26.66901644	48.5677839	Counts
TCONS_00029759	163.9895699	98.64447538	0	0	206.928025	138.506163	39.49499336	57.67732883	184.6984736	155.7896887	3.71706104	1.380548447	122.1138975	105.7684474	192.3246378	117.7400822	Counts
TCONS_00029772	0	2.562194166	4.796637825	1.446145756	0.769249163	1.489313581	0	0	1.282628289	0	3.71706104	1.380548447	0.642704724	0	0.512865701	2.943502054	Counts
TCONS_00029835	2.763869155	0	2.798038731	0	0.769249163	0	2.154272365	0	3.206570722	0	1.85853052	0	1.285409448	0	4.102925606	0	Counts
TCONS_00029856	3.685158874	0	10.39271529	1.446145756	3.846245817	0	5.026635518	0	0	0	1.239020347	0	0.642704724	3.021955641	1.538597102	0	Counts
TCONS_00029890	0.921289718	0	1.199159456	0	5.384744144	0	6.462817095	0	1.282628289	0	1.239020347	0	0.642704724	0	1.025731401	0	Counts
TCONS_00029891	9.212897184	8.96767958	35.97478369	33.98442526	10.76948829	37.23283952	2.872363153	0	16.67416775	30.601546	14.86824416	22.08877516	19.28114172	9.065866923	4.615791306	23.54801643	Counts
TCONS_00029903	11.05547662	0	2.398318913	0	8.461740797	0	4.30854473	3.035648886	2.565256578	0	0	0	3.856228344	0	5.641522708	1.471751027	Counts
TCONS_00029904	257.0398314	148.6072616	23.98318913	11.56916605	360.7778576	195.1000791	125.665888	132.0507265	269.9932548	250.3762854	13.00971364	20.70822671	144.6085629	78.57084666	373.8790958	151.5903558	Counts
TCONS_00029905	1.842579437	1.281097083	1.199159456	0	1.538498327	0	2.872363153	0	0.641314144	0	0.619510173	0	0.642704724	0	1.025731401	0	Counts
TCONS_00029928	72.78188775	0	127.910342	1.446145756	63.0784314	0	82.58044066	0	126.3388864	0	145.5848907	0	78.40997632	0	83.08424352	0	Counts
TCONS_00029958	3.685158874	0	6.3955171	5.061510145	3.076996654	7.446567905	2.154272365	0	3.847884866	0	4.956081387	5.522193789	1.928114172	0	2.051462803	1.471751027	Counts
TCONS_00029974	0.921289718	0	0.399719819	0	0.769249163	0	0	0	2.565256578	0	0.619510173	0	0.642704724	0	0.512865701	0	Counts
TCONS_00030085	1.842579437	3.843291249	2.798038731	12.29223892	0.769249163	10.42519507	2.872363153	0	0	1.390979363	2.478040693	0	0.642704724	3.021955641	1.025731401	10.30225719	Counts
TCONS_00030105	7.370317747	10.24877666	2.398318913	3.615364389	3.846245817	1.489313581	5.744726307	6.071297771	1.923942433	18.08273172	3.097550867	4.141645342	5.141637792	12.08782256	6.667254109	16.1892613	Counts
TCONS_00030106	0	11.52987375	2.798038731	3.615364389	0	4.467940743	0.718090788	1.517824443	1.923942433	4.17293809	2.478040693	4.141645342	1.285409448	0	0	1.471751027	Counts
TCONS_00030206	0	0	0	0	1.538498327	0	0	0	2.565256578	2.781958727	0.619510173	0	1.285409448	0	0	0	Counts
TCONS_00030238	2.763869155	0	3.19775855	2.892291511	3.846245817	2.978627162	2.872363153	0	2.565256578	0	4.336571213	0	3.856228344	0	0.512865701	0	Counts
TCONS_00030239	401.6823172	207.5377274	238.6327318	126.5377536	361.5471068	187.6535112	460.2961953	333.9213774	248.829888	196.1280902	273.2039864	298.1984646	336.7772753	151.097782	476.9651017	164.836115	Counts
TCONS_00030240	0.921289718	1.281097083	1.598879275	0	0	0	1.436181577	1.517824443	1.923942433	0	0	6.902742236	1.285409448	0	3.077194204	1.471751027	Counts
TCONS_00030274	5.52773831	2.562194166	0.399719819	1.446145756	8.461740797	4.467940743	6.462817095	18.21389331	5.771827299	5.563917454	3.097550867	4.141645342	3.21352362	9.065866923	2.564328504	4.415253081	Counts
TCONS_00030311	1.842579437	0	3.597478369	0	3.076996654	0	2.872363153	0	2.565256578	0	6.814611907	0	3.21352362	0	5.641522708	0	Counts
TCONS_00030312	59.8838317	58.93046581	55.56105481	31.09213375	86.92515546	59.57254324	89.76134854	22.76736664	76.31638318	23.64664918	136.9117483	48.31919565	63.62776767	51.3732459	80.00704931	50.03953492	Counts
TCONS_00030319	22.11095324	2.562194166	10.79243511	1.446145756	30.00071737	1.489313581	16.51608813	1.517824443	17.95679604	5.563917454	15.48775433	6.902742236	21.20925589	0	26.66901644	2.943502054	Counts
TCONS_00030321	3.685158874	5.124388331	0	0	0	7.446567905	2.154272365	1.517824443	4.489199011	5.563917454	5.57559156	0	0	6.043911282	1.025731401	11.77400822	Counts
TCONS_00030333	1.842579437	1.281097083	3.597478369	2.169218634	1.538498327	4.467940743	2.872363153	0	1.923942433	1.390979363	1.239020347	5.522193789	3.21352362	6.043911282	1.538597102	0	Counts
TCONS_00030375	0.921289718	0	0.799439638	0	3.076996654	0	2.154272365	0	0.641314144	0	0	0	0	0	2.051462803	0	Counts
TCONS_00030376	2.763869155	0	2.398318913	0	3.846245817	0	0	0	3.847884866	1.390979363	0.619510173	0	1.285409448	0	2.051462803	0	Counts
TCONS_00030377	0.921289718	0	1.199159456	0	2.30774749	0	2.872363153	0	1.282628289	0	0.619510173	0	0.642704724	0	3.077194204	0	Counts
TCONS_00030378	2.763869155	0	0.399719819	0	0.769249163	0	3.590453942	0	3.206570722	0	0.619510173	0	2.570818896	0	4.615791306	1.471751027	Counts
TCONS_00030379	18.42579437	0	3.19775855	0	24.61597323	0	14.36181577	0	33.98964965	0	29.11697815	0	26.35089368	0	19.48889663	0	Counts
TCONS_00030380	0	0	1.598879275	0	2.30774749	0	0.718090788	0	0	0	1.85853052	0	0	0	0.512865701	0	Counts
TCONS_00030381	7.370317747	0	0.799439638	0	1.538498327	0	2.154272365	0	6.413141444	0	3.097550867	0	0.642704724	0	3.590059905	0	Counts
TCONS_00030382	0	0	0.399719819	0	0.769249163	0	2.154272365	0	1.923942433	0	1.239020347	1.380548447	0	0	0	5.887004109	Counts
TCONS_00030383	0	0	0	0	1.538498327	0	2.872363153	0	2.565256578	0	8.053632253	0	1.928114172	0	1.025731401	0	Counts
TCONS_00030385	3.685158874	0	0.799439638	0	1.538498327	0	0	0	1.923942433	0	0	0	0	0	2.051462803	0	Counts
TCONS_00030437	0.921289718	0	9.59327565	0	6.923242471	0	2.872363153	0	2.565256578	0	2.478040693	1.380548447	5.784342515	0	1.025731401	0	Counts
TCONS_00030497	1.842579437	2.562194166	0.799439638	0	0	0	2.872363153	0	2.565256578	0	3.097550867	0	3.856228344	0	2.051462803	0	Counts
TCONS_00030527	0	1.281097083	0.799439638	0	3.076996654	0	2.154272365	0	1.282628289	0	3.097550867	0	1.285409448	0	0	0	Counts
TCONS_00030546	3.685158874	0	5.196357644	0.723072878	7.692491634	0	6.462817095	0	5.771827299	0	5.57559156	0	7.712456687	0	7.18011981	0	Counts
TCONS_00030594	0	0	0	0	0.769249163	0	0.718090788	0	0	0	3.71706104	0	1.285409448	0	0.512865701	0	Counts
TCONS_00030649	5.52773831	0	71.94956738	1.446145756	1.538498327	0	3.590453942	0	3.847884866	0	5.57559156	0	1.928114172	0	3.077194204	0	Counts
TCONS_00030650	0.921289718	0	3.19775855	0	1.538498327	0	0	0	0	0	0.619510173	0	0	0	1.025731401	0	Counts
TCONS_00030672	2.763869155	0	1.199159456	0	0.769249163	0	2.154272365	0	1.282628289	0	1.85853052	0	1.285409448	0	2.051462803	0	Counts
TCONS_00030673	0.921289718	0	1.199159456	0	0	0	1.436181577	0	0.641314144	0	1.85853052	0	1.285409448	0	1.025731401	0	Counts
TCONS_00030675	10.1341869	0	26.38150804	0	16.92348159	0	10.05327104	0	16.03285361	0	13.62922381	0	15.42491337	0	11.28304542	0	Counts
TCONS_00030678	12.89805606	1.281097083	13.99019366	2.892291511	19.23122909	4.467940743	15.79799734	12.14259554	27.57650821	6.954896817	14.86824416	12.42493603	14.13950393	15.1097782	17.95029952	1.471751027	Counts
TCONS_00030687	0	0	0	0	1.538498327	0	2.872363153	0	0.641314144	0	1.239020347	0	1.928114172	0	0.512865701	0	Counts
TCONS_00030691	2.763869155	0	0	0	0	0	0	0	0.641314144	0	2608.75734	22.08877516	1.928114172	0	1.025731401	0	Counts
TCONS_00030705	0	0	1.598879275	0	0	0	0	0	3.847884866	0	1.239020347	0	0	0	2.051462803	0	Counts
TCONS_00030718	9.212897184	3.843291249	3.997198188	0	0	0	9.335180248	1.517824443	9.619712166	1.390979363	11.77069329	0	5.784342515	0	7.18011981	0	Counts
TCONS_00030719	35.93029902	2.562194166	2.798038731	0	50.00119562	1.489313581	11.48945261	4.553473328	60.92484372	1.390979363	9.912162773	1.380548447	26.99359841	0	56.41522708	1.471751027	Counts
TCONS_00030789	6.449028029	0	0	0	3.846245817	0	0.718090788	0	1.923942433	0	0.619510173	0	0.642704724	0	2.564328504	0	Counts
TCONS_00030807	1.842579437	1.281097083	0	0.723072878	0.769249163	1.489313581	0	0	0	0	1.85853052	2.761096895	0.642704724	0	0	1.471751027	Counts
TCONS_00030839	10.1341869	8.96767958	10.39271529	3.615364389	8.461740797	2.978627162	6.462817095	1.517824443	4.489199011	1.390979363	11.77069329	4.141645342	4.498933068	9.065866923	8.718716912	2.943502054	Counts
TCONS_00030853	129.9018503	2.562194166	340.9610054	1.446145756	68.46317554	0	402.1308415	13.66041999	107.7407763	0	22.92187641	1.380548447	55.27260626	0	55.90236138	2.943502054	Counts
TCONS_00030917	31.32385043	15.37316499	49.96497735	7.230728779	44.61645148	0	22.26081444	51.60603105	43.60936182	1.390979363	27.8779578	0	40.49039761	6.043911282	45.64504736	2.943502054	Counts
TCONS_00030918	0	0	1.598879275	4.338437267	3.076996654	0	1.436181577	0	0	0	0.619510173	0	0	0	2.051462803	0	Counts
TCONS_00030922	2.763869155	0	2.798038731	0	2.30774749	0	3.590453942	0	3.206570722	0	6.195101733	0	1.285409448	0	6.154388409	0	Counts
TCONS_00030960	10.1341869	0	9.59327565	0.723072878	10.00023912	0	14.36181577	0	17.3154819	1.390979363	18.5853052	0	14.13950393	0	8.718716912	0	Counts
TCONS_00030968	23.03224296	2.562194166	37.57366296	0	60.77068391	0	33.03217626	0	44.25067596	1.390979363	43.98522231	0	53.98719681	0	57.44095848	0	Counts
TCONS_00030979	14.74063549	25.62194166	8.394116194	21.69218634	16.15423243	47.65803459	20.82463286	10.6247711	19.88073848	20.86469045	16.10726451	38.65535652	14.78220865	18.13173385	13.84737392	22.07626541	Counts
TCONS_00030986	148.3276447	0	197.8613103	4.338437267	187.6967959	0	131.4106143	3.035648886	187.2637302	0	167.2677468	0	268.6505746	0	185.6573837	0	Counts
TCONS_00030987	4.606448592	0	0	0	2.30774749	0	3.590453942	0	7.054455588	0	4.956081387	0	1.285409448	0	6.667254109	0	Counts
TCONS_00030990	93.97155128	56.36827164	37.17394315	18.79989482	84.61740797	65.52979756	61.03771701	21.2495422	55.15301642	31.99252536	108.4142803	37.27480808	73.91104325	30.21955641	52.82516717	42.68077979	Counts
TCONS_00031002	9.212897184	0	7.994396375	0.723072878	10.76948829	0	10.05327104	0	8.337083877	0	8.673142427	0	7.069751963	0	6.154388409	0	Counts
TCONS_00031029	5.52773831	1.281097083	9.992995469	0	20.76972741	0	9.335180248	1.517824443	16.67416775	0	22.92187641	5.522193789	12.21138975	0	16.92456812	0	Counts
TCONS_00031032	6.449028029	0	10.79243511	0.723072878	1.538498327	1.489313581	7.180907883	3.035648886	3.206570722	0	5.57559156	2.761096895	0	0	2.051462803	1.471751027	Counts
TCONS_00031067	11.05547662	0	4.796637825	0	6.153993307	0	4.30854473	0	7.054455588	0	4.336571213	0	5.784342515	0	3.590059905	0	Counts
TCONS_00031097	1.842579437	0	1.199159456	0	1.538498327	0	0	0	0	0	1.239020347	0	0	0	2.564328504	0	Counts
TCONS_00031102	19.34708409	12.81097083	4.396918006	3.615364389	10.76948829	11.91450865	10.77136183	16.69606887	4.489199011	6.954896817	53.27787491	13.80548447	5.784342515	0	13.33450822	16.1892613	Counts
TCONS_00031111	2.763869155	8.96767958	6.795236919	10.84609317	5.384744144	8.935881486	4.30854473	13.66041999	3.847884866	12.51881427	5.57559156	12.42493603	5.784342515	24.17564513	5.641522708	16.1892613	Counts
TCONS_00031113	0.921289718	0	2.798038731	0.723072878	2.30774749	1.489313581	0.718090788	0	1.282628289	2.781958727	4.336571213	0	0.642704724	0	1.538597102	1.471751027	Counts
TCONS_00031115	0.921289718	7.686582497	0.399719819	2.892291511	0	5.957254324	0.718090788	6.071297771	0	0	0	0	0.642704724	0	0.512865701	1.471751027	Counts
TCONS_00031116	3.685158874	7.686582497	5.196357644	10.12302029	4.61549498	4.467940743	7.898998672	4.553473328	2.565256578	8.345876181	8.053632253	15.18603292	1.928114172	9.065866923	2.564328504	1.471751027	Counts
TCONS_00031119	0.921289718	0	1.998599094	2.169218634	0	1.489313581	0.718090788	4.553473328	0.641314144	0	3.097550867	2.761096895	0.642704724	3.021955641	0.512865701	2.943502054	Counts
TCONS_00031120	1.842579437	0	2.398318913	0	0	4.467940743	0	4.553473328	1.282628289	12.51881427	0.619510173	13.80548447	0.642704724	3.021955641	1.025731401	7.358755136	Counts
TCONS_00031124	4.606448592	0	4.396918006	0.723072878	3.076996654	2.978627162	2.872363153	0	3.206570722	0	6.195101733	0	2.570818896	0	5.128657007	0	Counts
TCONS_00031132	27.63869155	0	13.99019366	1.446145756	10.00023912	2.978627162	19.38845129	9.106946657	21.16336676	2.781958727	16.72677468	1.380548447	10.92598031	0	21.54035943	2.943502054	Counts
TCONS_00031139	24.8748224	0	2.398318913	0	19.23122909	0	16.51608813	3.035648886	17.95679604	2.781958727	21.68285607	0	11.56868503	0	13.84737392	0	Counts
TCONS_00031143	5.52773831	0	0	0	4.61549498	0	5.744726307	1.517824443	3.847884866	1.390979363	4.956081387	2.761096895	3.21352362	3.021955641	6.667254109	0	Counts
TCONS_00031150	2.763869155	0	1.998599094	0	1.538498327	0	1.436181577	1.517824443	3.847884866	1.390979363	4.336571213	0	5.784342515	0	5.128657007	0	Counts
TCONS_00031151	7.370317747	0	0.799439638	0	6.153993307	0	5.744726307	0	18.59811019	0	15.48775433	0	8.997866135	0	2.564328504	0	Counts
TCONS_00031155	7.370317747	0	1.598879275	0	0	0	5.744726307	0	2.565256578	0	0.619510173	0	1.285409448	0	0.512865701	1.471751027	Counts
TCONS_00031157	1.842579437	1.281097083	0.399719819	0	0.769249163	1.489313581	1.436181577	3.035648886	5.771827299	0	4.956081387	1.380548447	3.21352362	0	1.025731401	1.471751027	Counts
TCONS_00031167	4.606448592	0	0	0	3.846245817	0	1.436181577	0	2.565256578	0	4.956081387	0	5.141637792	0	4.615791306	0	Counts
TCONS_00031170	0.921289718	0	0	0	0.769249163	0	0.718090788	0	1.923942433	0	1.239020347	0	1.285409448	0	0.512865701	0	Counts
TCONS_00031202	2.763869155	7.686582497	3.997198188	5.784583023	0	20.85039013	4.30854473	1.517824443	3.847884866	11.12783491	1.85853052	8.283290684	2.570818896	15.1097782	1.025731401	11.77400822	Counts
TCONS_00031203	0	0	1.199159456	0	2.30774749	0	0.718090788	0	1.923942433	0	0	0	0.642704724	0	4.615791306	0	Counts
TCONS_00031205	0	0	6.3955171	0	0	0	0	0	0	0	0	0	0	0	0	0	Counts
TCONS_00031206	0	0	10.79243511	0.723072878	1.538498327	0	0	6.071297771	1.282628289	0	0	0	3.21352362	0	2.564328504	0	Counts
TCONS_00031211	0	0	20.38571076	3.615364389	1.538498327	0	3.590453942	1.517824443	0	0	1.239020347	0	1.928114172	0	2.564328504	0	Counts
TCONS_00031229	44.22190648	0	0	0	120.7721187	0	5.744726307	0	50.66381741	0	0	0	48.84555902	0	135.396545	0	Counts
TCONS_00031233	0	1.281097083	0.399719819	0	0.769249163	1.489313581	3.590453942	0	1.923942433	1.390979363	4.336571213	6.902742236	1.928114172	0	1.538597102	0	Counts
TCONS_00031240	152.9340933	0	0.799439638	0	104.6178862	2.978627162	50.98444597	0	114.1539177	0	115.2288922	0	36.63416926	0	112.3175885	0	Counts
TCONS_00031241	4.606448592	0	0	0	3.846245817	0	0	0	1.282628289	0	4.956081387	0	1.928114172	0	4.102925606	0	Counts
TCONS_00031242	8.291607466	0	0	0	3.076996654	0	1.436181577	0	1.923942433	0	8.673142427	0	0	0	4.615791306	0	Counts
TCONS_00031250	3.685158874	0	1.598879275	0	25.38522239	0	31.59599469	6.071297771	41.68541938	0	78.67779201	5.522193789	17.35302755	0	22.05322513	0	Counts
TCONS_00031266	1.842579437	0	1.199159456	0	2.30774749	0	2.154272365	0	4.489199011	0	1.239020347	2.761096895	0.642704724	0	1.025731401	0	Counts
TCONS_00031292	1.842579437	0	0	0	2.30774749	0	0	0	1.282628289	0	0	0	0.642704724	0	5.128657007	0	Counts
TCONS_00031294	21.18966352	0	172.6789617	0	73.07867052	1.489313581	0	0	23.0873092	0	0	0	7.712456687	0	69.7497353	0	Counts
TCONS_00031299	0	0	0.399719819	0	1.538498327	0	2.154272365	0	1.282628289	0	0.619510173	0	1.928114172	0	2.564328504	0	Counts
TCONS_00031300	1.842579437	0	0.399719819	0	0	0	1.436181577	0	1.923942433	1.390979363	6.195101733	0	3.21352362	0	1.538597102	0	Counts
TCONS_00031303	2.763869155	0	1.199159456	0	3.076996654	0	4.30854473	0	3.206570722	0	3.097550867	0	4.498933068	0	2.564328504	0	Counts
TCONS_00031336	3.685158874	0	0.799439638	0	3.076996654	0	7.180907883	0	6.413141444	0	1.85853052	0	2.570818896	0	8.205851211	0	Counts
TCONS_00031350	7.370317747	15.37316499	3.597478369	6.507655901	4.61549498	0	5.026635518	10.6247711	4.489199011	0	3.097550867	12.42493603	1.285409448	3.021955641	3.590059905	5.887004109	Counts
TCONS_00031424	0	0	0	0	1.538498327	0	4.30854473	0	0.641314144	0	0.619510173	0	0.642704724	0	0	0	Counts
TCONS_00031426	1.842579437	0	0.799439638	0	3.846245817	0	3.590453942	0	3.847884866	0	0.619510173	0	0	0	5.128657007	0	Counts
TCONS_00031427	4.606448592	0	1.199159456	0	0	0	3.590453942	0	3.847884866	0	0	0	1.285409448	0	0.512865701	0	Counts
TCONS_00031431	1.842579437	0	105.925752	0	8.461740797	0	10.77136183	0	1.282628289	0	0	0	10.28327558	0	3.590059905	0	Counts
TCONS_00031435	17.50450465	0	21.58487021	2.892291511	15.38498327	0	14.36181577	3.035648886	28.8591365	1.390979363	22.30236624	2.761096895	11.56868503	3.021955641	20.00176233	1.471751027	Counts
TCONS_00031447	0.921289718	0	5.995797282	3.615364389	0.769249163	0	1.436181577	0	4.489199011	1.390979363	1.85853052	0	1.928114172	3.021955641	1.025731401	0	Counts
TCONS_00031478	0.921289718	0	0.399719819	0	0	0	0.718090788	0	1.282628289	0	2.478040693	0	0.642704724	0	0.512865701	0	Counts
TCONS_00031481	1.842579437	1.281097083	1.199159456	0	0	0	0	0	1.282628289	0	0.619510173	2.761096895	1.285409448	0	0.512865701	0	Counts
TCONS_00031485	179.6514951	196.0078537	426.9007664	122.9223892	245.3904831	238.2901729	119.9211617	113.8368332	255.8843436	292.1056663	118.9459533	55.22193789	254.5110707	220.6027618	272.8445528	222.2344051	Counts
TCONS_00031502	5.52773831	0	0	0	1.538498327	0	2.154272365	0	3.847884866	0	0	0	0	0	3.077194204	0	Counts
TCONS_00031523	0.921289718	0	2.398318913	1.446145756	0	0	1.436181577	0	1.923942433	0	0	1.380548447	1.928114172	0	0.512865701	0	Counts
TCONS_00031524	26.71740183	3.843291249	11.19215493	2.169218634	15.38498327	1.489313581	12.92563419	0	19.23942433	0	9.912162773	0	13.4967992	0	16.92456812	0	Counts
TCONS_00031581	1.842579437	0	0	0	8.461740797	0	0.718090788	0	3.847884866	0	0	0	0	0	4.615791306	0	Counts
TCONS_00031582	12.89805606	0	0	0	18.46197992	0	0	0	5.130513155	0	1.239020347	0	1.928114172	0	14.36023962	0	Counts
