Chimpanzee_IYO_ACC.bam.out	Chimpanzee_KENNY_ACC.bam.out	Chimpanzee_MAYUMI_ACC.bam.out	Chimpanzee_REIKO_ACC.bam.out	Chimpanzee_YOSHIO_ACC.bam.out	Chimpanzee_IYO_CB.bam.out	Chimpanzee_KENNY_CB.bam.out	Chimpanzee_MAYUMI_CB.bam.out	Chimpanzee_REIKO_CB.bam.out	Chimpanzee_YOSHIO_CB.bam.out	Chimpanzee_GENKI_DPFC.bam.out	Chimpanzee_IYO_DPFC.bam.out	Chimpanzee_KENNY_DPFC.bam.out	Chimpanzee_MAYUMI_DPFC.bam.out	Chimpanzee_REIKO_DPFC.bam.out	Chimpanzee_YOSHIO_DPFC.bam.out	Chimpanzee_GENKI_VPFC.bam.out	Chimpanzee_IYO_VPFC.bam.out	Chimpanzee_KENNY_VPFC.bam.out	Chimpanzee_MAYUMI_VPFC.bam.out	Chimpanzee_REIKO_VPFC.bam.out	Chimpanzee_YOSHIO_VPFC.bam.out	Chimpanzee_IYO_HIP.bam.out	Chimpanzee_KENNY_HIP.bam.out	Chimpanzee_MAYUMI_HIP.bam.out	Chimpanzee_REIKO_HIP.bam.out	Chimpanzee_YOSHIO_HIP.bam.out	Chimpanzee_GENKI_V1C.bam.out	Chimpanzee_IYO_V1C.bam.out	Chimpanzee_KENNY_V1C.bam.out	Chimpanzee_MAYUMI_V1C.bam.out	Chimpanzee_REIKO_V1C.bam.out	Chimpanzee_GENKI_PMC.bam.out	Chimpanzee_KENNY_PMC.bam.out	Chimpanzee_MAYUMI_PMC.bam.out	Chimpanzee_REIKO_PMC.bam.out	Chimpanzee_YOSHIO_PMC.bam.out	Chimpanzee_GENKI_STR.bam.out	Chimpanzee_IYO_STR.bam.out	Chimpanzee_KENNY_STR.bam.out	Chimpanzee_MAYUMI_STR.bam.out	Chimpanzee_REIKO_STR.bam.out	Chimpanzee_YOSHIO_STR.bam.out
TCONS_00000326	13.4435785644613	16.6143734247435	27.4288272219773	11.3560917892004	48.8956677687458	32.0739764456414	19.6552036994552	104.932085694063	8.00691573325711	11.1937997095656	24.7493815748279	0	13.8735922129547	81.9995020990234	33.2597021731698	25.0400076722583	0	30.4909993679947	26.0886164383172	79.5277578118922	6.02415880453701	29.1667851567313	9.11004136484126	30.3086246715962	11.3473610886268	93.0192004652447	14.5867066004016	5.24187486201092	69.1164554467788	0	64.4433122470519	7.07195390142135	42.6087460416474	13.1872935868762	51.3878820840443	13.3802466188183	58.3196557338233	32.4958861832885	36.8530161265932	44.4069996728624	24.9879715401397	23.6977559765444	15.0813101446608
TCONS_00000359	162.575907880969	96.5857629880954	418.107565396954	89.1961525751365	106.089685656781	192.086488462755	50.5093025299955	274.044021174738	177.390474048224	180.644767726784	190.344405780333	189.76113328569	108.047536154491	422.961858653064	165.945011258648	58.2103836893201	75.9200885471177	237.634875439696	143.214533761086	386.100163484075	136.057302982183	42.1158320151077	58.8372854393121	130.25708327639	272.470690076907	182.599613482606	46.1386986771053	82.2391922795491	163.815920431178	38.4956425617185	489.533253437385	161.005650130239	156.422165200695	44.5300104626287	425.536456967148	290.976432567961	79.3623969012437	129.141318741363	213.021986946594	184.432297028421	426.808299744546	289.600968143591	53.3664628268545
TCONS_00000367	14.8942447851734	32.3715561113363	20.0902134157655	0	3.3133034146784	27.0427644541682	33.7823813584387	14.158993418468	0	18.6157756039515	15.1086341009124	53.0475227116338	0	0	8.50717815701019	32.6629960110524	0	31.184682545467	10.3478103960767	19.2512936272527	9.44465575287582	21.7775773272771	4.1833309947351	33.363394029382	24.8729333725666	5.28721852355437	12.453953286858	0	0	0	15.9665519895681	2.49211578673983	15.1722537833759	28.2247989287198	16.7915001077191	13.5367407313191	32.5603592090664	0	3.8166191881148	36.761034041399	0	1.94816634589783	14.6922626902461
TCONS_00000371	0	0	0	0	0	21.92656577365	35.9375426994751	8.86655413098239	14.5823209063371	4.48925650213249	0	0	0	0	0	0	0	0	17.4720882342134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63819659949988	0	0	0	0	0	0	0	0	0
TCONS_00000372	0	0	0	0	0	162.25658672501	8.51725493643061	14.9015979683876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00000391	9.24890699191841	10.2315853608492	18.6854478504472	0.902082026968209	9.11563488353758	757.039490763697	161.817183898644	784.35721198342	104.233044925339	248.846778158806	42.1571157763581	10.4589469597515	13.7975725295961	17.1489343332092	5.09253225315836	21.0069746516959	0	14.0242633218761	9.76732347141875	2.97972219191844	2.52427945376976	5.76112796433078	22.8775913774576	9.86378457095999	37.1238306118922	0	7.03131665468459	8.54679827385615	11.2958456297085	11.4098209417626	22.1547718435131	11.0175544899199	26.4987254534628	22.7488124403318	13.1091535928684	2.69474117002977	8.60835343943406	15.1565096520281	23.9199994661057	13.3545137702331	7.70886403441914	7.71631207074734	4.64374154094589
TCONS_00000413	20.7493921613776	37.0585857990577	23.9889082964488	5.65295879933686	23.0854158970085	69.900011045277	11.2069143900402	28.1775670674966	14.8067030917908	18.5294582518467	2.50717324202309	35.2032848889194	2.8614283939219	36.0300842556315	52.940353279236	14.7778683050286	2.23866927767142	56.8821954425903	59.7394424254985	7.66214277921884	18.8096097694404	3.61348854567493	2.77556461964908	31.1349230541371	2.75113512798278	31.5863759853205	12.3976005570532	2.66625623384705	28.7693874384626	25.2753560076941	27.816912641558	37.2259795644261	3.02100415066334	18.2707242928309	16.7110296599186	37.0634778975421	7.20342928759762	4.84541576801061	15.1944650696645	21.1104044598685	21.8446882423302	23.273318556069	0
TCONS_00000444	0	6.69791380765169	0	12.9119110924303	5.14602438559955	11.3047621898572	16.341244936175	58.7842347442602	43.8200832393154	8.26037631300746	0	0	5.93356580065102	14.979436603916	4.39325916765003	0	2.32680586340651	0	2.14264452824061	11.9911870530929	0	3.75225538690669	1.44531888983385	8.63211623299885	0	0	0	0	0	1.63830432579545	16.5086262855102	1.2855014525845	0	8.73167183879969	13.9249312041385	0	0	0	0	0	5.04459362753916	0	0
TCONS_00000477	526.184510214831	261.128313934619	851.282070087491	172.577382508128	482.902928344661	4917.08004118835	743.605971027694	1876.1435789982	744.404546498877	1871.79152577078	519.737013071386	614.184970402426	35.5909114721029	935.274655740323	413.591679669827	594.00462644746	302.922863765245	975.676317788268	717.417797416103	777.263003144956	376.613790090537	488.543651375251	328.401587750944	406.705476362445	453.423598686623	307.121788397413	359.062029828893	1226.80992878558	948.297102004057	158.880160515991	1029.43076766074	385.45696565707	359.5112947264	129.49154110453	1051.21343454852	565.642380558691	374.208186272316	305.063421312506	618.026032717287	415.447843227687	498.726869995349	474.890974686589	425.856148532969
TCONS_00000502	0	2.9526443567295	1.74433386460858	1.0501666278385	0	27.6687543720889	78.739303614449	46.0575326256361	50.774266435993	25.1508241026815	3.52603129627807	6.018073719718	1.35470449853464	18.1274020579268	12.9449551252476	0	0	0	15.8579651981805	6.6608085965195	2.98385375860601	1.67424143720099	0	0	0	0	0	10.0223795601346	24.350067229254	31.2936024660038	27.5521716166138	14.2662436654089	1.40083548630074	8.13724870635003	11.879181907292	18.8961850208619	0	3.20316592378131	34.051021086352	132.14258758201	54.5311500636686	76.9103358110058	4.0202911195317
TCONS_00000515	40.4058394842469	4.61750118557806	13.8450270739504	0	9.90908881692192	67.277121325004	57.3611046739203	0	0	15.8578829218846	0	0	0	0	11.149559251233	0	0	9.50713147995861	6.15146332301334	0	7.96049556313819	0	0	0	15.7684108634164	0	5.06133569539797	14.0713446866149	36.5574640379657	0	0	12.3657233155187	0	0	21.4586760350954	0	0	0	5.89248767335772	0	6.93631623786637	21.7477314261732	4.19142905319143
TCONS_00000541	1.91339821896301	24.7162331740905	69.3719543206956	4.70243065819263	6.63692864684802	49.2289922913582	30.2145934163362	84.7849539580677	14.506788415372	18.6640780834637	23.7322837018897	0	0	11.0318917772397	5.96148585787448	24.7832370847572	6.85448222132382	11.4471551046083	19.3860431279196	44.1163544928881	3.35852148319241	11.2395011819459	4.56775309522963	11.9444399038007	13.1295161514647	12.9677400142265	6.64772449544809	1.87475362339397	4.73963978491172	5.57967213535187	43.8201324444879	6.25396456682361	10.4507910577367	13.7817059246727	12.0747272023294	28.2434082162348	14.9082231520188	3.93993348558586	10.7178076939727	16.5893506549916	14.0796866917884	19.9911838879054	2.99141126041365
TCONS_00000544	23.5315111520048	11.3530148257674	63.1945680214222	11.572941783165	9.79769384810623	36.2942365042786	12.3276058290443	44.4870252500926	20.3007199785678	13.9951081149217	7.78826692914164	16.143041672499	0.99972485822383	26.5427104714241	6.6030291079087	11.7075150843722	4.49778302363207	17.6953545465126	21.8048807121004	39.7846650423318	8.81874879398096	6.14674951403183	6.74208837470201	7.60688777907962	12.0001362957019	3.64781178295076	7.13817557040929	3.69153481554086	12.1261485095004	0	17.5237736679861	0.879786813930308	4.11513040241263	5.52948841335064	11.8814816972844	22.0124477657938	2.44589991931526	4.65190071918447	8.06547490986047	4.19839762332926	6.52168335232014	2.62377981365745	0.490734977844511
TCONS_00000569	0	6.94127618569543	23.9296764241119	0	0	35.3636150554509	0	21.0983020740538	0	57.6003819135722	0	0	0	5.18079642891432	5.95846891159013	0	0	7.82940239526002	5.9725617051181	46.0110718512693	0	0	0	2.99462182091921	15.8026156592156	7.40638708157819	0	15.0132399698974	4.2280244623348	2.21730344495208	0	3.44286516202786	17.1867210924292	1.93945451996024	9.84574547492611	9.52585458870604	20.5290120077835	3.59329510680595	8.33075843474713	2.03738127675048	17.4158589522186	2.77063316143678	2.10026054509158
TCONS_00000612	0	12.6229914067282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.7890901549185	87.3997636873536	56.7961894300587	0	0
TCONS_00000621	7.18338775166874	13.2203611409057	24.7653806263168	9.81567152598641	9.02225054618103	9.12707889648667	55.2988653834496	17.5484670665635	77.3096170407574	15.9541269537324	9.96363096082987	8.54525748219895	11.7053335139768	11.0557232331312	16.7126156615987	12.3980557468162	11.8651364082838	7.40285031597347	16.7659061751845	18.3456077679706	21.5130471786026	7.2107229961205	2.71350132925784	20.5093386178787	7.69542868193491	13.3362730514216	4.29939120048452	21.0152731252774	8.96219137480904	5.41510425185859	12.0349766086464	25.212566209603	11.498073422342	26.622584826586	10.6625074862946	25.0158968714778	10.5813028357048	5.9326295399115	4.43977372052541	8.51802437291533	12.4640748056858	16.4530705886672	4.36380895228042
TCONS_00000629	0	0	0	0	8.69573100260494	0	0	10.4457279876443	0	0	0	0	0	0	0	0	0	0	0	22.9483082243271	0	0	0	21.4103670346034	6.97797492231647	0	0	6.31529633546026	0	0	0	0	0	0	0	0	0	0	30.8415312265106	73.4766420289933	98.2733048662594	48.3058346733774	3.70965559880161
TCONS_00000700	0	0.835272336623753	3.96868097942886	0	1.68949571422539	7.33606908065205	1.13151937561276	1.74666271268806	1.14299021304343	0	2.65307306315153	0	0	7.46034685763663	1.12346703905555	0	1.1588405672652	5.07257056594312	4.22760899792209	3.79014786613783	0	1.89211328960205	0.701148262727122	0	0	0	1.83760544809441	1.41358428287995	1.45465793398658	0.840347880963573	2.07639554212163	1.33846218658611	0	0	11.8014072473429	7.1114674809695	0	0	0.965595502029043	1.44629911978018	2.51834955741001	2.02245440111105	0.758198990827894
TCONS_00000701	0	1.88452786902567	0	3.34060837663162	0	2.80606508069702	3.84324630221801	0	6.40955953500465	1.53325994231293	0	0	0.85794105166994	2.10441200077139	1.2632977005689	1.71084281810905	0	0	1.19397812262424	0	1.88733171691676	0	0	1.20849627261984	3.21775875393038	3.14056241914131	0	0	0	0	0	0	0	0	0	4.00135292144437	0	0	0	0.816771601125863	0	1.13984820413496	0
TCONS_00000742	33.6089464111534	27.1180366237762	18.1489118946916	2.52939639192733	5.5673887516678	0	2.53215687299288	15.9919587953428	2.34918725814457	11.914096386529	5.59759841757011	9.88585397565546	3.18741390715351	24.2651587844048	2.36234642241214	26.6104611151176	10.0511681854635	41.2097583765898	11.5873918497734	8.70303764733914	6.9763341398394	28.3096486724068	6.26998050769649	25.652043522591	24.6949349793165	11.7456026269651	9.93426295543423	0	35.7370541627868	14.0888946167289	4.44991257612755	5.51495993547056	13.5221144462749	15.5922711407138	11.3297161376632	22.5832455127373	48.3898140183469	5.48554408965604	25.7012760220923	15.8267161463835	5.44577112414549	0	8.20525518040016
TCONS_00000790	2.03507182545869	9.33093733291225	10.9323394830968	9.1488514132713	12.9260866254938	73.8846957408526	25.8508657351531	31.2664453986825	59.8781730020403	41.5417087347277	17.716188102541	1.58347194782852	1.0766678724324	2.60315879679438	16.5985919680011	23.1685674959808	0.808714681589018	8.70180880200874	22.7993905090417	6.51866867310592	9.49494678457376	17.2302427234896	3.88424419195459	6.71571062583746	22.9025606663016	11.7897590278183	7.69986807431036	17.8972986959793	8.06055443153361	0.591756224858592	10.174338156396	6.15501092957127	6.65472823210111	4.86755032658444	18.670125273145	18.7280150894464	22.4163206891074	11.7305777477791	8.03966704185247	7.04841976095406	0.879358124144807	31.1239988673976	6.35245562353562
