Ids	Chimpanzee_GENKI_DPFC.bam.out	Chimpanzee_IYO_DPFC.bam.out	Chimpanzee_KENNY_DPFC.bam.out	Chimpanzee_MAYUMI_DPFC.bam.out	Chimpanzee_REIKO_DPFC.bam.out	Chimpanzee_YOSHIO_DPFC.bam.out	Chimpanzee_GENKI_PMC.bam.out	Chimpanzee_KENNY_PMC.bam.out	Chimpanzee_MAYUMI_PMC.bam.out	Chimpanzee_REIKO_PMC.bam.out	Chimpanzee_YOSHIO_PMC.bam.out	Chimpanzee_GENKI_STR.bam.out	Chimpanzee_IYO_STR.bam.out	Chimpanzee_KENNY_STR.bam.out	Chimpanzee_MAYUMI_STR.bam.out	Chimpanzee_REIKO_STR.bam.out	Chimpanzee_YOSHIO_STR.bam.out	Chimpanzee_GENKI_V1C.bam.out	Chimpanzee_IYO_V1C.bam.out	Chimpanzee_KENNY_V1C.bam.out	Chimpanzee_MAYUMI_V1C.bam.out	Chimpanzee_REIKO_V1C.bam.out	Chimpanzee_GENKI_VPFC.bam.out	Chimpanzee_IYO_VPFC.bam.out	Chimpanzee_KENNY_VPFC.bam.out	Chimpanzee_MAYUMI_VPFC.bam.out	Chimpanzee_REIKO_VPFC.bam.out	Chimpanzee_YOSHIO_VPFC.bam.out	Chimpanzee_IYO_ACC.bam.out	Chimpanzee_KENNY_ACC.bam.out	Chimpanzee_MAYUMI_ACC.bam.out	Chimpanzee_REIKO_ACC.bam.out	Chimpanzee_YOSHIO_ACC.bam.out	Chimpanzee_IYO_CB.bam.out	Chimpanzee_KENNY_CB.bam.out	Chimpanzee_MAYUMI_CB.bam.out	Chimpanzee_REIKO_CB.bam.out	Chimpanzee_YOSHIO_CB.bam.out	Chimpanzee_IYO_HIP.bam.out	Chimpanzee_KENNY_HIP.bam.out	Chimpanzee_MAYUMI_HIP.bam.out	Chimpanzee_REIKO_HIP.bam.out	Chimpanzee_YOSHIO_HIP.bam.out
TCONS_00000004	0	0	2.999956599	5.574620288	0.835867893	0	2.764848393	1.903036843	2.824635335	0.757598441	1.442727017	0	2.190102671	2.519017896	4.062175517	0.639857496	0	1.831249251	1.066913781	1.673454289	0.952813673	2.37285263	3.389947701	3.263848546	4.892953141	5.307538223	0	0	0	3.319831901	4.254741861	2.844370354	2.828876572	4.475308965	3.992743011	6.913894728	2.684232432	1.1809801	0	6.512656031	2.881587202	0	1.011348488
TCONS_00000005	0.823409579	1.468242322	7.499891497	16.72386086	3.343471574	5.06853679	11.05939357	1.903036843	15.06472179	13.63677195	1.442727017	1.748583779	2.190102671	6.549446528	8.124351034	10.23771993	0.8105132	7.324997003	3.200741344	3.346908579	17.15064612	0	8.474869253	5.222157673	20.55040319	23.883922	7.307760013	6.84980776	0	9.295529323	9.360432095	4.740617256	7.072191431	5.753968669	12.47732191	23.2109323	1.789488288	8.857350752	5.465337122	6.512656031	0.960529067	8.804000283	1.011348488
TCONS_00000006	0	0	0	1.114924058	0	0	1.382424197	0	1.883090223	0	0	0	0	0	0	0.639857496	0	1.831249251	1.066913781	0	0	0	0	0	1.467885942	1.769179408	1.461552003	1.369961552	0	0.66396638	0.850948372	0	0.707219143	0	0	2.469248117	0.894744144	0.59049005	0	0	0	0	0
TCONS_00000010	0	7.34121161	5.999913198	2.229848115	1.671735787	0	0	0.951518422	2.824635335	0	1.442727017	0	0	1.007607158	0	0.639857496	0	0	0	0	0	0	0	2.611078837	1.467885942	0.884589704	0	0	2.836972621	0	1.701896745	0.948123451	0	0.639329852	2.495464382	3.456947364	3.578976576	1.1809801	0	0	2.881587202	0	1.011348488
TCONS_00000017	1.646819158	0	0	0	0.835867893	3.041122074	0	0	0	1.515196883	0	0	0	0	0	0	0.8105132	0	0	0	5.716882039	0	0	0	0.489295314	5.307538223	0	0	0	0	6.807586978	0	0	0.639329852	0	1.975398494	3.578976576	0.59049005	0	0	0.960529067	0	0
TCONS_00000028	0.823409579	0	0	2.229848115	0	0	0	0.951518422	0	0.757598441	0	1.748583779	0	3.526625054	3.046631638	0.639857496	0	0	0	3.346908579	0	0	0	1.305539418	1.467885942	0.884589704	0	2.739923104	0	0.66396638	0	0	0	0	0.499092876	0	0	0	0.91088952	8.140820038	0	0	0
TCONS_00000035	4.940457474	10.27769625	4.499934898	13.37908869	30.92711206	6.082244148	11.05939357	10.46670264	8.473906005	29.54633922	10.09908912	12.24008645	19.71092404	10.57987516	16.24870207	30.0733023	0	12.81874476	16.00370672	10.04072574	24.7731555	34.01088769	5.084921552	16.97201244	17.12533599	12.38425585	24.84638404	8.219769312	24.11426728	14.60726037	24.6775028	54.99116017	9.901068004	20.45855527	17.96734355	11.35854134	39.36874233	3.542940301	33.70291225	13.83939406	9.605290673	32.28133437	2.022696977
TCONS_00000040	1.646819158	2.936484644	32.99952259	1.114924058	2.50760368	5.06853679	4.14727259	8.563665794	2.824635335	9.091181298	0	3.497167558	1.460068447	3.526625054	5.077719396	2.559429983	3.2420528	1.831249251	2.133827563	0	1.905627346	11.07331227	0	3.263848546	8.807315653	3.538358815	2.923104005	8.219769312	1.418486311	13.2793276	5.105690234	2.844370354	4.950534002	4.475308965	4.990928764	6.420045105	0	7.085880601	1.821779041	13.02531206	1.921058135	2.934666761	0
TCONS_00000068	9.057505368	8.809453933	34.49950089	27.87310144	65.19769569	10.13707358	1.382424197	49.47895792	32.95407891	53.0318909	11.54181614	0	10.22047913	30.22821475	16.24870207	23.67472734	5.6735924	32.96248651	7.46839647	53.55053726	37.15973325	46.66610172	6.779895403	16.31924273	54.31177986	30.07604993	20.46172804	12.32965397	11.34789048	36.51815091	20.42276093	60.67990088	28.99598487	28.76984334	100.816761	77.53439088	55.47413693	45.46773386	5.465337122	30.12103414	15.36846508	38.15066789	6.06809093
TCONS_00000078	0	0	2.999956599	0	0.835867893	1.013707358	0	0	0	0	0	0	0	0	1.015543879	6.398574957	0	0	2.133827563	0	0	3.954754383	0	0	0	1.769179408	5.84620801	1.369961552	0	1.991899141	0.850948372	0.948123451	0	29.4091732	29.94557258	23.2109323	33.10553333	8.266860702	0	0.814082004	0	2.934666761	0
TCONS_00000080	28.81933526	63.13441985	350.9949221	96.99839301	76.8998462	40.54829432	16.58909036	77.07299215	73.44051871	52.27429246	47.60999156	17.48583779	43.80205341	118.3938411	68.04143991	62.06617708	36.473094	25.63748951	66.14865445	189.1003347	76.22509385	72.76748064	22.03466006	90.08221986	185.9322193	99.07404683	121.3088162	35.61900035	116.3158775	262.9306866	52.75879908	134.6335301	64.35694202	62.6543255	81.35213885	86.91753373	36.6845099	55.50606471	89.267173	75.70962636	39.38169176	137.9293378	56.63551535
TCONS_00000092	1.646819158	0	5.999913198	7.804468403	3.343471574	0	1.382424197	0	4.707725558	3.787992207	0	0	0	2.015214316	2.031087758	1.279714991	0	0	1.066913781	0	0.952813673	0.790950877	1.694973851	4.569387964	2.935771884	0.884589704	2.923104005	0	2.836972621	2.655865521	2.552845117	2.844370354	1.414438286	0	5.49002164	1.48154887	0.894744144	0.59049005	0.91088952	0	0	0	0
TCONS_00000117	9.880914947	1.468242322	8.999869796	7.804468403	0.835867893	3.041122074	6.912120983	1.903036843	16.0062669	9.091181298	1.442727017	3.497167558	1.460068447	2.519017896	9.139894913	8.958004939	0.8105132	14.64999401	5.334568907	1.673454289	3.811254693	3.163803506	5.084921552	5.874927382	3.425067198	13.26884556	1.461552003	9.589730864	1.418486311	0.66396638	11.06232884	0.948123451	2.828876572	10.86860749	2.994557258	22.71708268	11.63167387	5.314410451	6.376226643	0.814082004	3.842116269	11.73866704	3.034045465
TCONS_00000121	0	4.404726966	1.499978299	6.689544345	1.671735787	0	0	0	0	0	0	0	0	0	0	0	0	0	4.267655126	3.346908579	0.952813673	0	0	7.83323651	10.2752016	0.884589704	1.461552003	1.369961552	8.510917863	3.983798281	0.850948372	0.948123451	0.707219143	0	0	0	0	0	10.01978472	2.442246011	0	0	0
TCONS_00000170	3.293638316	4.404726966	0	12.26416463	11.70215051	11.15078094	2.764848393	13.3212579	9.415451117	18.1823626	11.54181614	17.48583779	4.380205341	8.060857266	8.124351034	10.23771993	2.4315396	5.493747752	4.267655126	1.673454289	6.669695712	10.2823614	3.389947701	2.611078837	3.914362512	11.49966615	5.84620801	13.69961552	4.255458932	7.967596563	14.46612233	0	10.60828715	7.671958225	12.47732191	9.383142846	5.368464864	20.0766617	4.554447602	6.512656031	13.44740694	0	5.056742442
TCONS_00000180	2.470228737	2.936484644	2.999956599	6.689544345	5.851075254	4.054829432	6.912120983	0.951518422	4.707725558	2.272795324	1.442727017	0	0	2.015214316	2.031087758	3.199287478	0	14.64999401	0	0	3.811254693	0.790950877	1.694973851	0	4.892953141	7.076717631	4.384656008	8.219769312	2.836972621	3.319831901	5.105690234	1.896246902	4.243314859	7.671958225	11.97822903	15.30933833	2.684232432	15.3527413	4.554447602	2.442246011	0	0	2.022696977
TCONS_00000182	0	0	0	0	0.835867893	1.013707358	0	0	0	0	0	0	0	0.503803579	0	0	0	0	1.066913781	0	3.811254693	1.581901753	0	0	0	0	0	0	0	0.66396638	0.850948372	0.948123451	0	0	3.992743011	0.987699247	19.68437117	1.77147015	0	0	0	2.934666761	1.011348488
TCONS_00000228	2.470228737	0	0	0	0.835867893	2.027414716	0	0	0	0.757598441	0	0	0.730034224	1.007607158	0	1.919572487	0	0	0	0	0	0	0	0.652769709	1.467885942	0	0	1.369961552	0	0	0	1.896246902	0	0	0.499092876	0.987699247	0	0	0.91088952	0	1.921058135	2.934666761	1.011348488
TCONS_00000229	2.470228737	0	0	0	0.835867893	1.013707358	1.382424197	0	0	0	0	0	0.730034224	0.503803579	0	0	2.4315396	0	0	0	0	1.581901753	0	0	0.978590628	0	1.461552003	1.369961552	0	0	0	0	0	0	1.996371506	0	1.789488288	0.59049005	0	0	0	0	0
TCONS_00000231	0.823409579	2.936484644	2.999956599	8.91939246	2.50760368	13.17819565	11.05939357	4.757592108	0.941545112	21.21275636	5.770908068	6.994335115	0.730034224	6.045642949	6.093263275	7.038432452	10.5366716	9.156246254	3.200741344	0	4.764068366	7.118557889	5.084921552	0.652769709	5.382248455	2.653769112	5.84620801	6.84980776	0	3.319831901	8.509483723	12.32560487	4.243314859	1.278659704	2.994557258	6.420045105	1.789488288	3.542940301	0	0.814082004	0	5.869333522	2.022696977
TCONS_00000251	16.46819158	16.15066554	14.99978299	65.78051939	56.83901676	37.50717225	20.73636295	69.46084477	65.90815782	63.63826908	47.60999156	48.96034581	18.98088981	35.26625054	87.33677361	102.3771993	49.4413052	115.3687028	30.94049966	21.75490576	51.45193835	49.82990522	11.86481695	26.11078837	70.94782054	50.42161312	39.46190407	21.91938483	21.27729466	60.4209406	38.29267675	20.85871593	52.33421659	63.93298521	202.1326149	54.8173082	158.3697135	80.30664682	10.01978472	36.63369017	20.17111041	14.6733338	26.2950607
TCONS_00000258	11.5277341	1.468242322	2.999956599	0	4.179339467	8.109658864	9.676969376	0.951518422	6.590815782	2.272795324	7.213635084	1.748583779	0	2.519017896	3.046631638	3.839144974	3.2420528	0	3.200741344	0	0.952813673	1.581901753	5.084921552	1.958309127	0.978590628	0.884589704	8.769312015	2.739923104	2.836972621	1.32793276	3.403793489	5.688740707	10.60828715	6.393298521	35.43559422	14.8154887	35.78976576	10.6288209	4.554447602	16.28164008	4.802645337	0	2.022696977
TCONS_00000286	0	0	0	0	0.835867893	0	0	0	0	0	0	0	0	0.503803579	0	3.839144974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707219143	0	0	0	4.47372072	0	0	0	0	0	0
TCONS_00000299	0	0	0	1.114924058	0	1.013707358	2.764848393	0	0	1.515196883	1.442727017	1.748583779	2.190102671	0	0	1.279714991	0	3.662498502	0	0	0	2.37285263	1.694973851	1.958309127	0.978590628	0.884589704	0	2.739923104	0	0.66396638	0.850948372	0	2.121657429	0	0.998185753	0	2.684232432	1.1809801	0	0.814082004	6.723703471	2.934666761	0
TCONS_00000306	0	0	0	1.114924058	0	0	0	0	0.941545112	0	0	0	0	0	1.015543879	0	0	1.831249251	1.066913781	0	0	0	0	0	0.489295314	0	0	0	1.418486311	0.66396638	0	0	0.707219143	4.475308965	0	0.493849623	0	1.1809801	0	0	0	0	0
TCONS_00000307	11.5277341	17.61890787	22.49967449	15.60893681	17.55322576	24.32897659	17.97151455	6.660628951	14.12317668	18.1823626	18.75545122	5.245751337	19.71092404	13.60269664	11.17098267	21.11529736	17.8312904	10.9874955	10.66913781	5.020362868	23.82034183	7.909508765	15.25476466	16.97201244	43.54728295	23.883922	10.23086402	15.06957707	18.44032204	14.60726037	18.72086419	14.22185177	12.02272543	25.57319408	21.96008656	29.63097741	7.157953152	9.447840802	7.287116163	13.83939406	12.48687788	5.869333522	5.056742442
TCONS_00000310	11.5277341	7.34121161	20.99969619	13.37908869	16.71735787	3.041122074	4.14727259	16.17581317	16.94781201	9.848779739	10.09908912	6.994335115	9.490444906	6.045642949	4.062175517	3.839144974	4.8630792	12.81874476	10.66913781	5.020362868	19.05627346	16.60996841	11.86481695	9.791545637	15.16815474	24.76851171	29.23104005	6.84980776	12.76637679	13.2793276	11.91327721	9.481234512	8.486629717	15.34391645	13.47550766	37.53257138	16.10539459	12.9907811	10.01978472	13.02531206	2.881587202	38.15066789	2.022696977
TCONS_00000325	11.5277341	7.34121161	13.49980469	8.91939246	5.015207361	29.39751338	13.82424197	24.73947896	7.532360893	12.12157506	18.75545122	12.24008645	8.760410682	17.63312527	4.062175517	9.597862435	4.8630792	9.156246254	2.133827563	18.40799718	5.716882039	5.536656136	11.86481695	5.874927382	20.06110788	6.192127927	5.84620801	15.06957707	4.255458932	18.59105865	9.360432095	8.533111061	4.950534002	1.917989556	4.990928764	1.975398494	0	0.59049005	16.39601137	20.3520501	9.605290673	26.41200085	19.21562128
TCONS_00000326	4.117047895	0	7.499891497	12.26416463	6.686943148	4.054829432	9.676969376	4.757592108	6.590815782	1.515196883	11.54181614	10.49150267	6.570308012	7.557053687	5.077719396	3.839144974	4.052566	1.831249251	11.7360516	0	7.622509385	2.37285263	0	3.263848546	2.935771884	7.961307335	1.461552003	5.479846208	2.836972621	3.319831901	2.552845117	4.740617256	9.901068004	1.278659704	1.996371506	6.420045105	1.789488288	1.1809801	2.732668561	5.698574027	1.921058135	26.41200085	4.045393953
TCONS_00000359	48.58116516	48.45199663	88.49871966	100.3431652	50.9879415	15.20561037	55.29696786	23.78796054	90.38833072	50.75909558	24.52635929	69.94335115	62.052909	50.38035791	137.0984237	73.583612	22.6943696	43.94998202	45.8772926	31.7956315	90.51729895	80.67698941	44.06932012	44.38834022	25.93265164	66.34422779	49.69276809	12.32965397	58.15793873	30.54245349	66.37397304	57.83553052	34.65373801	15.9832463	8.484578899	28.64327816	59.0531135	30.70548261	29.14846465	39.07593618	73.00020912	79.23600254	20.22696977
TCONS_00000367	4.940457474	17.61890787	0	0	3.343471574	11.15078094	6.912120983	19.03036843	4.707725558	3.030393766	12.98454315	0	1.460068447	13.09889306	0	0.639857496	8.105132	0	0	0	3.811254693	1.581901753	0	7.83323651	2.44647657	4.422948519	4.384656008	8.219769312	7.092431553	13.2793276	4.254741861	0	1.414438286	3.19664926	7.486393146	1.975398494	0	4.133430351	2.732668561	13.02531206	8.644761606	2.934666761	7.079439418
TCONS_00000371	0	0	0	0	0	0	0	2.854555265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.892953141	0	0	0	0	0	0	0	0	3.19664926	9.482764652	1.48154887	7.157953152	1.1809801	0	0	0	0	0
TCONS_00000390	32.93638316	16.15066554	38.99943578	2.229848115	20.06082944	30.41122074	13.82424197	15.22429474	14.12317668	22.72795324	28.85454034	15.73725401	31.39147161	25.69398253	3.046631638	18.55586737	26.7469356	7.324997003	21.33827563	11.71418002	14.2922051	9.491410519	28.81455546	19.58309127	50.88671266	13.26884556	8.769312015	13.69961552	29.78821252	21.91089055	11.06232884	5.688740707	10.60828715	11.50793734	13.97460054	6.913894728	8.052697296	22.4386219	21.86134849	18.72388609	9.605290673	11.73866704	17.1929243
TCONS_00000391	17.29160116	4.404726966	17.99973959	6.689544345	2.50760368	9.123366222	15.20666616	19.03036843	4.707725558	0.757598441	4.328181051	13.98867023	11.68054758	6.045642949	4.062175517	3.199287478	3.2420528	7.324997003	5.334568907	15.0610886	6.669695712	8.700459642	0	4.569387964	2.935771884	0.884589704	1.461552003	2.739923104	5.673945242	5.311731042	5.105690234	0.948123451	4.950534002	120.1940122	45.91654463	141.2409923	54.57939278	70.26831596	19.12867993	4.884492023	16.32899414	0	5.056742442
TCONS_00000413	0.823409579	11.74593858	2.999956599	11.14924058	20.89669734	5.06853679	1.382424197	12.36973948	4.707725558	8.333582856	2.885454034	3.497167558	5.840273788	7.557053687	9.139894913	7.678289948	0	1.831249251	10.66913781	26.77526863	6.669695712	23.7285263	1.694973851	14.3609336	14.18956411	1.769179408	8.769312015	1.369961552	9.929404174	15.27122675	5.105690234	4.740617256	9.901068004	8.311288077	2.495464382	3.950796988	6.263209008	4.133430351	1.821779041	12.21123006	0.960529067	17.60800057	7.079439418
TCONS_00000438	4.940457474	1.468242322	10.4998481	0	1.671735787	1.013707358	4.14727259	1.903036843	1.883090223	1.515196883	1.442727017	5.245751337	2.190102671	5.54183937	1.015543879	2.559429983	2.4315396	3.662498502	3.200741344	0	0.952813673	0	0	1.305539418	4.403657826	3.538358815	0	2.739923104	1.418486311	3.319831901	3.403793489	0	2.121657429	3.19664926	0.499092876	2.469248117	0.894744144	4.133430351	0.91088952	7.326738034	0.960529067	0	0
TCONS_00000444	0	0	5.999913198	4.45969623	1.671735787	0	0	5.709110529	3.766180447	0	0	0	0	0	2.031087758	0	0	0	0	1.673454289	3.811254693	0.790950877	1.694973851	0	0.489295314	2.653769112	0	1.369961552	0	2.655865521	0	10.42935796	2.121657429	1.278659704	3.493650135	7.901593975	17.89488288	1.77147015	0.91088952	3.256328015	0	0	0
TCONS_00000477	66.69617589	73.4121161	14.99978299	104.8028614	64.3618278	70.95951506	62.20908884	37.10921844	96.9791465	49.2438987	56.26635366	69.94335115	80.30376459	52.39557223	76.16579094	58.22703211	85.9143992	331.4561144	116.2936022	66.93817157	92.42292629	102.0326631	83.05371868	71.1518983	59.69402831	53.95997194	71.61604813	69.86803915	78.01674708	39.17401643	55.3116442	54.99116017	72.1363526	104.8500957	54.40112353	80.003639	131.5273892	145.8510424	71.04938259	56.98574027	57.63174404	67.4973355	74.83978814
TCONS_00000502	2.470228737	4.404726966	2.999956599	12.26416463	10.86628262	0	1.382424197	11.41822106	7.532360893	9.091181298	0	5.245751337	29.20136894	104.2873409	49.76165008	55.02774463	4.8630792	14.64999401	20.27136185	70.28508015	14.2922051	18.98282104	0	0	8.318020339	3.538358815	2.923104005	1.369961552	0	2.655865521	0.850948372	1.896246902	0	8.311288077	39.42833724	14.8154887	44.7372072	12.40029105	0	0	0	0	0
TCONS_00000515	0	0	0	0	1.671735787	0	0	0	1.883090223	0	0	0	0.730034224	0	1.015543879	2.559429983	0.8105132	3.662498502	4.267655126	0	0	3.163803506	0	0.652769709	0.489295314	0	1.461552003	0	5.673945242	0.66396638	0.850948372	0	1.414438286	1.278659704	3.992743011	0	0	1.1809801	0	0	1.921058135	0	1.011348488
TCONS_00000516	0	0	1.499978299	0	5.015207361	2.027414716	0	1.903036843	0	0.757598441	1.442727017	0	0	0	2.031087758	7.678289948	0	0	0	1.673454289	0	0	3.389947701	0	0.978590628	0	1.461552003	0	5.673945242	0	0.850948372	1.896246902	0.707219143	0	0	0	0	4.133430351	0	0	0	0	0
TCONS_00000541	22.23205863	0	0	10.03431652	6.686943148	25.34268395	13.82424197	25.69099738	10.35699623	18.1823626	17.3127242	8.742918894	12.4105818	17.63312527	17.26424595	19.19572487	4.8630792	3.662498502	5.334568907	16.73454289	30.49003754	11.07331227	15.25476466	9.138775928	13.70026879	31.84522934	4.384656008	12.32965397	2.836972621	29.87848711	45.9512121	11.37748141	8.486629717	20.45855527	20.46280793	37.03872176	17.00013874	12.40029105	9.108895204	13.83939406	13.44740694	20.54266733	11.12483337
TCONS_00000544	7.41068621	16.15066554	2.999956599	24.52832927	7.522811041	12.1644883	5.529696786	10.46670264	10.35699623	14.39437039	2.885454034	10.49150267	9.490444906	4.534232212	8.124351034	2.559429983	0.8105132	7.324997003	13.86987916	0	12.38657775	1.581901753	10.1698431	14.3609336	15.65745005	29.19146023	11.69241602	6.84980776	35.46215776	13.94329399	42.54741861	28.44370354	12.72994458	15.34391645	8.484578899	19.75398494	24.15809189	9.447840802	13.66334281	8.954902042	12.48687788	5.869333522	12.13618186
TCONS_00000564	0	0	0	1.114924058	2.50760368	0	0	0	0	2.272795324	0	1.748583779	2.920136894	0.503803579	2.031087758	3.199287478	0	0	1.066913781	1.673454289	0	0	0	4.569387964	0.489295314	0	1.461552003	1.369961552	0	0	0.850948372	0.948123451	4.243314859	0	0	0	0	0.59049005	0	0.814082004	0	0	0
TCONS_00000569	0	0	0	1.114924058	1.671735787	0	5.529696786	0.951518422	1.883090223	1.515196883	5.770908068	1.748583779	2.190102671	0.503803579	5.077719396	0.639857496	0.8105132	7.324997003	1.066913781	1.673454289	0	1.581901753	0	1.305539418	0.978590628	7.076717631	0	0	0	1.991899141	3.403793489	0	0	2.557319408	0	1.975398494	0	8.857350752	0	0.814082004	3.842116269	2.934666761	0
TCONS_00000602	0.823409579	0	0	1.114924058	0	2.027414716	5.529696786	0	0.941545112	3.030393766	0	5.245751337	1.460068447	1.511410737	0	0	0	0	4.267655126	0	0	0	1.694973851	1.305539418	0	0.884589704	0	1.369961552	2.836972621	0	0.850948372	0	2.121657429	0	1.996371506	0.987699247	0.894744144	0	0	0.814082004	0.960529067	0	0
TCONS_00000611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.015543879	0	0.8105132	0	1.066913781	0	0	0	0	0.652769709	1.957181256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.022696977
TCONS_00000612	0	0	0	0	0	0	0	0	0	0	0	0	2.920136894	7.557053687	6.093263275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32793276	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00000621	33.75979274	30.83308876	124.4981988	36.7924939	67.70529937	46.63053847	55.29696786	176.9824264	33.89562402	58.33507999	44.72453752	48.96034581	18.98088981	33.25103622	55.85491336	57.58717461	25.9364224	148.3311893	37.34198235	58.57090012	30.49003754	159.7720771	96.61350949	22.19417011	43.54728295	49.53702342	100.8470882	28.76919259	39.71761669	58.42904146	61.2682828	86.27923406	42.43314859	14.7045866	138.7478196	28.64327816	323.8973801	38.97234331	20.03956945	87.10677441	28.81587202	76.30133578	26.2950607
TCONS_00000624	3.293638316	7.34121161	7.499891497	3.344772173	3.343471574	4.054829432	1.382424197	1.903036843	3.766180447	4.545590649	1.442727017	1.748583779	2.190102671	6.549446528	6.093263275	0.639857496	1.6210264	1.831249251	2.133827563	6.693817157	4.764068366	0.790950877	1.694973851	2.611078837	5.382248455	1.769179408	4.384656008	0	11.34789048	7.303630183	1.701896745	1.896246902	2.828876572	0	0	0	0	0.59049005	0.91088952	0.814082004	1.921058135	2.934666761	3.034045465
TCONS_00000629	0	0	0	0	0	0	0	0	0	0	0	0	4.380205341	10.07607158	16.24870207	6.398574957	0.8105132	1.831249251	0	0	0	0	0	0	0	1.769179408	0	0	0	0	0	0	1.414438286	0	0	0.493849623	0	0	0	3.256328015	0.960529067	0	0
TCONS_00000666	0	0	0	0	0.835867893	0	1.382424197	0.951518422	0.941545112	0	0	1.748583779	0.730034224	0	4.062175517	1.919572487	0	0	0	0	4.764068366	0	1.694973851	0	0.489295314	1.769179408	0	0	1.418486311	0.66396638	0	1.896246902	0	0.639329852	0.499092876	1.975398494	0	2.3619602	0	0	0	0	0
TCONS_00000675	0	0	2.999956599	0	0	0	0	0	0	0	0	0	0	0.503803579	0	0	0	0	0	0	1.905627346	1.581901753	0	0.652769709	1.467885942	1.769179408	0	0	1.418486311	1.32793276	0	0	0	0	0.499092876	0	0	0	0	0	0	0	0
TCONS_00000677	0	1.468242322	1.499978299	2.229848115	0	0	0	0	0	0	0	0	0	0	0	0	0.8105132	0	1.066913781	0	0	0	0	1.305539418	0.978590628	0	0	0	1.418486311	0.66396638	0.850948372	0	0.707219143	0	0.499092876	0	0	0	0	0.814082004	0	2.934666761	0
TCONS_00000699	0	0	0	1.114924058	0.835867893	0	1.382424197	1.903036843	2.824635335	0.757598441	1.442727017	0	0.730034224	1.511410737	0	2.559429983	0	0	0	0	0.952813673	3.163803506	0	0	0	3.538358815	0	0	1.418486311	1.991899141	1.701896745	1.896246902	2.828876572	0.639329852	0.998185753	0.493849623	0	1.1809801	1.821779041	2.442246011	2.881587202	2.934666761	0
TCONS_00000700	1.646819158	0	0	4.45969623	0.835867893	0	0	0	6.590815782	3.030393766	0	0	0.730034224	1.007607158	2.031087758	1.279714991	0.8105132	1.831249251	1.066913781	1.673454289	0.952813673	1.581901753	1.694973851	2.611078837	1.957181256	1.769179408	0	1.369961552	0	0.66396638	1.701896745	0	1.414438286	1.917989556	0.499092876	0.493849623	0.894744144	0	0.91088952	0	0	0	2.022696977
TCONS_00000701	0	0	1.499978299	1.114924058	0.835867893	1.013707358	0	0	0	1.515196883	0	0	0	0.503803579	0	0.639857496	0	0	0	0	0	0	0	0	0.489295314	0	1.461552003	0	0	1.32793276	0	4.740617256	0	0.639329852	1.497278629	0	4.47372072	0.59049005	0	0.814082004	1.921058135	2.934666761	0
TCONS_00000742	1.646819158	2.936484644	2.999956599	6.689544345	0.835867893	8.109658864	5.529696786	9.515184216	2.824635335	4.545590649	17.3127242	3.497167558	8.760410682	5.038035791	2.031087758	0	4.052566	0	11.7360516	13.38763431	0.952813673	3.163803506	6.779895403	9.138775928	2.44647657	1.769179408	2.923104005	9.589730864	14.18486311	9.959495704	3.403793489	1.896246902	2.121657429	0	0.499092876	1.975398494	0.894744144	2.3619602	3.643558082	8.954902042	7.684232539	5.869333522	5.056742442
TCONS_00000774	0	0	0	3.344772173	0	0	1.382424197	1.903036843	0	0	0	0	0.730034224	2.015214316	2.031087758	1.279714991	0	0	0	0	0	0	0	0.652769709	0.978590628	0	0	0	0	1.991899141	0.850948372	0	0.707219143	0	0.998185753	0	0.894744144	0	0	0.814082004	0	0	2.022696977
TCONS_00000790	15.644782	1.468242322	2.999956599	2.229848115	17.55322576	22.30156188	8.294545179	8.563665794	15.06472179	11.36397662	24.52635929	24.4801729	8.760410682	7.053250108	1.015543879	28.15372981	9.7261584	32.96248651	8.535310252	1.673454289	6.669695712	10.2823614	1.694973851	6.527697092	15.16815474	4.422948519	11.69241602	17.80950018	2.836972621	10.62346208	6.807586978	20.85871593	15.55882115	28.76984334	16.47006492	12.84009021	66.21106665	25.98156221	7.287116163	7.326738034	22.09216855	17.60800057	12.13618186
TCONS_00000807	0	0	0	1.114924058	0	0	0	0	0	0	0	0	0	0	1.015543879	0.639857496	0	0	0	0	0	0	0	0.652769709	2.935771884	0	1.461552003	0	1.418486311	0	0	0	0	1.278659704	0.998185753	0	0	0	0	0	0	0	0
TCONS_00000819	0.823409579	0	0	1.114924058	1.671735787	0	0	0	0	0	0	0	1.460068447	0	1.015543879	0.639857496	2.4315396	0	0	0	0	2.37285263	0	0	0.489295314	0.884589704	1.461552003	0	0	0.66396638	0	0	0	0	0.998185753	0.987699247	0	0	0	0.814082004	3.842116269	2.934666761	0
