Ids	Human_Hs1_ACC.bam.out	Human_Hs2_ACC.bam.out	Human_Hs5_ACC.bam.out	Human_Hs6_ACC.bam.out	Human_Hs8_ACC.bam.out	Human_Hs1_CB.bam.out	Human_Hs2_CB.bam.out	Human_Hs3_CB.bam.out	Human_Hs6_CB.bam.out	Human_Hs8_CB.bam.out	Human_Hs1_DPFC.bam.out	Human_Hs2_DPFC.bam.out	Human_Hs3_DPFC.bam.out	Human_Hs5_DPFC.bam.out	Human_Hs6_DPFC.bam.out	Human_Hs8_DPFC.bam.out	Human_Hs1_PMC.bam.out	Human_Hs2_PMC.bam.out	Human_Hs3_PMC.bam.out	Human_Hs5_PMC.bam.out	Human_Hs6_PMC.bam.out	Human_Hs8_PMC.bam.out	Human_Hs1_STR.bam.out	Human_Hs2_STR.bam.out	Human_Hs5_STR.bam.out	Human_Hs8_STR.bam.out	Human_Hs6_STR.bam.out	Human_Hs1_V1C.bam.out	Human_Hs2_V1C.bam.out	Human_Hs5_V1C.bam.out	Human_Hs8_V1C.bam.out	Human_Hs6_V1C.bam.out	Human_Hs4_HIP.bam.out	Human_Hs6_HIP.bam.out	Human_Hs7_HIP.bam.out	Human_Hs9_HIP.bam.out	Human_Hs6_VPFC.bam.out	Human_Hs5_VPFC.bam.out	Human_Hs2_VPFC.bam.out	Human_Hs8_VPFC.bam.out
TCONS_00012172	0.701319449	9.450047046	1.27896752	0.795271853	0	0	0	0	0	0	0	0.912384582	0	2.016134116	1.916315403	3.822502874	0	0.593574649	0	0.939557146	0	2.12062563	0	0	0	0	0	0	0	0	0	0	0	0	0	0.847285571	1.091807371	0	3.416592878	5.542998886
TCONS_00012173	16.83166678	58.80029273	24.30038288	33.00378188	29.26214056	0	0	0	0	0	6.512218844	18.24769164	0	15.12100587	13.41420782	23.52309461	0.811340778	6.529321141	4.540539423	36.6427287	57.08191886	35.62651058	0	3.50454959	0	0	0	0	0	0	3.238620626	1.870364897	0.816741731	0	0	7.625570138	28.38699164	32.09025242	44.41570741	27.71499443
TCONS_00012175	1.402638898	1.050005227	2.55793504	0.397635926	0	0	0	0	0	0	0	0	0	0	0.958157702	4.116541556	0	0	0	0.939557146	0	2.544750756	0	0.876137397	0	0	0	0	0	0	0	0	0	0	0	0.847285571	1.091807371	1.528107258	0	1.847666295
TCONS_00012176	23.14354182	52.50026137	47.32179824	23.46051965	109.0679785	0	0	0	0	0	46.51584889	75.7279203	0	85.68569994	37.36815036	103.2075776	0.811340778	33.833755	0	92.07660033	42.81143914	86.94565082	0	4.380686987	0	0	0	11.54373955	4.045801686	1.878044985	41.02252793	6.546277138	0	0	0	25.41856713	44.76410221	100.855079	60.35980751	90.53564847
TCONS_00012185	0.701319449	0	1.27896752	1.192907779	2.660194597	0	0	0	0	1.011647916	0	0.912384582	3.332141939	0	0	0	0	0.593574649	0	0	0	0	0.975691766	0	0	0	0.266689959	0	0	0	0	0	0	0	0	0	0	0	0	0.923833148
TCONS_00012186	0.701319449	0	0	0.795271853	5.320389193	0	0	1.587280987	0.620031075	0	0	0	0	1.008067058	0	0	0	2.967873246	0	0	0	0	0	0	1.684168427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00012187	2.103958347	1.050005227	1.27896752	1.988179632	2.660194597	0	0	0	0	0	0.930316978	0	0	2.016134116	2.874473105	2.058270778	0	0	0	0	0	2.12062563	0	0	1.684168427	0	0.533379918	0	0	0	0	0	0	0	0	0.847285571	0	1.528107258	4.555457171	0
TCONS_00012199	9.818472286	0	2.55793504	7.5550826	2.660194597	1.925138807	9.11142011	3.174561974	0.620031075	0	8.372852799	1.824769164	36.65356133	0	6.707103911	0	3.245363111	32.6466057	27.24323654	0.939557146	0	0	23.41660238	15.77047315	0	0	9.600838532	17.31560933	9.440203934	9.390224926	0	2.805547345	0	0	0	15.25114028	2.183614742	0	3.416592878	0
TCONS_00012200	0	0	0	0.795271853	0	0	0	1.587280987	0	0	0	0	0	0	0	0	0	3.561447895	0	0	0	0	0	0	0	0	0.533379918	0	0	1.878044985	0	0	0	0	0	0	0	0	0	0
TCONS_00012212	0.701319449	0	1.27896752	0	1.330097298	1.283425871	0	0	1.24006215	7.587359374	0	0	0	0	3.832630806	0.294038683	0.811340778	0	0	0	0	1.696500504	0.975691766	0	0	0	0.533379918	0.961978296	2.697201124	0	2.159080417	0	0	0	0	0	1.091807371	0	0	0.923833148
TCONS_00012218	0	1.050005227	0	0	0	0	0	0	0	0.505823958	0.930316978	0	0	0	0	0	0.811340778	0	0	0	0	0.424125126	0	0	0	0	0.800069878	2.885934889	0	0	0	0	0.816741731	0	0	0.847285571	0	0	0	0
TCONS_00012233	3.506597245	0	1.27896752	5.566902968	0	0.641712936	0	0	1.860093225	5.058239582	3.721267911	0	6.664283879	2.016134116	4.790788508	3.234425508	4.868044667	1.187149298	0	2.818671439	0	0.424125126	4.878458829	1.752274795	0	1.227645091	2.933589552	1.923956592	0	1.878044985	1.079540209	1.870364897	0.816741731	7.597101271	7.402619068	1.694571142	3.275422113	0	1.138864293	0.923833148
TCONS_00012239	13.32506953	9.450047046	15.34761024	3.976359263	6.650486492	0	0	7.936404936	0	7.587359374	35.35204515	3.649538328	16.6607097	17.13713999	23.95394254	18.23039832	88.43614479	4.748597193	4.540539423	15.03291434	7.135239857	19.93388092	49.76028005	35.0454959	87.57675821	72.43106037	42.93708344	21.16352252	13.48600562	52.58525959	18.35218355	43.95357507	34.30315269	32.55900545	36.08776796	12.70928356	16.37711056	33.61835968	7.972050049	14.78133036
TCONS_00012240	9.117152837	0	0	5.566902968	0	2.566851743	1.518570018	3.174561974	1.860093225	0	4.651584889	3.649538328	3.332141939	1.008067058	8.623419314	1.764232095	21.906201	1.780723947	6.810809134	0.939557146	3.567619928	3.817126133	12.68399295	2.628412192	10.10501056	4.910580364	6.93393894	1.923956592	2.697201124	3.75608997	1.079540209	0.935182448	15.51809288	5.426500908	12.95458337	7.625570138	0	1.528107258	3.416592878	0.923833148
TCONS_00012241	2.805277796	0	0	2.385815558	0	0.641712936	0	0	0	0	1.860633955	0	0	1.008067058	0.958157702	0	4.056703889	0	0	0.939557146	0	0	3.902767063	1.752274795	5.052505282	4.910580364	2.133519674	1.923956592	0	0	0	0	2.450225192	0	0.925327383	1.694571142	0	1.528107258	1.138864293	0
TCONS_00012258	4.207916694	0	1.27896752	2.783451484	1.330097298	0	0	0	0	0	1.860633955	0.912384582	0	0	0	2.058270778	0	1.187149298	0	0	0	4.665376385	0	0.876137397	1.684168427	0	1.333449796	4.809891481	0	0	2.159080417	0.935182448	1.633483461	0	0.925327383	0	4.367229483	1.528107258	6.833185756	7.390665182
TCONS_00012259	0	6.300031364	1.27896752	0	6.650486492	0	1.518570018	0	0	0	0	2.737153746	0	6.048402349	0	2.058270778	0	1.187149298	0	0.939557146	0	2.12062563	0	0.876137397	0	2.455290182	0	0.961978296	0	5.634134956	2.159080417	0	1.633483461	1.085300182	0	0.847285571	1.091807371	0	3.416592878	1.847666295
TCONS_00012260	0	3.150015682	0	0.397635926	0	0	0	0	0	0	0	0	0	3.024201174	0	0.588077365	0	0	0	0.939557146	0	1.272375378	0	0	0	0	0	1.923956592	0	1.878044985	2.159080417	0	0	0	0.925327383	0	0	0	0	2.771499443
TCONS_00012262	0.701319449	2.100010455	2.55793504	2.385815558	1.330097298	0	0	0	0	0	0	2.737153746	0	1.008067058	0.958157702	1.17615473	0	0	0	0	0	2.12062563	0	4.380686987	0	0	4.800419266	0	1.348600562	0	0	0	0.816741731	0	0.925327383	0	0	0	0	2.771499443
TCONS_00012264	1.402638898	2.100010455	0	4.771631116	2.660194597	0	0	0	0	0	0	1.824769164	0	5.040335291	0.958157702	4.704618921	0	0	0	0.939557146	3.567619928	3.393001008	0.975691766	4.380686987	0	4.910580364	5.333799185	3.847913185	2.697201124	0	1.079540209	2.805547345	1.633483461	3.255900545	0.925327383	1.694571142	3.275422113	0	0	3.695332591
TCONS_00012266	2.103958347	0	1.27896752	1.192907779	0	0	0	1.587280987	0.620031075	0	0.930316978	0.912384582	3.332141939	0	0.958157702	0	1.622681556	1.187149298	2.270269711	1.879114292	0	0.848250252	1.951383532	0.876137397	0	0	1.066759837	2.885934889	0	3.75608997	0	0.935182448	1.633483461	0	0.925327383	0	1.091807371	0	1.138864293	0
TCONS_00012270	45.58576418	21.00010455	84.41185632	36.58250522	14.63107028	1.925138807	1.518570018	4.761842961	0.620031075	0	29.77014329	10.94861498	46.64998715	28.22587763	32.57736185	13.5257794	1.622681556	11.87149298	22.70269711	22.54937151	17.83809964	14.84437941	16.58676002	13.14206096	31.99920012	13.504096	35.46976458	22.12550081	28.3206118	73.24375442	12.9544825	13.09255428	0.816741731	14.10890236	21.28252982	1.694571142	22.92795479	35.14646694	20.49955727	15.70516351
TCONS_00012274	31.5593752	24.15012023	37.09005808	20.67706817	45.22330814	10.26740697	12.14856015	19.04737185	11.16055935	14.66889479	26.04887538	19.16007622	43.31784521	39.31461527	23.95394254	27.63963616	23.52888256	48.07954658	15.89188798	35.70317156	10.70285979	21.63038142	43.90612946	28.91253412	31.99920012	17.18703127	23.73540637	15.39165274	33.71501405	45.07307965	20.51126396	19.63883141	40.83708653	16.27950272	24.05851197	30.50228055	22.92795479	30.56214517	21.63842156	38.8009922
TCONS_00012285	63.82006986	46.20023	52.43766832	59.24775302	75.81554601	54.54559953	53.14995064	55.55483455	33.48167805	58.67557916	65.12218844	67.51645907	119.9571098	64.51629172	67.07103911	67.62889699	71.39798845	98.53339176	83.99997932	61.0712145	60.64953878	74.64602217	74.1525742	80.60464057	75.78757922	123.9921542	79.47360785	63.49056755	62.03562585	78.87788938	96.07907856	57.9813118	52.27147076	68.37391144	70.32488114	65.24098896	62.23302014	64.18050485	63.77640039	76.67815126
TCONS_00012290	98.18472286	37.80018819	37.09005808	184.1054339	55.86408653	104.5992085	28.85283035	193.6482804	103.5451895	56.14645936	79.0769431	31.93346037	36.65356133	43.3468835	151.3889168	81.44871507	77.0773739	13.05864228	11.35134856	42.28007158	142.7047971	72.94952166	98.54486834	46.43528207	37.0517054	68.7481251	167.7479844	133.7149832	21.57760899	65.73157448	50.7383898	96.32379218	22.86876846	79.22691326	66.62357161	61.85184667	146.3021877	47.37132501	35.30479307	60.97298775
TCONS_00012307	142.3678481	116.5505802	149.6391998	134.0033072	127.6893406	222.0326757	265.7497532	290.4724206	218.2509384	259.9935145	75.35567519	91.2384582	63.31069685	73.58889524	105.3973472	60.86600729	53.54849134	159.6715806	188.432386	81.74147172	107.0285979	64.04289402	123.9128543	91.11828934	143.1543163	57.69931928	104.0090841	126.9811351	168.5750703	110.8046541	87.44275689	97.25897463	44.10405345	62.94741053	52.74366086	77.10298695	97.17085601	105.4394008	115.0252936	80.37348385
TCONS_00012333	13.32506953	2.100010455	2.55793504	6.362174821	23.94175137	19.25138807	4.555710055	12.6982479	11.16055935	36.41932499	31.63077724	1.824769164	33.32141939	4.032268232	19.16315403	17.64232095	51.11446901	6.529321141	27.24323654	3.758228585	3.567619928	22.47863167	41.95474593	8.761373975	8.420842136	55.2440291	21.6018867	22.12550081	12.13740506	5.634134956	11.87494229	7.481459587	17.96831807	10.85300182	24.05851197	28.80770941	3.275422113	4.584321775	3.416592878	27.71499443
TCONS_00012397	0	1.050005227	2.55793504	8.350354452	0	1.283425871	1.518570018	0	2.4801243	0	4.651584889	0.912384582	6.664283879	0	0.958157702	0	0	0	0	0.939557146	0	0	0	0.876137397	1.684168427	1.227645091	3.200279511	0.961978296	0	0	0	1.870364897	0	0	1.850654767	2.541856713	0	0	0	0
TCONS_00012398	79.24909774	49.35024569	52.43766832	112.9286031	89.11651899	91.12323686	74.4099309	106.3478261	86.8043505	87.50754477	51.16743377	67.51645907	26.65713552	59.47595643	53.65683129	48.51638263	15.41547478	43.33094939	29.51350625	79.86235743	117.7314576	38.59538646	40.0033624	26.28412192	38.73587383	69.97577019	86.40754679	56.75671948	40.45801686	37.5608997	37.7839073	38.34248038	48.18776211	52.09440872	32.38645842	38.97513626	73.15109385	53.48375404	54.66548605	56.35382201
TCONS_00012403	76.44381994	51.45025614	56.27457088	34.19668966	42.56311355	73.15527466	68.33565083	79.36404936	40.30201987	57.66393124	63.26155448	68.42884365	23.32499358	37.29848115	59.4057775	27.63963616	117.6444128	55.20244237	36.32431538	52.61520019	39.24381921	35.62651058	66.34704007	71.84326659	95.99760035	51.56109382	31.46941519	64.45254585	79.56743316	50.7072146	44.26114855	41.14802773	49.00450384	47.75320799	65.69824423	26.2658527	29.47879901	65.70861211	62.6375361	24.01966184
TCONS_00012404	7.01319449	0	1.27896752	11.92907779	3.990291895	0.641712936	0	9.523685923	0	0.505823958	0.930316978	0.912384582	16.6607097	4.032268232	3.832630806	0	1.622681556	1.780723947	2.270269711	0.939557146	3.567619928	0.848250252	4.878458829	0	5.052505282	1.227645091	12.00104817	3.847913185	5.394402248	0	2.159080417	4.675912242	0	2.170600363	4.626636917	1.694571142	2.183614742	0	0	1.847666295
TCONS_00012406	0	1.050005227	3.83690256	1.192907779	5.320389193	0	0	0	0.620031075	0	0.930316978	0.912384582	3.332141939	3.024201174	0	0.294038683	0	0	0	0	0	0.424125126	1.951383532	0	0	1.227645091	1.333449796	0	1.348600562	0	0	0.935182448	3.266966922	0	4.626636917	0	0	1.528107258	5.694321463	0
TCONS_00012410	63.11875041	50.40025091	52.43766832	77.93664155	37.24272435	51.33703485	89.59563108	74.60220639	86.8043505	76.37941769	38.14299609	34.67061411	33.32141939	35.28234703	46.94972738	42.63560897	27.58558645	55.79601702	54.48647307	36.6427287	78.48763843	39.86776184	34.1492118	46.43528207	15.15751584	29.46348218	61.87207054	34.63121866	63.38422642	48.82916962	30.22712584	38.34248038	58.8054046	68.37391144	75.87684544	16.94571142	91.71181915	24.44971613	66.05412898	48.96315683
TCONS_00012413	19.63694457	1.050005227	6.3948376	13.91725742	2.660194597	11.55083284	7.592850092	68.25308245	13.64068365	15.68054271	2.790950933	1.824769164	23.32499358	6.048402349	12.45605012	4.116541556	6.490726223	4.748597193	18.16215769	1.879114292	7.135239857	4.241251259	12.68399295	5.256824385	3.368336854	9.821160728	13.067808	6.733848074	4.045801686	24.41458481	5.397701043	5.61109469	0	3.255900545	2.77598215	0	7.642651596	1.528107258	2.277728585	6.466832034
TCONS_00012414	28.75409741	44.10021955	44.7638632	18.29125261	7.98058379	50.69532192	50.11281061	115.8715121	30.38152267	56.14645936	13.02443769	26.45915288	46.64998715	34.27427998	32.57736185	21.46482383	13.79279322	9.497194387	29.51350625	24.4284858	7.135239857	18.66150554	24.39229414	47.31141946	25.26252641	19.64232146	26.66899592	24.04945741	21.57760899	37.5608997	25.90896501	19.63883141	35.11989442	11.938302	43.49038702	25.41856713	25.11156953	27.50593065	20.49955727	7.390665182
TCONS_00012421	0	0	0	0.397635926	0	1.925138807	0	0	0.620031075	0	0	0	0	0	2.874473105	0	0	1.780723947	9.081078845	0	0	0	1.951383532	0	0	0	1.866829715	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00012423	4.207916694	1.050005227	0	1.192907779	1.330097298	1.283425871	1.518570018	1.587280987	1.24006215	0	0	3.649538328	0	1.008067058	4.790788508	1.764232095	7.302067001	2.967873246	2.270269711	2.818671439	3.567619928	1.696500504	4.878458829	1.752274795	6.736673709	4.910580364	2.933589552	2.885934889	2.697201124	0	5.397701043	0	2.450225192	2.170600363	0.925327383	1.694571142	2.183614742	0	2.277728585	0
TCONS_00012430	0	2.100010455	2.55793504	2.385815558	1.330097298	0	0	0	0	0	0	0	0	2.016134116	1.916315403	0.588077365	0.811340778	0	0	0	0	1.272375378	0	0.876137397	0	3.682935273	1.866829715	1.923956592	0	1.878044985	2.159080417	0	0	5.426500908	2.77598215	0	2.183614742	0	0	0
TCONS_00012436	8.415833388	1.050005227	6.3948376	8.747990379	0	0	0	3.174561974	0	0	0.930316978	0	6.664283879	4.032268232	3.832630806	0.294038683	3.245363111	0.593574649	0	0	7.135239857	0	3.902767063	0	1.684168427	0	3.46696947	20.20154422	1.348600562	7.512179941	1.079540209	6.546277138	0	0	1.850654767	0	4.367229483	0	3.416592878	1.847666295
TCONS_00012445	4.207916694	10.50005227	0	0.795271853	3.990291895	4.491990549	0	3.174561974	0.620031075	1.011647916	3.721267911	9.12384582	0	8.064536465	0	2.352309461	14.604134	3.561447895	0	2.818671439	7.135239857	1.696500504	7.805534126	0.876137397	1.684168427	3.682935273	6.667248981	7.69582637	6.74300281	0	9.715861877	2.805547345	4.900450384	6.51180109	8.327946451	3.389142284	2.183614742	1.528107258	1.138864293	0
TCONS_00012456	0	0	1.27896752	0.795271853	5.320389193	0	0	0	0	0	1.860633955	0	0	0	3.832630806	0.294038683	0	0	0	0	3.567619928	0.848250252	0	0	0	0	0	0	1.348600562	0	0	0	0	0	0	0	0	0	2.277728585	0
TCONS_00012525	0.701319449	0	0	0	0	0	0	4.761842961	0	0	0	0	0	0	0	0	0	7.12289579	2.270269711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00012539	17.53298622	21.00010455	11.51070768	21.86997595	21.28155677	3.850277614	24.29712029	17.46009086	14.26071472	17.19801458	17.67602258	12.77338415	3.332141939	9.072603523	16.28868093	10.29135389	12.98145245	21.36868737	18.16215769	9.395571462	10.70285979	17.38913016	4.878458829	26.28412192	20.21002113	18.41467637	15.20132768	25.0114357	32.36641349	20.65849484	6.477241251	4.675912242	17.15157634	7.597101271	19.43187505	10.16742685	4.367229483	19.86539436	15.9441001	5.542998886
TCONS_00012547	1.402638898	0	0	0.397635926	0	0	1.518570018	3.174561974	0.620031075	0	0.930316978	0.912384582	9.996425818	2.016134116	1.916315403	0	0.811340778	0	0	0.939557146	0	0.424125126	1.951383532	0.876137397	1.684168427	0	1.600139755	0.961978296	1.348600562	0	0	0	0	7.597101271	0.925327383	0	0	1.528107258	1.138864293	0.923833148
TCONS_00012548	2.805277796	1.050005227	3.83690256	13.51962149	1.330097298	2.566851743	0	0	5.580279675	1.011647916	3.721267911	1.824769164	6.664283879	3.024201174	3.832630806	2.352309461	3.245363111	0.593574649	6.810809134	0.939557146	7.135239857	1.696500504	0.975691766	3.50454959	3.368336854	2.455290182	9.334148573	0	2.697201124	0	0	5.61109469	1.633483461	3.255900545	1.850654767	1.694571142	8.734458967	3.056214517	3.416592878	1.847666295
TCONS_00012549	1.402638898	2.100010455	1.27896752	2.385815558	0	1.925138807	0	1.587280987	0	0	0.930316978	0.912384582	9.996425818	0	0	0.588077365	0	0	0	1.879114292	0	0	0	0	1.684168427	0	1.600139755	0.961978296	1.348600562	1.878044985	1.079540209	0	0	1.085300182	0.925327383	0	0	1.528107258	1.138864293	0
TCONS_00012551	61.01479206	74.55037114	53.71663584	58.05484524	53.20389193	96.89865328	212.5998026	117.458793	82.46413297	92.56578436	35.35204515	103.0994578	89.96783236	65.52435878	54.61498899	54.39715628	32.45363111	163.8266032	86.27024903	54.49431448	53.51429893	44.53313822	57.56581418	79.72850317	65.68256866	19.64232146	39.20342401	56.75671948	90.35623766	95.78029425	71.24965376	58.91649424	62.88911326	57.52090962	61.99693469	51.68441982	45.85590958	62.65239759	111.6087007	41.57249165
TCONS_00012553	7.714513939	3.150015682	1.27896752	7.157446673	2.660194597	3.850277614	3.037140037	0	1.860093225	1.517471875	7.442535822	6.386692074	0	0	1.916315403	2.058270778	5.679385445	4.748597193	2.270269711	0	3.567619928	4.665376385	3.902767063	6.132961782	1.684168427	0	6.400559022	3.847913185	12.13740506	1.878044985	3.238620626	1.870364897	0	2.170600363	0.925327383	5.930998996	2.183614742	10.69675081	2.277728585	7.390665182
TCONS_00012600	0	0	2.55793504	0	1.330097298	0	0	0	0.620031075	0	1.860633955	1.824769164	0	0	0	0.588077365	0.811340778	0	2.270269711	0	0	0	1.951383532	0	0	0	0.266689959	0	0	0	0	0	0.816741731	0	0	0	0	0	0	0
TCONS_00012601	1.402638898	2.100010455	1.27896752	3.976359263	0	1.283425871	0	1.587280987	1.24006215	0	0	0	16.6607097	0	2.874473105	0.294038683	0	0	0	0	0	0	0.975691766	1.752274795	0	0	1.600139755	3.847913185	0	0	0	0	0.816741731	0	0	0	0	0	1.138864293	0
TCONS_00012602	9.117152837	0	1.27896752	9.543262231	0	5.133703485	0	3.174561974	3.72018645	0	3.721267911	0	0	0	0.958157702	1.764232095	4.868044667	1.780723947	0	0	17.83809964	2.544750756	3.902767063	0.876137397	0	0	5.867179103	4.809891481	0	3.75608997	0	6.546277138	3.266966922	2.170600363	0	2.541856713	13.10168845	1.528107258	0	0.923833148
TCONS_00012603	1.402638898	1.050005227	0	2.783451484	0	4.491990549	1.518570018	4.761842961	0	0.505823958	2.790950933	0	0	0	0	0	2.434022334	0	0	0	3.567619928	2.12062563	5.854150595	0	0	1.227645091	3.46696947	0.961978296	0	0	0	2.805547345	0.816741731	0	2.77598215	0	0	1.528107258	0	1.847666295
TCONS_00012605	9.117152837	0	7.67380512	9.145626305	3.990291895	7.058842292	0	34.92018172	2.4801243	1.011647916	1.860633955	0	26.65713552	2.016134116	7.665261613	0.588077365	8.113407779	1.187149298	9.081078845	0	3.567619928	3.817126133	8.781225892	0	0	3.682935273	6.667248981	12.50571785	1.348600562	3.75608997	1.079540209	3.740729793	1.633483461	4.341200726	0	0.847285571	3.275422113	1.528107258	0	0
TCONS_00012606	83.45701443	79.80039728	99.75946656	55.66902968	18.62136218	80.85582989	88.07706107	65.07852047	66.9633561	40.46591666	130.2443769	65.6916899	26.65713552	66.53242584	111.1462934	34.10848718	124.9464798	37.98877755	29.51350625	53.55475733	74.9200185	36.47476083	110.2531695	70.0909918	121.2601268	31.91877237	68.53931952	71.18639392	57.98982417	52.58525959	30.22712584	74.81459587	40.0203448	67.28861126	69.39955376	30.50228055	46.94771695	62.65239759	63.77640039	33.25799332
TCONS_00012607	100.2886812	33.60016728	104.8753366	66.40519969	23.94175137	83.42268163	82.00278099	60.31667751	65.72329395	25.79702187	110.7077203	56.56784408	16.6607097	71.57276113	89.10866625	19.70059173	98.9835749	36.80162825	43.13512452	48.8569716	42.81143914	31.80938445	80.98241656	62.20575522	102.7342741	34.37406255	58.40510107	72.14837222	76.87023204	84.51202434	26.98850521	89.77751504	40.83708653	40.15610672	67.54889899	31.34956612	60.0494054	44.31511049	66.05412898	21.2481624
TCONS_00012609	7.01319449	3.150015682	7.67380512	5.169267042	1.330097298	7.700555228	12.14856015	7.936404936	13.64068365	1.517471875	5.581901866	1.824769164	3.332141939	5.040335291	12.45605012	2.646348143	4.868044667	2.374298597	11.35134856	3.758228585	7.135239857	2.968875882	8.781225892	12.26592356	5.052505282	13.504096	11.46766825	3.847913185	0	7.512179941	6.477241251	6.546277138	8.984159037	9.767701634	8.327946451	5.930998996	8.734458967	9.16864355	2.277728585	5.542998886
TCONS_00012616	0	4.200020909	0	0.397635926	0	0	0	0	0	0	0	0	6.664283879	1.008067058	0	0	0	0.593574649	0	1.879114292	0	0	0	1.752274795	0	0	1.866829715	0	0	1.878044985	1.079540209	1.870364897	0	0	0	0	0	0	0	0
TCONS_00012617	35.06597245	44.10021955	49.87973328	45.72813152	19.95145948	13.47597165	10.62999013	6.349123948	9.9204972	9.610655206	40.93394702	39.23253702	3.332141939	53.42755408	53.65683129	25.87540407	8.113407779	21.96226202	4.540539423	28.18671439	67.78477864	26.71988293	3.902767063	25.40798453	13.47334742	20.86996655	35.20307462	16.35363104	35.06361461	24.41458481	22.67034438	50.49985221	14.70135115	16.27950272	34.23711319	23.72399598	48.03952432	35.14646694	63.77640039	14.78133036
TCONS_00012647	8.415833388	3.150015682	8.95277264	3.578723337	3.990291895	14.11768458	3.037140037	1.587280987	3.100155375	4.552415624	11.16380373	10.0362304	3.332141939	2.016134116	6.707103911	4.116541556	17.84949711	1.780723947	11.35134856	4.697785731	3.567619928	2.544750756	3.902767063	6.132961782	6.736673709	3.682935273	6.400559022	6.733848074	14.83460618	9.390224926	2.159080417	11.22218938	4.900450384	3.255900545	14.80523814	2.541856713	1.091807371	7.640536292	2.277728585	2.771499443
TCONS_00012652	0.701319449	1.050005227	12.7896752	0	0	0.641712936	3.037140037	0	0.620031075	0	0.930316978	0.912384582	0	6.048402349	0	0	0	1.187149298	0	1.879114292	0	0	0	4.380686987	1.684168427	0	1.066759837	0.961978296	0	16.90240487	0	0.935182448	1.633483461	0	2.77598215	0.847285571	1.091807371	1.528107258	1.138864293	0
TCONS_00012653	0	1.050005227	0	0	0	0	1.518570018	0	1.24006215	0.505823958	0	0	0	0	0	0	0.811340778	1.187149298	0	1.879114292	3.567619928	0.424125126	1.951383532	0.876137397	0	0	0	3.847913185	0	0	0	0	0	0	0	0.847285571	0	0	2.277728585	0
TCONS_00012679	4.207916694	1.050005227	1.27896752	1.192907779	2.660194597	0	1.518570018	0	2.4801243	1.011647916	0.930316978	1.824769164	0	2.016134116	0.958157702	1.764232095	0	1.187149298	0	3.758228585	0	0.848250252	0	0.876137397	0	0	0	0.961978296	2.697201124	3.75608997	4.318160834	0.935182448	0.816741731	0	0	0	0	1.528107258	5.694321463	0
TCONS_00012680	0.701319449	0	0	1.192907779	1.330097298	0.641712936	1.518570018	1.587280987	1.24006215	0.505823958	0	0.912384582	0	2.016134116	0.958157702	4.116541556	0	1.187149298	0	0	0	1.272375378	0.975691766	0	0	0	0.266689959	0.961978296	1.348600562	1.878044985	1.079540209	0.935182448	2.450225192	0	0.925327383	0	3.275422113	1.528107258	5.694321463	1.847666295
TCONS_00012685	3.506597245	1.050005227	0	2.783451484	1.330097298	1.925138807	0	1.587280987	0	0.505823958	34.42172817	0.912384582	0	2.016134116	4.790788508	1.17615473	25.96290489	0	0	0.939557146	3.567619928	5.937751763	17.56245178	2.628412192	1.684168427	17.18703127	9.334148573	9.619782962	1.348600562	1.878044985	0	8.416642035	2.450225192	7.597101271	19.43187505	0.847285571	1.091807371	4.584321775	0	0
TCONS_00012704	0.701319449	0	0	1.590543705	0	0	0	1.587280987	0	1.011647916	0	0.912384582	0	0	0	0.588077365	0	0	0	0.939557146	3.567619928	2.544750756	0.975691766	0.876137397	1.684168427	0	3.200279511	0	1.348600562	0	0	0.935182448	1.633483461	1.085300182	1.850654767	0	1.091807371	1.528107258	5.694321463	0
TCONS_00012718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848250252	1.951383532	2.628412192	6.736673709	0	0.266689959	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00012719	43.48180584	48.30024046	33.25315552	34.59432559	11.97087569	12.19254578	21.25998026	25.39649579	8.060403975	8.59900729	50.2371168	78.46507405	9.996425818	57.45982231	68.98735451	47.92830526	33.26497189	22.55583667	11.35134856	44.15918587	21.40571957	26.29575781	2.927075297	16.64661055	16.84168427	4.910580364	8.267388736	21.16352252	101.1450422	127.707059	93.91999814	100.9997044	31.85292749	173.6480291	54.59431562	33.89142284	22.92795479	36.6745742	58.08207893	24.94349499
TCONS_00012720	0	0	0	0	0	0.641712936	1.518570018	0	0.620031075	0	0	0	0	4.032268232	0	0	0.811340778	0	0	0	0	0.848250252	0.975691766	0	0	0	0	0	1.348600562	1.878044985	1.079540209	0	0	13.02360218	0	0	0	0	0	0
TCONS_00012722	5.610555592	0	6.3948376	4.373995189	0	3.208564678	1.518570018	9.523685923	0.620031075	0.505823958	2.790950933	0.912384582	6.664283879	1.008067058	1.916315403	1.470193413	3.245363111	0	9.081078845	0	0	0.424125126	1.951383532	0	0	0	0.533379918	6.733848074	0	0	3.238620626	2.805547345	3.266966922	22.79130381	1.850654767	0	1.091807371	0	1.138864293	1.847666295
