Ids	Human_Hs1_ACC.bam.out	Human_Hs2_ACC.bam.out	Human_Hs5_ACC.bam.out	Human_Hs6_ACC.bam.out	Human_Hs8_ACC.bam.out	Human_Hs1_CB.bam.out	Human_Hs2_CB.bam.out	Human_Hs3_CB.bam.out	Human_Hs6_CB.bam.out	Human_Hs8_CB.bam.out	Human_Hs1_DPFC.bam.out	Human_Hs2_DPFC.bam.out	Human_Hs3_DPFC.bam.out	Human_Hs5_DPFC.bam.out	Human_Hs6_DPFC.bam.out	Human_Hs8_DPFC.bam.out	Human_Hs1_PMC.bam.out	Human_Hs2_PMC.bam.out	Human_Hs3_PMC.bam.out	Human_Hs5_PMC.bam.out	Human_Hs6_PMC.bam.out	Human_Hs8_PMC.bam.out	Human_Hs1_STR.bam.out	Human_Hs2_STR.bam.out	Human_Hs5_STR.bam.out	Human_Hs8_STR.bam.out	Human_Hs6_STR.bam.out	Human_Hs1_V1C.bam.out	Human_Hs2_V1C.bam.out	Human_Hs5_V1C.bam.out	Human_Hs8_V1C.bam.out	Human_Hs6_V1C.bam.out	Human_Hs4_HIP.bam.out	Human_Hs6_HIP.bam.out	Human_Hs7_HIP.bam.out	Human_Hs9_HIP.bam.out	Human_Hs6_VPFC.bam.out	Human_Hs5_VPFC.bam.out	Human_Hs2_VPFC.bam.out	Human_Hs8_VPFC.bam.out
TCONS_00062123	39.97520859	87.15043387	43.48489568	17.49598076	74.48544871	39.78620201	36.44568044	38.09474369	47.1223617	76.37941769	64.19187146	77.55268947	56.64641297	68.54855995	51.74051589	81.74275376	96.54955257	43.33094939	43.13512452	74.22501455	32.10857936	91.6110272	51.71166359	63.95803002	80.84008451	74.88635055	47.47081274	24.04945741	28.3206118	41.31698968	109.0335611	30.86102079	77.59046441	146.5155245	45.34104179	107.6052675	22.92795479	62.65239759	60.35980751	103.4693125
TCONS_00062124	534.4054201	888.3044224	905.5090041	491.8756408	1354.03905	619.2529829	452.5338655	422.2167426	1013.130777	1368.759631	706.1105861	1371.314027	206.5928002	1224.801476	848.9277236	1650.733164	331.0270374	736.032565	281.5134442	1101.160975	585.0896683	1523.881578	158.0620661	328.5515241	451.3571385	740.2699899	240.8210332	334.7684471	586.6412445	411.2918518	1414.197673	583.5538478	704.0313718	268.0691449	498.7514597	1329.391061	489.1297022	1094.124797	1551.133167	1300.757072
TCONS_00062141	25.24750016	28.35014114	10.23174016	46.9210393	18.62136218	19.893101	27.33426033	3.174561974	17.98090117	9.104831248	26.97919235	20.98484539	3.332141939	15.12100587	28.74473105	17.93635964	41.37837967	22.55583667	18.16215769	20.67025722	14.27047971	13.99612916	22.44091061	39.42618289	21.89418955	29.46348218	39.73680393	20.20154422	56.64122361	20.65849484	23.74988459	23.37956121	5.717192114	8.682401453	31.46113104	38.12785069	28.38699164	16.80917984	28.47160732	35.10565961
TCONS_00062154	0	1.050005227	1.27896752	0	0	0	0	0	0	0	0.930316978	0.912384582	0	0	0	0.882116048	0	0.593574649	2.270269711	0.939557146	0	1.272375378	0.975691766	0	1.684168427	0	1.066759837	4.809891481	0	3.75608997	0	0	5.717192114	2.170600363	1.850654767	0	1.091807371	1.528107258	0	0
TCONS_00062155	7.01319449	1.050005227	11.51070768	6.759810747	2.660194597	4.491990549	3.037140037	0	6.20031075	2.023295833	4.651584889	10.0362304	0	5.040335291	4.790788508	5.880773652	3.245363111	5.935746492	13.62161827	5.637342877	7.135239857	5.513626637	7.805534126	5.256824385	1.684168427	13.504096	7.467318859	1.923956592	4.045801686	7.512179941	4.318160834	6.546277138	3.266966922	10.85300182	3.701309534	0.847285571	4.367229483	3.056214517	9.110914341	1.847666295
TCONS_00062159	1.402638898	4.200020909	1.27896752	0.795271853	6.650486492	1.283425871	1.518570018	0	1.860093225	10.11647916	3.721267911	6.386692074	3.332141939	6.048402349	0	25.2873267	0	0.593574649	0	11.27468575	3.567619928	15.69262966	0.975691766	0	6.736673709	13.504096	2.933589552	0	4.045801686	0	18.35218355	0.935182448	8.167417306	1.085300182	0.925327383	9.32014128	3.275422113	4.584321775	7.972050049	18.47666295
TCONS_00062160	1.402638898	1.050005227	0	0	2.660194597	0.641712936	0	0	0.620031075	2.023295833	0	0.912384582	0	1.008067058	0	3.822502874	0	0	2.270269711	0	0	2.544750756	0.975691766	0.876137397	0	4.910580364	1.600139755	0.961978296	0	3.75608997	3.238620626	0.935182448	0.816741731	1.085300182	0.925327383	1.694571142	0	1.528107258	0	2.771499443
TCONS_00062166	16.13034733	19.95009932	30.69522048	19.08652446	41.23301625	10.26740697	15.18570018	12.6982479	14.26071472	20.23295833	14.88507164	18.24769164	16.6607097	33.26621292	17.24683863	42.34157029	14.604134	3.561447895	15.89188798	29.12627153	24.9733395	42.83663772	17.56245178	12.26592356	21.89418955	30.69112728	14.93463772	23.08747911	9.440203934	18.78044985	24.8294248	14.96291917	29.4027023	22.79130381	18.50654767	37.28056512	18.5607253	22.92160887	19.36069298	25.86732814
TCONS_00062167	7.01319449	5.250026137	5.11587008	16.7007089	2.660194597	4.491990549	4.555710055	4.761842961	8.060403975	6.069887499	5.581901866	10.0362304	16.6607097	6.048402349	14.37236552	7.645005747	6.490726223	5.935746492	11.35134856	8.456014316	7.135239857	19.08563067	25.36798591	6.132961782	15.15751584	27.008192	34.93638466	4.809891481	9.440203934	11.26826991	18.35218355	13.09255428	3.266966922	13.02360218	14.80523814	11.01471242	22.92795479	1.528107258	4.555457171	6.466832034
TCONS_00062183	42.07916694	101.8505071	79.29598624	28.62978669	130.3495352	56.47073834	80.48421097	34.92018172	78.12391545	129.4909333	59.54028657	147.8063023	13.32856776	147.1777905	64.19656601	206.4151552	25.15156411	80.72615229	18.16215769	123.0819862	82.05525835	170.4983006	31.2221365	45.55914467	58.94589495	89.61809165	23.46871641	33.66924037	63.38422642	78.87788938	278.5213738	45.82393997	98.00900767	42.32670708	61.99693469	105.0634108	51.31494643	123.7766879	112.747565	170.9091323
TCONS_00062186	23.84486127	91.35045478	84.41185632	32.20851003	148.9708974	39.78620201	53.14995064	42.85658665	60.76304535	123.4210458	44.65521493	117.6976111	36.65356133	115.9277117	50.78235818	296.9790694	15.41547478	77.16470439	6.810809134	104.2908432	57.08191886	236.2376952	16.58676002	49.93983166	42.10421068	67.52048001	29.86927543	29.82132718	31.01781293	58.21939454	296.8735574	56.1109469	76.77372268	37.98550636	44.41571441	146.5804038	40.39687272	80.98968469	55.80435034	218.0246229
TCONS_00062191	21.03958347	18.90009409	17.90554528	9.940898158	14.63107028	14.75939752	9.11142011	17.46009086	8.060403975	26.80866979	10.23348675	10.94861498	36.65356133	4.032268232	7.665261613	19.70059173	6.490726223	37.98877755	36.32431538	16.91202863	0	16.11675479	14.63537649	12.26592356	13.47334742	11.04880582	6.667248981	5.771869777	6.74300281	13.1463149	11.87494229	4.675912242	17.15157634	14.10890236	9.253273835	13.55656913	4.367229483	7.640536292	4.555457171	36.02949276
TCONS_00062193	4.207916694	7.350036592	3.83690256	1.988179632	3.990291895	3.850277614	1.518570018	1.587280987	3.72018645	4.046591666	7.442535822	2.737153746	0	8.064536465	3.832630806	10.29135389	8.924748557	0.593574649	6.810809134	3.758228585	0	5.513626637	1.951383532	9.637511372	1.684168427	1.227645091	1.866829715	0.961978296	2.697201124	0	7.55678146	0	4.083708653	0	5.551964301	6.778284567	0	3.056214517	3.416592878	1.847666295
TCONS_00062204	0.701319449	0	1.27896752	0.397635926	0	0	0	0	0.620031075	0.505823958	0.930316978	0	0	0	0	0	0.811340778	0.593574649	0	0.939557146	0	0	1.951383532	0	1.684168427	2.455290182	0	0	0	0	0	2.805547345	0	0	1.850654767	0	0	1.528107258	0	0
TCONS_00062223	4.207916694	8.400041819	11.51070768	2.385815558	7.98058379	3.850277614	12.14856015	7.936404936	6.20031075	9.610655206	6.512218844	18.24769164	6.664283879	23.18554234	3.832630806	25.87540407	3.245363111	0.593574649	2.270269711	18.79114292	32.10857936	26.71988293	5.854150595	15.77047315	23.57835798	23.32525673	6.93393894	0.961978296	1.348600562	15.02435988	26.98850521	6.546277138	25.31899365	68.37391144	15.73056552	23.72399598	1.091807371	9.16864355	15.9441001	4.619165739
TCONS_00062230	11.92243063	2.100010455	2.55793504	0.795271853	6.650486492	0.641712936	0	6.349123948	0	1.011647916	4.651584889	0	16.6607097	1.008067058	3.832630806	1.764232095	16.22681556	2.967873246	13.62161827	0.939557146	0	1.272375378	13.65968472	1.752274795	3.368336854	3.682935273	5.600489144	12.50571785	0	1.878044985	0	3.740729793	0.816741731	4.341200726	12.95458337	1.694571142	2.183614742	1.528107258	1.138864293	0
TCONS_00062231	7.01319449	1.050005227	5.11587008	18.68888854	21.28155677	3.208564678	6.074280074	23.80921481	4.9602486	5.058239582	15.81538862	3.649538328	66.64283879	2.016134116	19.16315403	6.174812334	73.02067001	4.748597193	22.70269711	5.637342877	7.135239857	6.361876889	61.46858124	16.64661055	10.10501056	23.32525673	40.5368738	19.23956592	8.091603372	3.75608997	9.715861877	19.63883141	14.70135115	28.21780472	33.3117858	13.55656913	24.01976216	6.112429033	3.416592878	9.238331477
TCONS_00062246	37.87125025	149.1007423	75.45908368	50.10212671	123.6990487	16.68453633	12.14856015	17.46009086	7.4403729	8.093183332	70.70409031	126.8214569	129.9535356	148.1858575	68.98735451	192.5953371	47.05776512	98.53339176	70.37836105	122.142429	17.83809964	161.591673	54.63873888	70.0909918	65.68256866	141.1791855	36.0031445	32.70726207	39.1094163	28.17067478	223.4648232	52.37021711	106.176425	44.49730745	59.22095254	208.4322504	53.49856117	96.27075727	124.1362079	209.7101245
TCONS_00062258	3.506597245	7.350036592	16.62657776	5.566902968	18.62136218	5.775416421	6.074280074	7.936404936	9.300466125	14.16307083	2.790950933	14.59815331	13.32856776	16.12907293	7.665261613	25.87540407	1.622681556	7.716470439	4.540539423	15.03291434	10.70285979	19.50975579	1.951383532	5.256824385	5.052505282	2.455290182	3.46696947	4.809891481	6.74300281	7.512179941	23.74988459	5.61109469	8.167417306	5.426500908	5.551964301	8.472855709	10.91807371	6.112429033	2.277728585	5.542998886
TCONS_00062259	0.701319449	1.050005227	1.27896752	0	0	0.641712936	1.518570018	0	0.620031075	0	0	0	0	0	0	0	0.811340778	0	0	0	0	0	0	0.876137397	0	0	0.266689959	0	0	1.878044985	0	0	0.816741731	0	0	0.847285571	0	1.528107258	1.138864293	0
TCONS_00062270	16.83166678	44.10021955	26.85831792	5.964538895	35.91262706	16.68453633	16.7042702	14.28552888	16.74083902	22.25625416	17.67602258	33.75822953	13.32856776	40.32268232	20.12131173	41.16541556	17.03815634	20.77511272	15.89188798	46.03830016	14.27047971	40.29188696	14.63537649	21.90343494	33.68336854	34.37406255	9.867528492	10.58176126	16.18320674	28.17067478	26.98850521	10.28700693	32.66966922	11.938302	16.6558929	44.90613526	14.19349582	24.44971613	34.16592878	30.48649387
TCONS_00062273	0	1.050005227	0	0	0	0	0	0	0	0	4.651584889	0	0	0	0	0	4.868044667	0	0	0.939557146	0	0.424125126	1.951383532	0	0	1.227645091	0.266689959	0	1.348600562	1.878044985	0	0	0.816741731	0	0	0.847285571	0	0	0	0
TCONS_00062276	2.103958347	0	2.55793504	0.397635926	0	0	0	1.587280987	0	0.505823958	3.721267911	1.824769164	0	1.008067058	0.958157702	0	11.35877089	0	0	0	3.567619928	0.848250252	5.854150595	3.50454959	1.684168427	7.365870546	1.600139755	7.69582637	0	0	0	5.61109469	3.266966922	1.085300182	6.477291684	8.472855709	1.091807371	0	2.277728585	1.847666295
TCONS_00062279	0	0	0	0.397635926	0	0.641712936	0	0	0	0	0.930316978	0	0	0	0	0	0.811340778	0	0	0	0	0	0	0	1.684168427	1.227645091	0.266689959	0.961978296	0	0	1.079540209	0	0.816741731	1.085300182	0	0	0	0	0	0
TCONS_00062280	4.909236143	5.250026137	1.27896752	1.590543705	1.330097298	0.641712936	0	4.761842961	0.620031075	3.540767708	3.721267911	0.912384582	13.32856776	0	0.958157702	2.058270778	0.811340778	0	0	1.879114292	0	1.272375378	3.902767063	3.50454959	0	1.227645091	0.800069878	0.961978296	0	0	3.238620626	0.935182448	0.816741731	0	4.626636917	0.847285571	1.091807371	0	0	0.923833148
TCONS_00062281	3.506597245	1.050005227	0	4.373995189	7.98058379	0	1.518570018	0	3.100155375	2.023295833	0	1.824769164	3.332141939	4.032268232	0	2.940386826	0	0	0	0.939557146	7.135239857	5.937751763	0.975691766	0.876137397	6.736673709	0	1.600139755	0	1.348600562	3.75608997	1.079540209	0.935182448	1.633483461	6.51180109	0	0	13.10168845	4.584321775	2.277728585	9.238331477
TCONS_00062282	50.49500033	31.50015682	34.53212304	30.2203304	17.29126488	70.58842292	36.44568044	73.01492541	27.90139837	36.41932499	32.56109422	28.28392204	33.32141939	34.27427998	27.78657335	21.46482383	81.94541856	17.80723947	38.59458509	27.24715724	17.83809964	19.50975579	58.54150595	50.81596905	20.21002113	19.64232146	24.80216621	67.33848074	32.36641349	54.46330457	10.79540209	16.83328407	35.11989442	39.07080654	54.59431562	9.32014128	20.74434005	9.16864355	26.19387873	2.771499443
TCONS_00062297	2.103958347	0	2.55793504	0	0	0.641712936	3.037140037	0	0	0	0.930316978	1.824769164	0	2.016134116	1.916315403	1.17615473	0.811340778	0.593574649	2.270269711	2.818671439	3.567619928	1.272375378	0.975691766	3.50454959	1.684168427	1.227645091	1.333449796	0	0	5.634134956	0	0.935182448	0.816741731	2.170600363	0.925327383	3.389142284	1.091807371	0	1.138864293	0.923833148
TCONS_00062298	1.402638898	0	2.55793504	0.397635926	1.330097298	0	4.555710055	0	0.620031075	0.505823958	5.581901866	1.824769164	0	0	2.874473105	0.588077365	1.622681556	1.187149298	0	0	3.567619928	0.424125126	0	0	0	2.455290182	0.800069878	0	0	3.75608997	2.159080417	0.935182448	1.633483461	1.085300182	1.850654767	0.847285571	0	1.528107258	5.694321463	0
TCONS_00062377	35.06597245	145.9507266	65.22734352	13.12198557	47.88350274	101.3906438	157.9312819	53.96755356	128.3464325	274.1565854	50.2371168	170.6159168	16.6607097	211.6940822	73.77814302	174.9530161	0	95.56551852	15.89188798	139.0544576	46.37905907	180.6773037	8.781225892	70.0909918	102.7342741	448.0904582	23.20202645	20.20154422	53.94402248	75.12179941	280.6804542	62.65722404	39.20360307	8.682401453	8.327946451	166.0679719	18.5607253	148.2264041	157.1632724	129.3366407
TCONS_00062382	0	0	0	2.385815558	2.660194597	0.641712936	0	0	0.620031075	0	0.930316978	2.737153746	0	3.024201174	0	3.234425508	0.811340778	0	0	0.939557146	0	0	3.902767063	0.876137397	1.684168427	0	0.533379918	0.961978296	2.697201124	1.878044985	1.079540209	1.870364897	0	0	0	0.847285571	0	1.528107258	2.277728585	0
TCONS_00062395	4.909236143	6.300031364	2.55793504	6.759810747	13.30097298	169.412215	208.0440925	88.88773528	285.8343256	352.0534749	9.303169777	9.12384582	0	6.048402349	3.832630806	17.05424359	0	1.780723947	0	7.51645717	0	6.786002015	0	2.628412192	0	0	0	1.923956592	0	3.75608997	11.87494229	6.546277138	6.533933845	7.597101271	12.02925599	12.70928356	18.5607253	4.584321775	5.694321463	12.00983092
TCONS_00062408	258.7868767	823.2040983	566.5826113	182.1172542	719.5826384	229.733231	367.4939444	215.8702142	280.874077	406.6824624	271.6525575	910.5598128	256.5749293	739.9212207	335.3551956	683.9339757	128.1918429	718.2253255	190.7026558	641.7175309	371.0324726	691.7480804	173.6731343	429.3073248	427.7787805	391.618784	171.7483337	126.0191568	303.4351265	236.6336681	589.4289539	209.4808684	634.6083247	275.6662461	340.5204771	583.7797583	289.3289533	576.0964364	1060.282656	673.4743647
TCONS_00062410	133.9520148	386.4019237	372.1795483	78.73191341	414.9903571	132.1928647	208.0440925	130.1570409	170.5085456	275.1682333	150.7113504	503.6362892	146.6142453	437.5011032	165.7612824	452.2314938	93.30418945	245.1463301	140.7567221	397.4326728	135.5695573	405.8877455	112.2045531	214.6536624	252.6252641	356.0170764	76.80670826	115.4373955	136.2086568	184.0484086	353.0096482	114.0922587	429.6061503	169.3068283	205.4226791	426.1846422	99.35447075	333.1273823	487.4339173	390.7814215
TCONS_00062412	10.51979173	15.75007841	23.02141536	11.53144186	30.59223786	12.19254578	44.03853053	25.39649579	13.02065257	16.69219062	23.25792444	31.93346037	13.32856776	25.20167645	10.53973472	30.87406167	1.622681556	20.77511272	2.270269711	21.60981436	32.10857936	40.29188696	4.878458829	13.14206096	3.368336854	36.82935273	10.40090841	6.733848074	20.22900843	20.65849484	23.74988459	14.02773672	17.96831807	8.682401453	29.61047627	29.65499498	6.550844225	30.56214517	34.16592878	30.48649387
TCONS_00062418	6.311875041	5.250026137	3.83690256	5.169267042	2.660194597	4.491990549	7.592850092	0	5.580279675	5.564063541	3.721267911	6.386692074	3.332141939	6.048402349	5.748946209	4.410580239	17.03815634	11.87149298	0	2.818671439	0	10.17900302	8.781225892	7.00909918	0	6.138225455	2.133519674	4.809891481	21.57760899	11.26826991	12.9544825	5.61109469	12.25112596	4.341200726	12.95458337	12.70928356	0	12.22485807	9.110914341	3.695332591
TCONS_00062419	7.714513939	2.100010455	12.7896752	7.5550826	1.330097298	8.342268163	13.66713017	1.587280987	7.4403729	4.046591666	8.372852799	0.912384582	3.332141939	12.0968047	3.832630806	2.352309461	8.113407779	7.12289579	2.270269711	4.697785731	0	2.968875882	10.73260942	9.637511372	10.10501056	2.455290182	10.13421845	16.35363104	8.091603372	5.634134956	3.238620626	7.481459587	0.816741731	10.85300182	3.701309534	3.389142284	9.826266338	0	2.277728585	3.695332591
TCONS_00062420	32.26069465	22.05010977	33.25315552	13.12198557	14.63107028	21.17652688	30.37140037	33.33290073	7.4403729	16.18636666	15.81538862	21.89722997	0	30.24201174	8.623419314	11.17346994	47.86910589	35.0209043	6.810809134	18.79114292	14.27047971	6.361876889	19.51383532	42.93073248	21.89418955	7.365870546	18.66829715	20.20154422	31.01781293	28.17067478	5.397701043	28.05547345	20.41854327	18.45010309	28.68514889	8.472855709	7.642651596	33.61835968	29.61047161	11.08599777
TCONS_00062425	4.909236143	2.100010455	7.67380512	0	1.330097298	1.283425871	1.518570018	0	4.9602486	1.011647916	0	4.56192291	0	5.040335291	0.958157702	1.764232095	7.302067001	16.02651553	0	3.758228585	3.567619928	0.848250252	1.951383532	3.50454959	15.15751584	0	1.600139755	0.961978296	5.394402248	3.75608997	2.159080417	5.61109469	4.900450384	0	6.477291684	0.847285571	2.183614742	6.112429033	2.277728585	0.923833148
TCONS_00062426	17.53298622	3.150015682	17.90554528	21.07470409	11.97087569	19.893101	4.555710055	23.80921481	14.8807458	5.058239582	8.372852799	0.912384582	6.664283879	5.040335291	11.49789242	6.762889699	17.03815634	9.497194387	20.4324274	1.879114292	10.70285979	7.634252267	33.17352004	1.752274795	11.78917899	4.910580364	18.93498711	33.66924037	5.394402248	11.26826991	8.636321668	20.57401386	8.167417306	22.79130381	5.551964301	5.083713425	15.28530319	6.112429033	5.694321463	13.85749722
TCONS_00062440	2.103958347	2.100010455	7.67380512	8.350354452	3.990291895	0	0	0	0	0	0	0.912384582	0	1.008067058	0	0.882116048	0	0.593574649	0	0.939557146	3.567619928	0.424125126	0	0	0	0	0.266689959	0	0	0	0	0	0	0	0	0.847285571	1.091807371	1.528107258	0	0.923833148
TCONS_00062441	0.701319449	1.050005227	2.55793504	0.397635926	2.660194597	0	0	0	0	0	0	0.912384582	0	0	0	0	0	0	0	1.879114292	0	0.424125126	0	0	1.684168427	0	0.533379918	0	0	0	0	0	0	0	0	0	0	0	0	0.923833148
TCONS_00062451	392.037572	433.6521589	400.3168338	526.8676023	476.1748328	390.8031778	485.9424059	442.8513954	443.3222186	409.7174062	460.506904	493.6000588	373.1998972	419.3558962	476.2043777	369.3125853	384.5755287	643.4349197	274.7026351	333.5427869	495.8991701	457.2068858	371.7385628	363.59702	404.2004225	414.9440408	371.2324233	389.60121	662.162876	452.6088414	440.4524051	501.2577923	353.6491694	474.2761794	322.9392568	372.8056512	519.7003085	342.2960259	612.7089895	484.0885694
TCONS_00062458	10.51979173	4.200020909	7.67380512	7.157446673	6.650486492	5.775416421	4.555710055	6.349123948	7.4403729	6.575711457	9.303169777	6.386692074	0	5.040335291	4.790788508	7.645005747	6.490726223	2.374298597	24.97296682	0.939557146	0	10.17900302	4.878458829	6.132961782	5.052505282	0	5.867179103	11.54373955	6.74300281	11.26826991	10.79540209	9.351824483	4.083708653	0	3.701309534	2.541856713	9.826266338	7.640536292	5.694321463	6.466832034
TCONS_00062459	19.63694457	3.150015682	15.34761024	6.759810747	13.30097298	12.19254578	3.037140037	4.761842961	9.9204972	9.104831248	13.95475467	5.474307492	3.332141939	4.032268232	3.832630806	13.23174072	17.03815634	4.748597193	4.540539423	6.576900023	0	11.87550353	11.70830119	7.00909918	11.78917899	6.138225455	7.734008818	7.69582637	17.53180731	5.634134956	15.11356292	13.09255428	7.350675575	0	15.73056552	4.236427854	18.5607253	13.75296532	11.38864293	8.314498329
TCONS_00062462	133.9520148	118.6505907	170.1026802	181.3219824	164.932065	114.8666155	126.0413115	76.18948738	130.8265568	106.2230312	174.8995918	144.156764	123.2892518	125.0003152	119.7697127	118.4975891	223.1187139	228.5262399	120.3242947	127.7797719	242.5981551	129.7822885	158.0620661	228.6718607	198.7318744	197.6508597	175.7486831	121.2092653	199.5928832	165.2679587	114.4312621	167.3976583	120.8777761	328.845955	142.5004171	104.2161252	183.4236383	154.3388331	159.441001	166.2899666
TCONS_00062471	7.714513939	5.250026137	15.34761024	7.157446673	6.650486492	14.11768458	21.25998026	6.349123948	21.08105655	17.19801458	16.7457056	10.0362304	0	6.048402349	3.832630806	6.468851017	9.736089334	2.374298597	2.270269711	3.758228585	0	5.513626637	9.756917658	0.876137397	6.736673709	2.455290182	3.200279511	6.733848074	6.74300281	3.75608997	0	2.805547345	3.266966922	4.341200726	10.17860122	5.930998996	2.183614742	9.16864355	2.277728585	4.619165739
TCONS_00062473	30.85805576	3.150015682	11.51070768	48.90921893	13.30097298	78.93069108	30.37140037	138.0934459	53.94270352	94.08325623	41.864264	8.211461238	76.63926461	3.024201174	28.74473105	13.23174072	104.6629603	7.12289579	56.75674278	7.51645717	35.67619928	13.99612916	77.0796495	19.27502274	13.47334742	14.73174109	29.33589552	119.2853087	20.22900843	9.390224926	18.35218355	47.69430486	14.70135115	16.27950272	24.05851197	12.70928356	53.49856117	7.640536292	7.972050049	18.47666295
TCONS_00062494	49.09236143	220.5010977	125.338817	31.41323818	155.6213839	21.17652688	44.03853053	30.15833876	27.90139837	48.05327603	89.31042986	126.8214569	63.31069685	104.838974	86.23419314	127.9068269	161.4568148	76.57112974	83.99997932	109.9281861	32.10857936	164.1364237	81.95810832	78.85236577	107.7867793	78.56928583	55.73820148	34.63121866	40.45801686	37.5608997	84.20413627	48.62948731	189.4840815	27.13250454	69.39955376	222.8361051	33.8460285	142.113975	154.8855438	136.7273059
TCONS_00062497	4.207916694	0	1.27896752	2.385815558	0	0.641712936	0	0	0	0	13.02443769	3.649538328	0	2.016134116	3.832630806	9.11519916	0	3.561447895	0	9.395571462	7.135239857	5.937751763	0	0.876137397	0	0	0	0.961978296	0	0	2.159080417	9.351824483	0	0	0	0	0	12.22485807	4.555457171	8.314498329
TCONS_00062498	42.78048639	35.70017773	47.32179824	96.22789416	22.61165407	5.133703485	9.11142011	4.761842961	1.860093225	1.011647916	42.79458097	40.14492161	103.2964001	51.41141996	60.3639352	12.64366335	17.84949711	22.55583667	90.81078845	46.97785731	78.48763843	8.906627645	61.46858124	52.56824385	33.68336854	1.227645091	34.6696947	31.74528378	39.1094163	43.19503466	9.715861877	42.08321017	27.76921884	64.03271071	40.71440487	23.72399598	40.39687272	51.95564678	71.74845044	17.55282981
TCONS_00062503	23.14354182	13.65006796	30.69522048	14.31489335	5.320389193	1.925138807	1.518570018	1.587280987	0	0	17.67602258	21.89722997	6.664283879	11.08873764	15.33052323	6.174812334	9.736089334	3.561447895	11.35134856	18.79114292	7.135239857	9.754877897	10.73260942	25.40798453	21.89418955	2.455290182	12.26773812	9.619782962	6.74300281	13.1463149	3.238620626	7.481459587	9.800900767	18.45010309	20.35720244	9.32014128	6.550844225	9.16864355	34.16592878	0.923833148
TCONS_00062506	176.7325011	30.45015159	80.57495376	380.5375815	0	0	1.518570018	0	1.24006215	0.505823958	78.14662613	10.0362304	573.1284136	28.22587763	127.4349743	0.588077365	0.811340778	4.155022544	626.5944403	50.7360859	153.4076569	0.424125126	167.8189837	66.58644221	43.78837911	1.227645091	114.9433724	102.9316777	12.13740506	46.95112463	0	35.53693304	2.450225192	30.38840508	20.35720244	12.70928356	170.3219499	24.44971613	12.52750722	0
TCONS_00062520	449.5457668	1184.405896	1092.238262	297.0340369	941.7088872	554.4399764	683.3565083	446.0259574	450.1425604	561.9704176	405.6182023	767.3154334	89.96783236	592.7434302	398.5936039	401.068763	325.3476519	606.0397168	93.08105816	627.6241737	492.3315501	745.6119714	306.3672144	502.0267288	575.9856021	719.4000233	180.2824124	186.6237895	559.6692332	386.877267	326.021143	257.1751733	976.0063681	240.9366403	636.6252398	776.1135829	277.3190722	473.7132501	1202.640693	468.3834059
TCONS_00062525	3.506597245	33.60016728	53.71663584	0.795271853	13.30097298	7.700555228	24.29712029	0	8.68043505	19.72713437	4.651584889	20.98484539	6.664283879	19.1532741	3.832630806	11.17346994	8.113407779	10.09076904	2.270269711	14.09335719	3.567619928	16.54087991	4.878458829	14.01819836	25.26252641	12.27645091	2.666899592	2.885934889	2.697201124	11.26826991	18.35218355	3.740729793	59.62214633	4.341200726	37.01309534	53.37899097	8.734458967	12.22485807	27.33274302	3.695332591
TCONS_00062548	0	0	0	0.397635926	0	0	0	0	0	0	0	0.912384582	0	0	0	0.294038683	0	0.593574649	0	0.939557146	3.567619928	0.848250252	0	0	0	0	0	0	0	0	0	0	0	0	0.925327383	0	2.183614742	1.528107258	0	0
TCONS_00062572	21.74090292	6.300031364	12.7896752	4.771631116	9.310681089	2.566851743	3.037140037	6.349123948	0	5.564063541	81.86789404	56.56784408	46.64998715	16.12907293	32.57736185	13.5257794	186.6083789	13.65221693	6.810809134	10.33512861	3.567619928	39.44363671	207.8223461	138.4297088	213.8893903	165.7320873	137.612019	26.93539229	62.03562585	13.1463149	33.46574647	38.34248038	17.15157634	23.876604	70.32488114	74.56113024	19.65253268	21.39350162	38.72138595	12.93366407
TCONS_00062590	28.75409741	44.10021955	31.974188	7.952718526	13.30097298	46.20333137	34.92711042	22.22193382	54.5627346	75.87359374	29.77014329	41.05730619	3.332141939	37.29848115	15.33052323	37.93099005	29.208268	24.93013526	15.89188798	38.52184299	3.567619928	34.77826033	40.97905416	20.15116014	42.10421068	35.60170764	14.93463772	16.35363104	14.83460618	22.53653982	42.10206813	17.76846652	34.30315269	29.3031049	26.83449412	52.53170539	18.5607253	42.78700323	42.13797883	43.42015794
TCONS_00062622	35.06597245	49.35024569	43.48489568	25.44869928	59.85437843	32.08564678	28.85283035	28.57105777	37.2018645	55.64063541	32.56109422	41.96969077	23.32499358	40.32268232	58.4476198	52.92696286	20.28351945	75.97755509	15.89188798	37.58228585	42.81143914	47.50201411	30.24644474	29.78867151	38.73587383	30.69112728	19.20167706	26.93539229	28.3206118	45.07307965	44.26114855	36.47211548	39.20360307	52.09440872	26.83449412	55.92084768	36.02964324	45.84321775	42.13797883	57.27765516
TCONS_00062635	0.701319449	0	0	0	0	14.11768458	6.074280074	4.761842961	9.9204972	2.023295833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266689959	0.961978296	0	0	1.079540209	0	0	0	0	0	1.091807371	0	0	0
