Ids	Gorilla_GON_ACC.bam.out	Gorilla_Sakura_ACC.bam.out	Gorilla_GON_CB.bam.out	Gorilla_Sakura_CB.bam.out	Gorilla_GON_DPFC.bam.out	Gorilla_Sakura_DPFC.bam.out	Gorilla_GON_HIP.bam.out	Gorilla_Sakura_HIP.bam.out	Gorilla_GON_PMC.bam.out	Gorilla_Sakura_PMC.bam.out	Gorilla_GON_STR.bam.out	Gorilla_Sakura_STR.bam.out	Gorilla_GON_V1C.bam.out	Gorilla_Sakura_V1C.bam.out	Gorilla_GON_VPFC.bam.out	Gorilla_Sakura_VPFC.bam.out
TCONS_00000003	6.449028029	15.37316499	3.19775855	2.892291511	2.30774749	4.467940743	4.30854473	3.035648886	3.847884866	13.90979363	6.814611907	4.141645342	7.069751963	3.021955641	5.641522708	10.30225719
TCONS_00000021	0.921289718	2.562194166	2.798038731	11.56916605	3.076996654	5.957254324	0.718090788	1.517824443	0.641314144	1.390979363	0.619510173	22.08877516	2.570818896	0	1.538597102	4.415253081
TCONS_00000049	4.606448592	2.562194166	27.98038731	3.615364389	11.53873745	0	17.95226971	6.071297771	16.67416775	0	22.92187641	2.761096895	15.42491337	0	8.205851211	0
TCONS_00000074	1.842579437	0	4.396918006	2.892291511	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00000075	1.842579437	1.281097083	24.78262876	31.81520663	2.30774749	7.446567905	0	0	0.641314144	0	0.619510173	0	1.285409448	3.021955641	0.512865701	1.471751027
TCONS_00000094	0.921289718	1.281097083	2.798038731	0	3.076996654	2.978627162	2.154272365	1.517824443	4.489199011	0	8.053632253	1.380548447	3.856228344	0	2.564328504	0
TCONS_00000152	14.74063549	20.49755333	11.99159456	4.338437267	8.461740797	22.33970371	10.05327104	12.14259554	10.90234045	19.47371109	8.053632253	9.663839131	6.427047239	6.043911282	10.25731401	8.830506163
TCONS_00000203	9.212897184	6.405485414	14.78963329	0	4.61549498	2.978627162	5.026635518	10.6247711	5.771827299	2.781958727	9.2926526	4.141645342	7.712456687	0	9.744448314	4.415253081
TCONS_00000256	0	0	19.58627112	4.338437267	0	0	0.718090788	0	0	0	0	0	1.285409448	0	0	0
TCONS_00000268	6.449028029	0	10.39271529	0.723072878	4.61549498	0	6.462817095	0	5.130513155	1.390979363	8.673142427	0	3.856228344	0	5.128657007	0
TCONS_00000292	0.921289718	0	0	0	0	0	0.718090788	0	0	0	8.673142427	0	0.642704724	0	0	0
TCONS_00000298	12.89805606	0	2.398318913	0	19.23122909	0	14.36181577	0	23.0873092	0	18.5853052	0	46.91744485	0	21.02749373	0
TCONS_00000299	16.58321493	0	21.58487021	1.446145756	20.00047825	2.978627162	23.69699602	0	33.34833551	0	23.54138659	0	12.21138975	0	14.87310532	0
TCONS_00000301	9.212897184	0	11.99159456	0	4.61549498	0	3.590453942	0	8.337083877	0	3.097550867	0	5.141637792	0	8.205851211	0
TCONS_00000302	134.5082989	0	77.94536466	1.446145756	165.3885701	2.978627162	109.1497998	3.035648886	189.1876726	0	99.12162773	0	109.9025078	0	158.9883672	0
TCONS_00000304	10.1341869	0	20.78543058	1.446145756	6.153993307	0	8.61708946	0	15.39153947	0	4.336571213	0	12.21138975	0	5.128657007	0
TCONS_00000338	6.449028029	2.562194166	4.396918006	0	9.230989961	1.489313581	11.48945261	6.071297771	5.130513155	5.563917454	11.15118312	1.380548447	7.712456687	0	4.615791306	0
TCONS_00000347	0.921289718	0	33.17674496	1.446145756	3.076996654	0	2.872363153	0	1.282628289	0	3.097550867	0	2.570818896	0	3.590059905	0
TCONS_00000415	2.763869155	0	1.598879275	0	0.769249163	2.978627162	2.154272365	0	4.489199011	0	0.619510173	0	1.285409448	0	2.564328504	0
TCONS_00000416	39.61545789	0	47.96637825	7.230728779	14.6157341	0	30.8779039	3.035648886	23.0873092	2.781958727	8.053632253	0	15.42491337	3.021955641	25.64328504	0
TCONS_00000436	103.1844485	0	165.8837248	0	112.3103779	0	96.94225643	0	127.6215147	0	109.6533007	5.522193789	167.1032282	0	101.5474087	0
TCONS_00000441	1.842579437	0	0.399719819	0.723072878	2.30774749	0	5.026635518	0	12.18496874	0	8.053632253	8.283290684	2.570818896	0	4.615791306	0
TCONS_00000456	0	0	9.193555832	0	4.61549498	0	0.718090788	0	5.130513155	0	73.72171063	0	16.0676181	0	3.590059905	0
TCONS_00000461	11.05547662	0	2.798038731	0	10.76948829	0	6.462817095	0	3.847884866	0	0	0	16.71032282	0	10.77017971	0
TCONS_00000493	23.95353268	7.686582497	40.3717017	12.29223892	21.53897658	17.87176297	41.64926572	3.035648886	25.01125163	11.12783491	39.64865109	4.141645342	17.35302755	6.043911282	28.20761354	5.887004109
TCONS_00000556	28.55998127	78.14692205	80.34368357	78.09187081	59.23218558	65.52979756	61.7558078	112.3190088	46.1746184	65.37603008	69.38513941	96.63839131	48.2028543	33.24151205	52.82516717	55.92653903
TCONS_00000560	2.763869155	0	0	0	3.846245817	5.957254324	5.744726307	0	0.641314144	0	21.68285607	0	7.712456687	0	4.615791306	0
TCONS_00000561	1.842579437	0	0	0	2.30774749	0	0.718090788	0	0.641314144	0	9.912162773	0	3.21352362	0	2.564328504	0
TCONS_00000562	10.1341869	0	4.796637825	0	5.384744144	0	9.335180248	0	4.489199011	0	15.48775433	0	4.498933068	0	2.564328504	0
TCONS_00000626	1.842579437	0	0	0	0.769249163	0	1.436181577	0	1.282628289	0	0	0	0	0	1.538597102	0
TCONS_00000696	2.763869155	0	0.799439638	0	6.923242471	0	7.898998672	0	6.413141444	0	14.24873399	0	6.427047239	0	9.744448314	0
TCONS_00000752	0	0	5.995797282	0	0	0	0	0	1.282628289	0	1.85853052	0	0.642704724	0	0	0
TCONS_00000759	0.921289718	0	3.997198188	0	3.076996654	0	8.61708946	0	1.923942433	0	15.48775433	0	5.141637792	0	3.590059905	0
TCONS_00000795	1174.644391	2.562194166	471.6693861	2.892291511	1277.72286	0	731.0164225	0	999.1674369	2.781958727	489.4130369	6.902742236	796.311153	0	1132.407467	2.943502054
TCONS_00000806	281.9146538	152.4505529	320.1755748	216.1987905	245.3904831	211.4825285	183.113151	173.0319865	221.2533798	229.511595	125.7605652	153.2408776	230.7309959	244.7784069	229.2509682	175.1383722
TCONS_00000807	75.54575691	24.34084457	102.7279934	33.98442526	95.38689626	23.82901729	114.1764353	21.2495422	90.42529436	9.736855544	166.0287265	24.84987205	75.83915742	51.3732459	93.85442323	20.60451438
TCONS_00000808	0	0	0.399719819	0	1.538498327	0	0	0	0.641314144	1.390979363	4.336571213	0	1.285409448	0	1.538597102	0
TCONS_00000824	453.2745415	0	335.7646478	5.784583023	524.6279294	0	280.0554075	0	464.3114405	0	234.7943557	8.283290684	389.4790627	0	581.5897046	2.943502054
TCONS_00000827	0.921289718	0	0	0	0	0	8.61708946	0	0	0	0	0	0	0	1.025731401	0
TCONS_00000829	1.842579437	1.281097083	0.799439638	0	1.538498327	0	0	0	5.130513155	0	1.85853052	0	0	0	2.051462803	0
TCONS_00000865	0.921289718	0	1.598879275	0	2.30774749	0	5.744726307	0	2.565256578	0	3.71706104	0	1.928114172	0	0.512865701	0
TCONS_00000887	0	1.281097083	0	0.723072878	1.538498327	1.489313581	2.872363153	6.071297771	4.489199011	1.390979363	2.478040693	2.761096895	1.285409448	0	2.564328504	0
TCONS_00000907	4.606448592	2.562194166	2.398318913	1.446145756	2.30774749	0	0	1.517824443	5.771827299	1.390979363	5.57559156	0	6.427047239	0	6.154388409	1.471751027
TCONS_00000963	3.685158874	0	2.398318913	0	2.30774749	0	3.590453942	0	2.565256578	0	1.239020347	0	0	0	1.025731401	0
TCONS_00000964	12.89805606	0	21.58487021	0	6.153993307	0	12.2075434	0	12.82628289	0	11.77069329	0	9.640570859	0	6.154388409	0
TCONS_00001001	60.80512141	0	0.399719819	0.723072878	20.76972741	0	5.744726307	0	21.16336676	0	1.85853052	0	0	0	14.36023962	0
TCONS_00001002	1.842579437	0	3.19775855	0	0	0	1.436181577	0	0	0	3.097550867	0	0	0	0.512865701	0
TCONS_00001006	7.370317747	0	0	0	6.153993307	0	0.718090788	0	5.771827299	2.781958727	3.097550867	0	3.856228344	0	7.18011981	0
TCONS_00001024	2.763869155	0	34.37590441	0.723072878	0.769249163	1.489313581	0	0	1.923942433	0	0	0	1.928114172	0	2.051462803	1.471751027
TCONS_00001033	0.921289718	1.281097083	5.196357644	2.892291511	1.538498327	4.467940743	0	0	1.282628289	0	1.239020347	2.761096895	2.570818896	3.021955641	1.025731401	5.887004109
TCONS_00001068	27.63869155	0	0	0	5.384744144	0	24.4150868	0	13.46759703	0	0.619510173	0	5.141637792	0	8.718716912	0
TCONS_00001069	5.52773831	0	0	0	1.538498327	0	7.180907883	0	1.282628289	0	0.619510173	0	0.642704724	0	1.025731401	0
TCONS_00001097	2.763869155	0	1.998599094	0	4.61549498	0	2.872363153	0	2.565256578	0	1.85853052	0	1.285409448	0	2.051462803	0
TCONS_00001098	19.34708409	0	15.98879275	0	31.5392157	0	9.335180248	0	15.39153947	0	11.15118312	0	12.21138975	0	29.23334494	0
TCONS_00001101	0	0	6.795236919	1.446145756	0.769249163	0	1.436181577	0	1.282628289	1.390979363	0	1.380548447	0	0	0	1.471751027
TCONS_00001111	1.842579437	0	0.799439638	0	1.538498327	0	0.718090788	0	0	0	0.619510173	0	0.642704724	0	1.025731401	0
TCONS_00001129	494.7325788	1.281097083	225.042258	3.615364389	503.858202	5.957254324	409.3117494	9.106946657	527.1602267	9.736855544	421.886428	5.522193789	424.1851178	0	524.1487461	0
TCONS_00001178	3.685158874	0	0	0	1.538498327	0	1.436181577	0	3.847884866	0	0.619510173	0	4.498933068	0	3.590059905	0
TCONS_00001208	298.4978688	0	146.2974537	2.169218634	347.7006219	0	242.7146865	0	371.3208896	2.781958727	422.5059382	8.283290684	305.2847439	6.043911282	400.0352466	0
TCONS_00001209	24.8748224	0	20.38571076	0	34.61621235	0	25.13317759	1.517824443	37.19622037	0	9.912162773	0	16.71032282	0	28.20761354	0
TCONS_00001230	15.66192521	0	12.39131438	1.446145756	20.76972741	0	34.46835784	0	13.46759703	1.390979363	18.5853052	0	16.71032282	0	16.41170242	0
TCONS_00001244	1.842579437	0	4.396918006	0.723072878	4.61549498	0	2.154272365	0	3.847884866	0	0.619510173	0	3.21352362	0	1.025731401	0
TCONS_00001268	2.763869155	0	5.196357644	0.723072878	9.230989961	0	12.2075434	0	6.413141444	0	18.5853052	0	1.928114172	0	10.25731401	0
TCONS_00001274	3.685158874	2.562194166	0.399719819	1.446145756	0	1.489313581	1.436181577	0	0	2.781958727	1.239020347	1.380548447	1.928114172	0	2.051462803	1.471751027
TCONS_00001277	436.6913265	467.6004352	313.7800577	346.3519085	600.0143475	612.1078818	298.725768	397.670004	500.8663468	596.7301469	387.1938583	487.3336019	492.3118185	501.6446364	570.3066592	626.9659376
TCONS_00001279	8.291607466	0	2.798038731	1.446145756	3.076996654	0	0.718090788	0	1.282628289	0	0.619510173	9.663839131	9.640570859	0	3.077194204	0
TCONS_00001286	0.921289718	0	1.199159456	0	0	0	2.154272365	1.517824443	1.923942433	0	0	2.761096895	1.285409448	0	1.538597102	0
TCONS_00001312	0	0	3.997198188	0	0	0	0	0	2.565256578	0	0.619510173	0	0	0	0	0
TCONS_00001322	0.921289718	0	3.19775855	2.169218634	0	0	1.436181577	1.517824443	1.923942433	1.390979363	0.619510173	0	0.642704724	0	0.512865701	0
TCONS_00001323	28.55998127	2.562194166	29.17954677	0.723072878	28.46221905	0	34.46835784	0	21.80468091	0	27.8779578	5.522193789	18.63843699	0	24.10468793	0
TCONS_00001324	17.50450465	0	28.38010713	0	12.30798661	5.957254324	18.6703605	0	8.337083877	0	14.24873399	0	12.85409448	0	14.36023962	0
TCONS_00001352	31.32385043	26.90303874	29.57926659	11.56916605	48.46269729	29.78627162	21.54272365	3.035648886	28.21782235	9.736855544	6.195101733	19.32767826	26.35089368	21.15368949	29.74621064	20.60451438
TCONS_00001353	3.685158874	1.281097083	6.3955171	3.615364389	2.30774749	1.489313581	5.744726307	0	8.337083877	2.781958727	2.478040693	0	8.355161411	3.021955641	1.538597102	2.943502054
TCONS_00001354	7.370317747	10.24877666	11.19215493	5.784583023	6.923242471	13.40382223	14.36181577	7.589122214	8.337083877	6.954896817	4.956081387	1.380548447	10.92598031	9.065866923	4.615791306	4.415253081
TCONS_00001368	4.606448592	7.686582497	0	5.784583023	7.692491634	14.89313581	0	16.69606887	9.619712166	8.345876181	0.619510173	26.2304205	1.285409448	6.043911282	5.641522708	13.24575924
TCONS_00001370	2.763869155	0	0	0	1.538498327	0	0	1.517824443	3.206570722	0	0.619510173	0	1.928114172	0	0.512865701	0
TCONS_00001379	4.606448592	0	15.58907293	0	6.153993307	0	3.590453942	0	4.489199011	0	3.097550867	0	2.570818896	0	5.641522708	0
TCONS_00001380	1.842579437	0	30.37870623	0	1.538498327	0	1.436181577	0	6.413141444	0	10.53167295	0	10.92598031	0	7.692985511	0
TCONS_00001422	3978.129004	16.65426208	1046.066766	7.953801656	3865.477046	8.935881486	2295.01816	12.14259554	3946.00593	18.08273172	912.5384853	11.04438758	2105.500676	0	3387.477953	14.71751027
TCONS_00001436	0.921289718	0	2.398318913	0	0	0	2.154272365	0	1.282628289	1.390979363	0	0	0.642704724	0	2.564328504	0
TCONS_00001451	0.921289718	1.281097083	0	0	0	0	0	0	0.641314144	0	3.097550867	0	1.285409448	0	0	0
TCONS_00001455	17.50450465	0	22.78402967	0	21.53897658	0	23.69699602	0	17.3154819	0	17.96579503	0	17.99573227	0	20.51462803	0
TCONS_00001461	7.370317747	0	4.396918006	0	4.61549498	0	2.872363153	0	2.565256578	0	6.195101733	0	8.355161411	0	3.077194204	0
TCONS_00001462	1.842579437	0	2.798038731	1.446145756	0	0	0.718090788	3.035648886	1.282628289	2.781958727	0	0	0	0	1.025731401	0
TCONS_00001463	141.8786166	0	32.37730532	0	123.8491153	0	93.35180248	0	89.78398021	0	102.2191786	2.761096895	152.9637243	0	144.1152619	0
TCONS_00001631	34.08771958	2.562194166	34.77562423	0.723072878	31.5392157	0	25.85126838	4.553473328	29.50045064	0	27.25844763	2.761096895	23.78007479	0	31.28480774	1.471751027
TCONS_00001632	0	0	1.199159456	0.723072878	3.076996654	0	1.436181577	3.035648886	0	0	4.336571213	2.761096895	2.570818896	0	2.051462803	0
TCONS_00001677	0.921289718	0	0.799439638	0	1.538498327	0	3.590453942	0	0.641314144	0	3.097550867	0	0	0	0	0
TCONS_00001713	28.55998127	0	35.57506387	1.446145756	26.92372072	0	20.82463286	0	9.619712166	0	71.86318011	0	29.5644173	0	29.23334494	0
TCONS_00001753	2.763869155	3.843291249	15.58907293	0.723072878	6.153993307	1.489313581	4.30854473	1.517824443	7.695769733	0	6.814611907	0	8.997866135	3.021955641	9.231582613	0
TCONS_00001768	0.921289718	0	3.19775855	0	0.769249163	0	0	0	1.282628289	0	0.619510173	0	0.642704724	0	0	0
TCONS_00001771	0	0	0	0	0	0	8.61708946	3.035648886	0	0	0	0	0	0	0	0
TCONS_00001789	4.606448592	0	9.992995469	0	4.61549498	0	8.61708946	0	5.771827299	0	9.912162773	0	3.21352362	0	6.154388409	0
TCONS_00001794	0.921289718	0	0.399719819	0	0.769249163	0	0.718090788	0	1.282628289	0	0.619510173	0	1.928114172	0	0.512865701	0
TCONS_00001801	1.842579437	0	1.199159456	0	0.769249163	0	7.180907883	0	1.282628289	0	4.336571213	0	0.642704724	0	5.641522708	0
TCONS_00001842	0	0	0	0	5.384744144	0	0.718090788	0	0.641314144	0	0.619510173	0	1.928114172	0	1.538597102	0
TCONS_00001843	0.921289718	1.281097083	0	0	0.769249163	2.978627162	1.436181577	1.517824443	1.282628289	1.390979363	0	0	3.21352362	0	1.538597102	0
TCONS_00001857	0	0	5.995797282	6.507655901	0	0	0.718090788	0	0	0	1.85853052	0	1.285409448	0	0	4.415253081
TCONS_00001891	1.842579437	0	4.796637825	0	3.846245817	0	2.154272365	0	1.282628289	0	2.478040693	0	3.21352362	0	3.077194204	0
TCONS_00001892	7.370317747	0	11.19215493	0	4.61549498	0	1.436181577	0	7.054455588	0	3.097550867	0	10.28327558	0	6.154388409	0
TCONS_00001893	0.921289718	0	2.798038731	0	0	0	0	0	1.923942433	0	0	0	1.285409448	0	1.025731401	0
TCONS_00001897	5.52773831	0	2.798038731	0	0.769249163	0	2.154272365	0	2.565256578	0	0	0	5.784342515	0	3.590059905	1.471751027
TCONS_00001909	3.685158874	0	0	0	3.076996654	0	2.154272365	0	6.413141444	0	0	0	0.642704724	0	0.512865701	0
TCONS_00001915	1.842579437	0	0	0	4.61549498	0	0.718090788	0	0.641314144	0	0.619510173	0	4.498933068	0	1.538597102	0
TCONS_00001929	1.842579437	1.281097083	0	1.446145756	3.076996654	0	1.436181577	0	1.923942433	0	2.478040693	0	1.285409448	0	0	2.943502054
TCONS_00001930	0	2.562194166	1.199159456	0.723072878	0.769249163	0	2.154272365	0	0.641314144	1.390979363	1.85853052	4.141645342	2.570818896	9.065866923	2.564328504	4.415253081
TCONS_00001936	33.16642986	6.405485414	3.597478369	0.723072878	39.23170733	0	46.67590124	0	42.32673353	4.17293809	65.66807837	2.761096895	34.06335037	0	33.84913625	4.415253081
TCONS_00001972	0.921289718	0	0.799439638	0	0.769249163	0	0.718090788	0	0.641314144	0	1.239020347	0	1.928114172	0	0.512865701	0
TCONS_00001990	2.763869155	2.562194166	3.19775855	2.169218634	1.538498327	2.978627162	3.590453942	3.035648886	2.565256578	1.390979363	5.57559156	2.761096895	3.21352362	0	1.538597102	1.471751027
TCONS_00001991	4.606448592	0	5.196357644	0	3.076996654	5.957254324	7.180907883	6.071297771	5.771827299	0	9.912162773	5.522193789	6.427047239	0	3.590059905	7.358755136
TCONS_00002070	22.11095324	0	22.38430985	0	28.46221905	0	12.2075434	0	18.59811019	0	26.63893745	1.380548447	12.85409448	0	27.69474784	0
TCONS_00002116	1.842579437	2.562194166	5.596077463	22.41525921	0	2.978627162	0	4.553473328	1.923942433	20.86469045	3.097550867	2.761096895	1.285409448	18.13173385	4.102925606	7.358755136
TCONS_00002118	7.370317747	0	3.19775855	1.446145756	12.30798661	0	5.026635518	0	3.847884866	0	1.239020347	0	0	0	5.641522708	0
TCONS_00002141	15.66192521	0	6.3955171	0	10.76948829	0	19.38845129	0	9.619712166	1.390979363	11.77069329	0	9.640570859	0	9.744448314	0
TCONS_00002174	26.71740183	0	0.799439638	0	9.230989961	0	4.30854473	0	5.130513155	0	3.097550867	0	0	0	8.718716912	0
TCONS_00002194	0	0	1.998599094	0	0.769249163	0	0.718090788	0	2.565256578	0	2.478040693	0	0.642704724	0	0.512865701	0
TCONS_00002207	3.685158874	0	3.997198188	5.784583023	0	0	2.154272365	1.517824443	0.641314144	0	1.85853052	4.141645342	2.570818896	3.021955641	0	4.415253081
TCONS_00002210	4.606448592	0	3.997198188	0	11.53873745	0	6.462817095	0	8.337083877	0	1.239020347	0	4.498933068	0	5.641522708	0
TCONS_00002240	0.921289718	3.843291249	1.598879275	10.12302029	3.846245817	14.89313581	2.872363153	7.589122214	3.206570722	2.781958727	4.336571213	9.663839131	4.498933068	3.021955641	0.512865701	14.71751027
TCONS_00002241	2.763869155	0	19.98599094	0	7.692491634	0	5.744726307	0	4.489199011	0	1.85853052	0	14.13950393	0	4.615791306	0
TCONS_00002269	0	0	2.398318913	0	0.769249163	0	1.436181577	0	0	0	0	0	0.642704724	0	0.512865701	0
TCONS_00002270	0	0	15.98879275	0.723072878	0	0	2.872363153	0	0	0	0	0	0.642704724	0	0.512865701	0
TCONS_00002279	45.1431962	28.18413582	131.9075402	187.2758754	43.07795315	55.10460249	21.54272365	21.2495422	48.09856083	29.21056663	32.21452901	9.663839131	35.99146454	33.24151205	57.95382418	41.20902876
TCONS_00002305	2.763869155	10.24877666	16.38851257	8.676874534	5.384744144	14.89313581	6.462817095	3.035648886	7.695769733	1.390979363	5.57559156	1.380548447	5.141637792	3.021955641	0.512865701	8.830506163
TCONS_00002317	1.842579437	0	0	0	2.30774749	0	1.436181577	0	0	0	0.619510173	0	3.21352362	0	0.512865701	0
TCONS_00002343	41.45803733	0	53.96217553	5.784583023	38.46245817	0	50.98444597	0	28.21782235	0	52.65836473	5.522193789	43.70392123	6.043911282	60.51815268	0
TCONS_00002347	4.606448592	0	2.798038731	0	3.076996654	0	4.30854473	0	1.282628289	0	4.956081387	0	3.856228344	0	2.051462803	0
TCONS_00002351	0	0	1.598879275	0	1.538498327	0	0	0	0	0	3.71706104	0	1.928114172	0	0.512865701	0
TCONS_00002354	3.685158874	0	24.38290894	0	5.384744144	0	8.61708946	0	6.413141444	0	13.00971364	0	11.56868503	0	7.692985511	0
TCONS_00002355	100.4205793	5.124388331	126.7111826	5.784583023	72.30942136	0	68.21862489	0	71.18587003	0	126.3800754	4.141645342	96.40570859	0	131.2936194	0
TCONS_00002363	7.370317747	0	5.196357644	0	3.846245817	0	7.898998672	0	4.489199011	0	19.20481537	0	13.4967992	0	11.28304542	0
TCONS_00002389	33.16642986	1.281097083	49.56525753	5.061510145	57.69368726	5.957254324	26.56935917	3.035648886	35.27227794	5.563917454	41.50718161	0	47.56014957	0	60.00528698	4.415253081
TCONS_00002396	9.212897184	1.281097083	1.598879275	0.723072878	1.538498327	0	3.590453942	0	10.26102631	1.390979363	4.336571213	0	5.141637792	3.021955641	7.692985511	0
TCONS_00002430	0	0	7.194956738	0	0.769249163	0	0.718090788	0	1.282628289	0	0	0	3.856228344	0	4.102925606	0
TCONS_00002446	0.921289718	0	0.399719819	0	1.538498327	0	0.718090788	0	0	0	1.239020347	0	0.642704724	3.021955641	0.512865701	0
TCONS_00002447	4.606448592	6.405485414	2.798038731	7.230728779	0.769249163	2.978627162	5.026635518	15.17824443	1.923942433	12.51881427	5.57559156	28.99151739	5.141637792	18.13173385	6.154388409	5.887004109
TCONS_00002461	7.370317747	2.562194166	74.74760611	0	7.692491634	0	12.92563419	0	3.847884866	0	2.478040693	0	15.42491337	0	8.205851211	0
TCONS_00002466	0.921289718	0	26.78122786	31.09213375	3.076996654	1.489313581	6.462817095	1.517824443	0	0	3.097550867	1.380548447	3.856228344	3.021955641	2.564328504	0
TCONS_00002506	1.842579437	0	3.19775855	0	3.076996654	0	3.590453942	3.035648886	2.565256578	5.563917454	3.71706104	2.761096895	4.498933068	0	5.641522708	0
TCONS_00002512	11.05547662	0	3.19775855	0	3.846245817	1.489313581	4.30854473	6.071297771	2.565256578	0	4.336571213	0	9.640570859	0	7.18011981	0
TCONS_00002519	20.2683738	0	38.77282242	1.446145756	20.00047825	0	15.79799734	0	37.83753452	0	12.39020347	1.380548447	23.13737006	0	18.97603093	0
TCONS_00002538	18.42579437	5.124388331	43.96918006	0.723072878	13.07723578	5.957254324	15.79799734	0	12.82628289	5.563917454	46.463263	8.283290684	12.85409448	15.1097782	10.25731401	0
TCONS_00002560	1.842579437	0	0	0	1.538498327	0	0.718090788	0	1.282628289	1.390979363	4.336571213	0	0	0	0.512865701	0
TCONS_00002650	0.921289718	0	0.399719819	0	0.769249163	0	0.718090788	0	1.282628289	0	1.239020347	0	1.928114172	0	1.538597102	0
TCONS_00002671	0.921289718	0	1.998599094	0.723072878	2.30774749	0	0.718090788	0	0	0	1.239020347	0	1.285409448	0	0.512865701	0
TCONS_00002689	91.20768212	0	269.4111579	1.446145756	110.7718795	0	95.50607485	0	106.458148	0	127.6190957	0	136.8961062	0	129.7550223	0
TCONS_00002700	72.78188775	57.64936873	64.75461064	71.58421491	56.15518893	61.06185682	92.6337117	86.51599324	80.16426805	89.02267926	73.10220045	75.9301646	52.05908264	45.32933461	64.10821259	73.58755136
TCONS_00002742	0	0	10.39271529	1.446145756	0.769249163	0	0	0	0	0	1.239020347	0	1.928114172	0	1.025731401	1.471751027
TCONS_00002768	0	0	0.799439638	0	2.30774749	1.489313581	0	0	1.282628289	1.390979363	1.239020347	0	0	0	1.538597102	0
TCONS_00002784	9.212897184	5.124388331	51.56385662	13.73838468	10.76948829	7.446567905	12.2075434	4.553473328	10.90234045	8.345876181	14.24873399	5.522193789	12.85409448	0	5.641522708	1.471751027
TCONS_00002786	43.30061677	1.281097083	93.93415741	12.29223892	48.46269729	5.957254324	54.57489991	1.517824443	83.37083877	1.390979363	87.35093444	1.380548447	68.76940546	12.08782256	78.46845221	5.887004109
TCONS_00002797	0.921289718	0	2.398318913	0	3.846245817	0	2.154272365	3.035648886	2.565256578	0	0	0	0.642704724	0	0.512865701	0
TCONS_00002810	2.763869155	1.281097083	3.997198188	0.723072878	1.538498327	2.978627162	2.154272365	3.035648886	10.26102631	0	0.619510173	2.761096895	8.355161411	0	3.590059905	2.943502054
TCONS_00002841	11.05547662	0	5.995797282	2.169218634	12.30798661	1.489313581	12.2075434	0	11.5436546	5.563917454	16.10726451	2.761096895	14.78220865	0	7.692985511	1.471751027
TCONS_00002851	158.4618316	149.8883587	211.0520643	279.1061309	228.4670015	242.7581137	135.0010682	144.1933221	230.2317778	185.0002553	159.2141145	98.01893976	244.8704998	238.7344956	227.7123711	236.9519154
TCONS_00002857	1.842579437	3.843291249	19.1865513	6.507655901	2.30774749	2.978627162	5.744726307	22.76736664	3.847884866	0	20.44383572	9.663839131	0.642704724	0	2.051462803	2.943502054
TCONS_00002885	0.921289718	0	0	0	0	0	2.872363153	0	1.282628289	0	1.85853052	0	0	0	0	0
TCONS_00002919	0	0	0	0	1.538498327	0	1.436181577	0	0.641314144	0	1.239020347	0	0.642704724	0	1.538597102	0
TCONS_00002920	0	0	0	0	0	0	2.872363153	0	1.282628289	0	1.239020347	0	0.642704724	0	0.512865701	0
TCONS_00002947	1.842579437	0	0	0	0	0	3.590453942	0	0.641314144	0	1.85853052	0	0	0	1.538597102	0
TCONS_00002948	9.212897184	0	0	0	1.538498327	0	0.718090788	0	1.282628289	0	6.814611907	0	0	0	2.564328504	0
TCONS_00002967	3.685158874	0	13.19075402	0.723072878	4.61549498	0	11.48945261	0	5.130513155	0	2.478040693	0	7.069751963	0	3.590059905	0
TCONS_00003021	1.842579437	2.562194166	3.997198188	5.061510145	1.538498327	4.467940743	4.30854473	3.035648886	5.130513155	1.390979363	8.053632253	1.380548447	1.928114172	3.021955641	6.154388409	7.358755136
TCONS_00003080	0.921289718	0	5.596077463	2.169218634	4.61549498	0	2.872363153	0	1.923942433	0	1.85853052	0	3.21352362	0	1.025731401	0
TCONS_00003189	44.22190648	0	18.78683148	0	40.0009565	0	30.15981311	0	25.01125163	0	25.39991711	0	19.92384644	0	41.02925606	2.943502054
TCONS_00003194	2.763869155	0	0	0	6.923242471	0	5.744726307	0	7.054455588	0	12.39020347	0	3.856228344	0	3.590059905	0
TCONS_00003195	1.842579437	0	0	0	3.076996654	0	0.718090788	0	0.641314144	0	0	0	0	0	1.025731401	0
TCONS_00003197	1.842579437	0	0.399719819	1.446145756	1.538498327	0	3.590453942	0	0	0	0	0	1.285409448	0	4.102925606	0
TCONS_00003212	26.71740183	73.02253372	15.98879275	44.83051843	20.76972741	83.40156053	8.61708946	51.60603105	15.39153947	94.58659671	14.24873399	44.17755031	15.42491337	102.7464918	29.23334494	63.28529417
TCONS_00003215	2.763869155	0	1.598879275	0	3.076996654	0	0.718090788	0	3.847884866	0	0.619510173	0	1.928114172	0	4.102925606	0
TCONS_00003248	4.606448592	7.686582497	0	0	3.846245817	0	24.4150868	25.80301553	3.847884866	18.08273172	0	0	0	0	1.025731401	1.471751027
TCONS_00003276	0.921289718	0	1.199159456	0	9.230989961	0	0.718090788	0	3.847884866	0	6.814611907	0	4.498933068	0	3.590059905	0
TCONS_00003324	6.449028029	1.281097083	0.399719819	0	2.30774749	0	5.026635518	1.517824443	5.130513155	0	7.43412208	0	4.498933068	3.021955641	2.564328504	0
