LncRNAs	LncRNA1_id	Region	Organism
TCONS_00021690	pan_TCONS_00021690	CB vs DPFC	Chimp
TCONS_00021778	pan_TCONS_00021778	CB vs DPFC	Chimp
TCONS_00021992	pan_TCONS_00021992	CB vs DPFC	Chimp
TCONS_00022069	pan_TCONS_00022069	CB vs DPFC	Chimp
TCONS_00022102	pan_TCONS_00022102	CB vs DPFC	Chimp
TCONS_00022168	pan_TCONS_00022168	CB vs DPFC	Chimp
TCONS_00022179	pan_TCONS_00022179	CB vs DPFC	Chimp
TCONS_00022185	pan_TCONS_00022185	CB vs DPFC	Chimp
TCONS_00022302	pan_TCONS_00022302	CB vs DPFC	Chimp
TCONS_00022304	pan_TCONS_00022304	CB vs DPFC	Chimp
TCONS_00022432	pan_TCONS_00022432	CB vs DPFC	Chimp
TCONS_00022445	pan_TCONS_00022445	CB vs DPFC	Chimp
TCONS_00022463	pan_TCONS_00022463	CB vs DPFC	Chimp
TCONS_00022500	pan_TCONS_00022500	CB vs DPFC	Chimp
TCONS_00022533	pan_TCONS_00022533	CB vs DPFC	Chimp
TCONS_00022536	pan_TCONS_00022536	CB vs DPFC	Chimp
TCONS_00022595	pan_TCONS_00022595	CB vs DPFC	Chimp
TCONS_00022672	pan_TCONS_00022672	CB vs DPFC	Chimp
TCONS_00022736	pan_TCONS_00022736	CB vs DPFC	Chimp
TCONS_00022778	pan_TCONS_00022778	CB vs DPFC	Chimp
TCONS_00022794	pan_TCONS_00022794	CB vs DPFC	Chimp
TCONS_00022865	pan_TCONS_00022865	CB vs DPFC	Chimp
TCONS_00022897	pan_TCONS_00022897	CB vs DPFC	Chimp
TCONS_00022941	pan_TCONS_00022941	CB vs DPFC	Chimp
TCONS_00022997	pan_TCONS_00022997	CB vs DPFC	Chimp
TCONS_00023008	pan_TCONS_00023008	CB vs DPFC	Chimp
TCONS_00023029	pan_TCONS_00023029	CB vs DPFC	Chimp
TCONS_00023156	pan_TCONS_00023156	CB vs DPFC	Chimp
TCONS_00023169	pan_TCONS_00023169	CB vs DPFC	Chimp
TCONS_00023200	pan_TCONS_00023200	CB vs DPFC	Chimp
TCONS_00023219	pan_TCONS_00023219	CB vs DPFC	Chimp
TCONS_00023222	pan_TCONS_00023222	CB vs DPFC	Chimp
TCONS_00023260	pan_TCONS_00023260	CB vs DPFC	Chimp
TCONS_00023333	pan_TCONS_00023333	CB vs DPFC	Chimp
TCONS_00023336	pan_TCONS_00023336	CB vs DPFC	Chimp
TCONS_00023349	pan_TCONS_00023349	CB vs DPFC	Chimp
TCONS_00023390	pan_TCONS_00023390	CB vs DPFC	Chimp
TCONS_00023451	pan_TCONS_00023451	CB vs DPFC	Chimp
TCONS_00023452	pan_TCONS_00023452	CB vs DPFC	Chimp
TCONS_00023482	pan_TCONS_00023482	CB vs DPFC	Chimp
TCONS_00023535	pan_TCONS_00023535	CB vs DPFC	Chimp
TCONS_00023636	pan_TCONS_00023636	CB vs DPFC	Chimp
TCONS_00023673	pan_TCONS_00023673	CB vs DPFC	Chimp
TCONS_00023693	pan_TCONS_00023693	CB vs DPFC	Chimp
TCONS_00023768	pan_TCONS_00023768	CB vs DPFC	Chimp
TCONS_00023812	pan_TCONS_00023812	CB vs DPFC	Chimp
TCONS_00023885	pan_TCONS_00023885	CB vs DPFC	Chimp
TCONS_00023912	pan_TCONS_00023912	CB vs DPFC	Chimp
TCONS_00024016	pan_TCONS_00024016	CB vs DPFC	Chimp
TCONS_00024118	pan_TCONS_00024118	CB vs DPFC	Chimp
TCONS_00024136	pan_TCONS_00024136	CB vs DPFC	Chimp
TCONS_00024416	pan_TCONS_00024416	CB vs DPFC	Chimp
TCONS_00024522	pan_TCONS_00024522	CB vs DPFC	Chimp
TCONS_00024556	pan_TCONS_00024556	CB vs DPFC	Chimp
TCONS_00024617	pan_TCONS_00024617	CB vs DPFC	Chimp
TCONS_00024618	pan_TCONS_00024618	CB vs DPFC	Chimp
TCONS_00024706	pan_TCONS_00024706	CB vs DPFC	Chimp
TCONS_00024736	pan_TCONS_00024736	CB vs DPFC	Chimp
TCONS_00024771	pan_TCONS_00024771	CB vs DPFC	Chimp
TCONS_00024773	pan_TCONS_00024773	CB vs DPFC	Chimp
TCONS_00024825	pan_TCONS_00024825	CB vs DPFC	Chimp
TCONS_00024917	pan_TCONS_00024917	CB vs DPFC	Chimp
TCONS_00024918	pan_TCONS_00024918	CB vs DPFC	Chimp
TCONS_00024960	pan_TCONS_00024960	CB vs DPFC	Chimp
TCONS_00025212	pan_TCONS_00025212	CB vs DPFC	Chimp
TCONS_00025281	pan_TCONS_00025281	CB vs DPFC	Chimp
TCONS_00025322	pan_TCONS_00025322	CB vs DPFC	Chimp
TCONS_00025323	pan_TCONS_00025323	CB vs DPFC	Chimp
TCONS_00025362	pan_TCONS_00025362	CB vs DPFC	Chimp
TCONS_00025664	pan_TCONS_00025664	CB vs DPFC	Chimp
TCONS_00025665	pan_TCONS_00025665	CB vs DPFC	Chimp
TCONS_00025722	pan_TCONS_00025722	CB vs DPFC	Chimp
TCONS_00025871	pan_TCONS_00025871	CB vs DPFC	Chimp
TCONS_00025872	pan_TCONS_00025872	CB vs DPFC	Chimp
TCONS_00025892	pan_TCONS_00025892	CB vs DPFC	Chimp
TCONS_00026311	pan_TCONS_00026311	CB vs DPFC	Chimp
TCONS_00026319	pan_TCONS_00026319	CB vs DPFC	Chimp
TCONS_00026323	pan_TCONS_00026323	CB vs DPFC	Chimp
TCONS_00026341	pan_TCONS_00026341	CB vs DPFC	Chimp
TCONS_00026345	pan_TCONS_00026345	CB vs DPFC	Chimp
TCONS_00026390	pan_TCONS_00026390	CB vs DPFC	Chimp
TCONS_00026402	pan_TCONS_00026402	CB vs DPFC	Chimp
TCONS_00026496	pan_TCONS_00026496	CB vs DPFC	Chimp
TCONS_00026518	pan_TCONS_00026518	CB vs DPFC	Chimp
TCONS_00026524	pan_TCONS_00026524	CB vs DPFC	Chimp
TCONS_00026778	pan_TCONS_00026778	CB vs DPFC	Chimp
TCONS_00026945	pan_TCONS_00026945	CB vs DPFC	Chimp
TCONS_00026977	pan_TCONS_00026977	CB vs DPFC	Chimp
TCONS_00027183	pan_TCONS_00027183	CB vs DPFC	Chimp
TCONS_00027233	pan_TCONS_00027233	CB vs DPFC	Chimp
TCONS_00027296	pan_TCONS_00027296	CB vs DPFC	Chimp
TCONS_00027315	pan_TCONS_00027315	CB vs DPFC	Chimp
TCONS_00027378	pan_TCONS_00027378	CB vs DPFC	Chimp
TCONS_00027512	pan_TCONS_00027512	CB vs DPFC	Chimp
TCONS_00027528	pan_TCONS_00027528	CB vs DPFC	Chimp
TCONS_00027654	pan_TCONS_00027654	CB vs DPFC	Chimp
TCONS_00027769	pan_TCONS_00027769	CB vs DPFC	Chimp
TCONS_00027928	pan_TCONS_00027928	CB vs DPFC	Chimp
TCONS_00028001	pan_TCONS_00028001	CB vs DPFC	Chimp
TCONS_00028012	pan_TCONS_00028012	CB vs DPFC	Chimp
TCONS_00028016	pan_TCONS_00028016	CB vs DPFC	Chimp
TCONS_00028039	pan_TCONS_00028039	CB vs DPFC	Chimp
TCONS_00028088	pan_TCONS_00028088	CB vs DPFC	Chimp
TCONS_00028098	pan_TCONS_00028098	CB vs DPFC	Chimp
TCONS_00028147	pan_TCONS_00028147	CB vs DPFC	Chimp
TCONS_00028264	pan_TCONS_00028264	CB vs DPFC	Chimp
TCONS_00028351	pan_TCONS_00028351	CB vs DPFC	Chimp
TCONS_00028380	pan_TCONS_00028380	CB vs DPFC	Chimp
TCONS_00028404	pan_TCONS_00028404	CB vs DPFC	Chimp
TCONS_00028490	pan_TCONS_00028490	CB vs DPFC	Chimp
TCONS_00028529	pan_TCONS_00028529	CB vs DPFC	Chimp
TCONS_00028738	pan_TCONS_00028738	CB vs DPFC	Chimp
TCONS_00028853	pan_TCONS_00028853	CB vs DPFC	Chimp
TCONS_00028916	pan_TCONS_00028916	CB vs DPFC	Chimp
TCONS_00029054	pan_TCONS_00029054	CB vs DPFC	Chimp
TCONS_00029062	pan_TCONS_00029062	CB vs DPFC	Chimp
TCONS_00029076	pan_TCONS_00029076	CB vs DPFC	Chimp
TCONS_00029097	pan_TCONS_00029097	CB vs DPFC	Chimp
TCONS_00029103	pan_TCONS_00029103	CB vs DPFC	Chimp
TCONS_00029106	pan_TCONS_00029106	CB vs DPFC	Chimp
TCONS_00029178	pan_TCONS_00029178	CB vs DPFC	Chimp
TCONS_00029275	pan_TCONS_00029275	CB vs DPFC	Chimp
TCONS_00029276	pan_TCONS_00029276	CB vs DPFC	Chimp
TCONS_00029446	pan_TCONS_00029446	CB vs DPFC	Chimp
TCONS_00029455	pan_TCONS_00029455	CB vs DPFC	Chimp
TCONS_00029569	pan_TCONS_00029569	CB vs DPFC	Chimp
TCONS_00029610	pan_TCONS_00029610	CB vs DPFC	Chimp
TCONS_00029858	pan_TCONS_00029858	CB vs DPFC	Chimp
TCONS_00029862	pan_TCONS_00029862	CB vs DPFC	Chimp
TCONS_00029872	pan_TCONS_00029872	CB vs DPFC	Chimp
TCONS_00029890	pan_TCONS_00029890	CB vs DPFC	Chimp
TCONS_00030089	pan_TCONS_00030089	CB vs DPFC	Chimp
TCONS_00030093	pan_TCONS_00030093	CB vs DPFC	Chimp
TCONS_00030095	pan_TCONS_00030095	CB vs DPFC	Chimp
TCONS_00030097	pan_TCONS_00030097	CB vs DPFC	Chimp
TCONS_00030298	pan_TCONS_00030298	CB vs DPFC	Chimp
TCONS_00030421	pan_TCONS_00030421	CB vs DPFC	Chimp
TCONS_00030425	pan_TCONS_00030425	CB vs DPFC	Chimp
TCONS_00030538	pan_TCONS_00030538	CB vs DPFC	Chimp
TCONS_00030721	pan_TCONS_00030721	CB vs DPFC	Chimp
TCONS_00030777	pan_TCONS_00030777	CB vs DPFC	Chimp
TCONS_00030830	pan_TCONS_00030830	CB vs DPFC	Chimp
TCONS_00030889	pan_TCONS_00030889	CB vs DPFC	Chimp
TCONS_00030908	pan_TCONS_00030908	CB vs DPFC	Chimp
TCONS_00030926	pan_TCONS_00030926	CB vs DPFC	Chimp
TCONS_00030943	pan_TCONS_00030943	CB vs DPFC	Chimp
TCONS_00030969	pan_TCONS_00030969	CB vs DPFC	Chimp
TCONS_00031095	pan_TCONS_00031095	CB vs DPFC	Chimp
TCONS_00031096	pan_TCONS_00031096	CB vs DPFC	Chimp
TCONS_00031097	pan_TCONS_00031097	CB vs DPFC	Chimp
TCONS_00031209	pan_TCONS_00031209	CB vs DPFC	Chimp
TCONS_00031283	pan_TCONS_00031283	CB vs DPFC	Chimp
TCONS_00031373	pan_TCONS_00031373	CB vs DPFC	Chimp
TCONS_00031407	pan_TCONS_00031407	CB vs DPFC	Chimp
TCONS_00031446	pan_TCONS_00031446	CB vs DPFC	Chimp
TCONS_00031480	pan_TCONS_00031480	CB vs DPFC	Chimp
TCONS_00031489	pan_TCONS_00031489	CB vs DPFC	Chimp
TCONS_00031606	pan_TCONS_00031606	CB vs DPFC	Chimp
TCONS_00031615	pan_TCONS_00031615	CB vs DPFC	Chimp
TCONS_00031632	pan_TCONS_00031632	CB vs DPFC	Chimp
TCONS_00031635	pan_TCONS_00031635	CB vs DPFC	Chimp
TCONS_00031788	pan_TCONS_00031788	CB vs DPFC	Chimp
TCONS_00031799	pan_TCONS_00031799	CB vs DPFC	Chimp
TCONS_00031844	pan_TCONS_00031844	CB vs DPFC	Chimp
TCONS_00032004	pan_TCONS_00032004	CB vs DPFC	Chimp
TCONS_00032013	pan_TCONS_00032013	CB vs DPFC	Chimp
TCONS_00032037	pan_TCONS_00032037	CB vs DPFC	Chimp
TCONS_00032084	pan_TCONS_00032084	CB vs DPFC	Chimp
TCONS_00032143	pan_TCONS_00032143	CB vs DPFC	Chimp
TCONS_00032147	pan_TCONS_00032147	CB vs DPFC	Chimp
TCONS_00032219	pan_TCONS_00032219	CB vs DPFC	Chimp
TCONS_00032272	pan_TCONS_00032272	CB vs DPFC	Chimp
TCONS_00032389	pan_TCONS_00032389	CB vs DPFC	Chimp
TCONS_00032394	pan_TCONS_00032394	CB vs DPFC	Chimp
TCONS_00032404	pan_TCONS_00032404	CB vs DPFC	Chimp
TCONS_00032405	pan_TCONS_00032405	CB vs DPFC	Chimp
TCONS_00032471	pan_TCONS_00032471	CB vs DPFC	Chimp
TCONS_00032543	pan_TCONS_00032543	CB vs DPFC	Chimp
TCONS_00032612	pan_TCONS_00032612	CB vs DPFC	Chimp
TCONS_00032622	pan_TCONS_00032622	CB vs DPFC	Chimp
TCONS_00032631	pan_TCONS_00032631	CB vs DPFC	Chimp
TCONS_00032633	pan_TCONS_00032633	CB vs DPFC	Chimp
TCONS_00032634	pan_TCONS_00032634	CB vs DPFC	Chimp
TCONS_00032635	pan_TCONS_00032635	CB vs DPFC	Chimp
TCONS_00032636	pan_TCONS_00032636	CB vs DPFC	Chimp
TCONS_00032645	pan_TCONS_00032645	CB vs DPFC	Chimp
TCONS_00032646	pan_TCONS_00032646	CB vs DPFC	Chimp
TCONS_00032647	pan_TCONS_00032647	CB vs DPFC	Chimp
TCONS_00032673	pan_TCONS_00032673	CB vs DPFC	Chimp
TCONS_00032753	pan_TCONS_00032753	CB vs DPFC	Chimp
TCONS_00032774	pan_TCONS_00032774	CB vs DPFC	Chimp
TCONS_00032831	pan_TCONS_00032831	CB vs DPFC	Chimp
TCONS_00032893	pan_TCONS_00032893	CB vs DPFC	Chimp
TCONS_00032901	pan_TCONS_00032901	CB vs DPFC	Chimp
TCONS_00033005	pan_TCONS_00033005	CB vs DPFC	Chimp
TCONS_00033040	pan_TCONS_00033040	CB vs DPFC	Chimp
TCONS_00033041	pan_TCONS_00033041	CB vs DPFC	Chimp
TCONS_00033092	pan_TCONS_00033092	CB vs DPFC	Chimp
TCONS_00033129	pan_TCONS_00033129	CB vs DPFC	Chimp
TCONS_00033130	pan_TCONS_00033130	CB vs DPFC	Chimp
TCONS_00033137	pan_TCONS_00033137	CB vs DPFC	Chimp
TCONS_00033138	pan_TCONS_00033138	CB vs DPFC	Chimp
TCONS_00033265	pan_TCONS_00033265	CB vs DPFC	Chimp
TCONS_00033454	pan_TCONS_00033454	CB vs DPFC	Chimp
TCONS_00033460	pan_TCONS_00033460	CB vs DPFC	Chimp
TCONS_00033510	pan_TCONS_00033510	CB vs DPFC	Chimp
TCONS_00033610	pan_TCONS_00033610	CB vs DPFC	Chimp
TCONS_00033611	pan_TCONS_00033611	CB vs DPFC	Chimp
TCONS_00033716	pan_TCONS_00033716	CB vs DPFC	Chimp
TCONS_00033732	pan_TCONS_00033732	CB vs DPFC	Chimp
TCONS_00033733	pan_TCONS_00033733	CB vs DPFC	Chimp
TCONS_00033764	pan_TCONS_00033764	CB vs DPFC	Chimp
TCONS_00033818	pan_TCONS_00033818	CB vs DPFC	Chimp
TCONS_00033835	pan_TCONS_00033835	CB vs DPFC	Chimp
TCONS_00033897	pan_TCONS_00033897	CB vs DPFC	Chimp
TCONS_00033902	pan_TCONS_00033902	CB vs DPFC	Chimp
TCONS_00033931	pan_TCONS_00033931	CB vs DPFC	Chimp
TCONS_00033984	pan_TCONS_00033984	CB vs DPFC	Chimp
TCONS_00034020	pan_TCONS_00034020	CB vs DPFC	Chimp
TCONS_00034105	pan_TCONS_00034105	CB vs DPFC	Chimp
TCONS_00034156	pan_TCONS_00034156	CB vs DPFC	Chimp
TCONS_00034180	pan_TCONS_00034180	CB vs DPFC	Chimp
TCONS_00034238	pan_TCONS_00034238	CB vs DPFC	Chimp
TCONS_00034250	pan_TCONS_00034250	CB vs DPFC	Chimp
TCONS_00034312	pan_TCONS_00034312	CB vs DPFC	Chimp
TCONS_00034385	pan_TCONS_00034385	CB vs DPFC	Chimp
TCONS_00034547	pan_TCONS_00034547	CB vs DPFC	Chimp
TCONS_00034586	pan_TCONS_00034586	CB vs DPFC	Chimp
TCONS_00034723	pan_TCONS_00034723	CB vs DPFC	Chimp
TCONS_00034727	pan_TCONS_00034727	CB vs DPFC	Chimp
TCONS_00034751	pan_TCONS_00034751	CB vs DPFC	Chimp
TCONS_00034763	pan_TCONS_00034763	CB vs DPFC	Chimp
TCONS_00034764	pan_TCONS_00034764	CB vs DPFC	Chimp
TCONS_00034776	pan_TCONS_00034776	CB vs DPFC	Chimp
TCONS_00034779	pan_TCONS_00034779	CB vs DPFC	Chimp
TCONS_00034923	pan_TCONS_00034923	CB vs DPFC	Chimp
TCONS_00034984	pan_TCONS_00034984	CB vs DPFC	Chimp
TCONS_00035008	pan_TCONS_00035008	CB vs DPFC	Chimp
TCONS_00035011	pan_TCONS_00035011	CB vs DPFC	Chimp
TCONS_00035102	pan_TCONS_00035102	CB vs DPFC	Chimp
TCONS_00035271	pan_TCONS_00035271	CB vs DPFC	Chimp
TCONS_00035296	pan_TCONS_00035296	CB vs DPFC	Chimp
TCONS_00035431	pan_TCONS_00035431	CB vs DPFC	Chimp
TCONS_00035438	pan_TCONS_00035438	CB vs DPFC	Chimp
TCONS_00035470	pan_TCONS_00035470	CB vs DPFC	Chimp
TCONS_00035483	pan_TCONS_00035483	CB vs DPFC	Chimp
TCONS_00035484	pan_TCONS_00035484	CB vs DPFC	Chimp
TCONS_00035486	pan_TCONS_00035486	CB vs DPFC	Chimp
TCONS_00035488	pan_TCONS_00035488	CB vs DPFC	Chimp
TCONS_00035522	pan_TCONS_00035522	CB vs DPFC	Chimp
TCONS_00035632	pan_TCONS_00035632	CB vs DPFC	Chimp
TCONS_00035659	pan_TCONS_00035659	CB vs DPFC	Chimp
TCONS_00035695	pan_TCONS_00035695	CB vs DPFC	Chimp
TCONS_00035698	pan_TCONS_00035698	CB vs DPFC	Chimp
TCONS_00035728	pan_TCONS_00035728	CB vs DPFC	Chimp
TCONS_00035732	pan_TCONS_00035732	CB vs DPFC	Chimp
TCONS_00035733	pan_TCONS_00035733	CB vs DPFC	Chimp
TCONS_00035734	pan_TCONS_00035734	CB vs DPFC	Chimp
TCONS_00035805	pan_TCONS_00035805	CB vs DPFC	Chimp
TCONS_00035808	pan_TCONS_00035808	CB vs DPFC	Chimp
TCONS_00035848	pan_TCONS_00035848	CB vs DPFC	Chimp
TCONS_00035862	pan_TCONS_00035862	CB vs DPFC	Chimp
TCONS_00035865	pan_TCONS_00035865	CB vs DPFC	Chimp
TCONS_00035917	pan_TCONS_00035917	CB vs DPFC	Chimp
TCONS_00035929	pan_TCONS_00035929	CB vs DPFC	Chimp
TCONS_00035967	pan_TCONS_00035967	CB vs DPFC	Chimp
TCONS_00035977	pan_TCONS_00035977	CB vs DPFC	Chimp
TCONS_00035982	pan_TCONS_00035982	CB vs DPFC	Chimp
TCONS_00035988	pan_TCONS_00035988	CB vs DPFC	Chimp
TCONS_00035995	pan_TCONS_00035995	CB vs DPFC	Chimp
TCONS_00036051	pan_TCONS_00036051	CB vs DPFC	Chimp
TCONS_00036063	pan_TCONS_00036063	CB vs DPFC	Chimp
TCONS_00036123	pan_TCONS_00036123	CB vs DPFC	Chimp
TCONS_00036146	pan_TCONS_00036146	CB vs DPFC	Chimp
TCONS_00036157	pan_TCONS_00036157	CB vs DPFC	Chimp
TCONS_00036190	pan_TCONS_00036190	CB vs DPFC	Chimp
TCONS_00036300	pan_TCONS_00036300	CB vs DPFC	Chimp
TCONS_00036729	pan_TCONS_00036729	CB vs DPFC	Chimp
TCONS_00036836	pan_TCONS_00036836	CB vs DPFC	Chimp
TCONS_00036837	pan_TCONS_00036837	CB vs DPFC	Chimp
TCONS_00036846	pan_TCONS_00036846	CB vs DPFC	Chimp
TCONS_00036898	pan_TCONS_00036898	CB vs DPFC	Chimp
TCONS_00036909	pan_TCONS_00036909	CB vs DPFC	Chimp
TCONS_00036963	pan_TCONS_00036963	CB vs DPFC	Chimp
TCONS_00036978	pan_TCONS_00036978	CB vs DPFC	Chimp
TCONS_00036981	pan_TCONS_00036981	CB vs DPFC	Chimp
TCONS_00037163	pan_TCONS_00037163	CB vs DPFC	Chimp
TCONS_00037172	pan_TCONS_00037172	CB vs DPFC	Chimp
TCONS_00037239	pan_TCONS_00037239	CB vs DPFC	Chimp
TCONS_00037240	pan_TCONS_00037240	CB vs DPFC	Chimp
TCONS_00037241	pan_TCONS_00037241	CB vs DPFC	Chimp
TCONS_00037244	pan_TCONS_00037244	CB vs DPFC	Chimp
TCONS_00037246	pan_TCONS_00037246	CB vs DPFC	Chimp
TCONS_00037327	pan_TCONS_00037327	CB vs DPFC	Chimp
TCONS_00037351	pan_TCONS_00037351	CB vs DPFC	Chimp
TCONS_00037373	pan_TCONS_00037373	CB vs DPFC	Chimp
TCONS_00037394	pan_TCONS_00037394	CB vs DPFC	Chimp
TCONS_00037438	pan_TCONS_00037438	CB vs DPFC	Chimp
TCONS_00037536	pan_TCONS_00037536	CB vs DPFC	Chimp
TCONS_00037559	pan_TCONS_00037559	CB vs DPFC	Chimp
TCONS_00037593	pan_TCONS_00037593	CB vs DPFC	Chimp
TCONS_00037753	pan_TCONS_00037753	CB vs DPFC	Chimp
TCONS_00037788	pan_TCONS_00037788	CB vs DPFC	Chimp
TCONS_00037797	pan_TCONS_00037797	CB vs DPFC	Chimp
TCONS_00037869	pan_TCONS_00037869	CB vs DPFC	Chimp
TCONS_00037891	pan_TCONS_00037891	CB vs DPFC	Chimp
TCONS_00037898	pan_TCONS_00037898	CB vs DPFC	Chimp
TCONS_00037913	pan_TCONS_00037913	CB vs DPFC	Chimp
TCONS_00037952	pan_TCONS_00037952	CB vs DPFC	Chimp
TCONS_00037956	pan_TCONS_00037956	CB vs DPFC	Chimp
TCONS_00038004	pan_TCONS_00038004	CB vs DPFC	Chimp
TCONS_00038112	pan_TCONS_00038112	CB vs DPFC	Chimp
TCONS_00038116	pan_TCONS_00038116	CB vs DPFC	Chimp
TCONS_00038133	pan_TCONS_00038133	CB vs DPFC	Chimp
TCONS_00038172	pan_TCONS_00038172	CB vs DPFC	Chimp
TCONS_00038232	pan_TCONS_00038232	CB vs DPFC	Chimp
TCONS_00038344	pan_TCONS_00038344	CB vs DPFC	Chimp
TCONS_00038347	pan_TCONS_00038347	CB vs DPFC	Chimp
TCONS_00038352	pan_TCONS_00038352	CB vs DPFC	Chimp
TCONS_00038406	pan_TCONS_00038406	CB vs DPFC	Chimp
TCONS_00038420	pan_TCONS_00038420	CB vs DPFC	Chimp
TCONS_00038434	pan_TCONS_00038434	CB vs DPFC	Chimp
TCONS_00038496	pan_TCONS_00038496	CB vs DPFC	Chimp
TCONS_00038499	pan_TCONS_00038499	CB vs DPFC	Chimp
TCONS_00038513	pan_TCONS_00038513	CB vs DPFC	Chimp
TCONS_00038526	pan_TCONS_00038526	CB vs DPFC	Chimp
TCONS_00038554	pan_TCONS_00038554	CB vs DPFC	Chimp
TCONS_00038566	pan_TCONS_00038566	CB vs DPFC	Chimp
TCONS_00038604	pan_TCONS_00038604	CB vs DPFC	Chimp
TCONS_00038639	pan_TCONS_00038639	CB vs DPFC	Chimp
TCONS_00038666	pan_TCONS_00038666	CB vs DPFC	Chimp
TCONS_00038675	pan_TCONS_00038675	CB vs DPFC	Chimp
TCONS_00038705	pan_TCONS_00038705	CB vs DPFC	Chimp
TCONS_00038713	pan_TCONS_00038713	CB vs DPFC	Chimp
TCONS_00038757	pan_TCONS_00038757	CB vs DPFC	Chimp
TCONS_00038888	pan_TCONS_00038888	CB vs DPFC	Chimp
TCONS_00038916	pan_TCONS_00038916	CB vs DPFC	Chimp
TCONS_00038931	pan_TCONS_00038931	CB vs DPFC	Chimp
TCONS_00038935	pan_TCONS_00038935	CB vs DPFC	Chimp
TCONS_00038948	pan_TCONS_00038948	CB vs DPFC	Chimp
TCONS_00039059	pan_TCONS_00039059	CB vs DPFC	Chimp
TCONS_00039093	pan_TCONS_00039093	CB vs DPFC	Chimp
TCONS_00039163	pan_TCONS_00039163	CB vs DPFC	Chimp
TCONS_00039166	pan_TCONS_00039166	CB vs DPFC	Chimp
TCONS_00039249	pan_TCONS_00039249	CB vs DPFC	Chimp
TCONS_00039280	pan_TCONS_00039280	CB vs DPFC	Chimp
TCONS_00039296	pan_TCONS_00039296	CB vs DPFC	Chimp
TCONS_00039302	pan_TCONS_00039302	CB vs DPFC	Chimp
TCONS_00039356	pan_TCONS_00039356	CB vs DPFC	Chimp
TCONS_00039364	pan_TCONS_00039364	CB vs DPFC	Chimp
TCONS_00039393	pan_TCONS_00039393	CB vs DPFC	Chimp
TCONS_00039394	pan_TCONS_00039394	CB vs DPFC	Chimp
TCONS_00039452	pan_TCONS_00039452	CB vs DPFC	Chimp
TCONS_00039467	pan_TCONS_00039467	CB vs DPFC	Chimp
TCONS_00039475	pan_TCONS_00039475	CB vs DPFC	Chimp
TCONS_00039516	pan_TCONS_00039516	CB vs DPFC	Chimp
TCONS_00039549	pan_TCONS_00039549	CB vs DPFC	Chimp
TCONS_00039587	pan_TCONS_00039587	CB vs DPFC	Chimp
TCONS_00039591	pan_TCONS_00039591	CB vs DPFC	Chimp
TCONS_00039685	pan_TCONS_00039685	CB vs DPFC	Chimp
TCONS_00039691	pan_TCONS_00039691	CB vs DPFC	Chimp
TCONS_00039696	pan_TCONS_00039696	CB vs DPFC	Chimp
TCONS_00039702	pan_TCONS_00039702	CB vs DPFC	Chimp
TCONS_00039749	pan_TCONS_00039749	CB vs DPFC	Chimp
TCONS_00039757	pan_TCONS_00039757	CB vs DPFC	Chimp
TCONS_00039772	pan_TCONS_00039772	CB vs DPFC	Chimp
TCONS_00039781	pan_TCONS_00039781	CB vs DPFC	Chimp
TCONS_00039815	pan_TCONS_00039815	CB vs DPFC	Chimp
TCONS_00039822	pan_TCONS_00039822	CB vs DPFC	Chimp
TCONS_00039825	pan_TCONS_00039825	CB vs DPFC	Chimp
TCONS_00039849	pan_TCONS_00039849	CB vs DPFC	Chimp
TCONS_00039898	pan_TCONS_00039898	CB vs DPFC	Chimp
TCONS_00039939	pan_TCONS_00039939	CB vs DPFC	Chimp
TCONS_00039966	pan_TCONS_00039966	CB vs DPFC	Chimp
TCONS_00040033	pan_TCONS_00040033	CB vs DPFC	Chimp
TCONS_00040050	pan_TCONS_00040050	CB vs DPFC	Chimp
TCONS_00040131	pan_TCONS_00040131	CB vs DPFC	Chimp
TCONS_00040138	pan_TCONS_00040138	CB vs DPFC	Chimp
TCONS_00040152	pan_TCONS_00040152	CB vs DPFC	Chimp
TCONS_00040300	pan_TCONS_00040300	CB vs DPFC	Chimp
TCONS_00040354	pan_TCONS_00040354	CB vs DPFC	Chimp
TCONS_00040484	pan_TCONS_00040484	CB vs DPFC	Chimp
TCONS_00040490	pan_TCONS_00040490	CB vs DPFC	Chimp
TCONS_00040493	pan_TCONS_00040493	CB vs DPFC	Chimp
TCONS_00040572	pan_TCONS_00040572	CB vs DPFC	Chimp
TCONS_00040598	pan_TCONS_00040598	CB vs DPFC	Chimp
TCONS_00040640	pan_TCONS_00040640	CB vs DPFC	Chimp
TCONS_00040676	pan_TCONS_00040676	CB vs DPFC	Chimp
TCONS_00040773	pan_TCONS_00040773	CB vs DPFC	Chimp
TCONS_00040801	pan_TCONS_00040801	CB vs DPFC	Chimp
TCONS_00040859	pan_TCONS_00040859	CB vs DPFC	Chimp
TCONS_00040861	pan_TCONS_00040861	CB vs DPFC	Chimp
TCONS_00040862	pan_TCONS_00040862	CB vs DPFC	Chimp
TCONS_00040941	pan_TCONS_00040941	CB vs DPFC	Chimp
TCONS_00040942	pan_TCONS_00040942	CB vs DPFC	Chimp
TCONS_00040966	pan_TCONS_00040966	CB vs DPFC	Chimp
TCONS_00040976	pan_TCONS_00040976	CB vs DPFC	Chimp
TCONS_00040980	pan_TCONS_00040980	CB vs DPFC	Chimp
TCONS_00040985	pan_TCONS_00040985	CB vs DPFC	Chimp
