LncRNAs	LncRNA1_id	Region	Organism
TCONS_00029872	pan_TCONS_00029872	HIP vs CB	Chimp
TCONS_00030097	pan_TCONS_00030097	HIP vs CB	Chimp
TCONS_00030398	pan_TCONS_00030398	HIP vs CB	Chimp
TCONS_00030425	pan_TCONS_00030425	HIP vs CB	Chimp
TCONS_00030538	pan_TCONS_00030538	HIP vs CB	Chimp
TCONS_00030777	pan_TCONS_00030777	HIP vs CB	Chimp
TCONS_00030783	pan_TCONS_00030783	HIP vs CB	Chimp
TCONS_00030830	pan_TCONS_00030830	HIP vs CB	Chimp
TCONS_00030908	pan_TCONS_00030908	HIP vs CB	Chimp
TCONS_00030943	pan_TCONS_00030943	HIP vs CB	Chimp
TCONS_00030969	pan_TCONS_00030969	HIP vs CB	Chimp
TCONS_00031095	pan_TCONS_00031095	HIP vs CB	Chimp
TCONS_00031096	pan_TCONS_00031096	HIP vs CB	Chimp
TCONS_00031097	pan_TCONS_00031097	HIP vs CB	Chimp
TCONS_00031179	pan_TCONS_00031179	HIP vs CB	Chimp
TCONS_00031283	pan_TCONS_00031283	HIP vs CB	Chimp
TCONS_00031373	pan_TCONS_00031373	HIP vs CB	Chimp
TCONS_00031446	pan_TCONS_00031446	HIP vs CB	Chimp
TCONS_00031489	pan_TCONS_00031489	HIP vs CB	Chimp
TCONS_00031558	pan_TCONS_00031558	HIP vs CB	Chimp
TCONS_00031606	pan_TCONS_00031606	HIP vs CB	Chimp
TCONS_00031615	pan_TCONS_00031615	HIP vs CB	Chimp
TCONS_00031630	pan_TCONS_00031630	HIP vs CB	Chimp
TCONS_00031632	pan_TCONS_00031632	HIP vs CB	Chimp
TCONS_00031635	pan_TCONS_00031635	HIP vs CB	Chimp
TCONS_00031659	pan_TCONS_00031659	HIP vs CB	Chimp
TCONS_00031773	pan_TCONS_00031773	HIP vs CB	Chimp
TCONS_00031788	pan_TCONS_00031788	HIP vs CB	Chimp
TCONS_00031790	pan_TCONS_00031790	HIP vs CB	Chimp
TCONS_00031799	pan_TCONS_00031799	HIP vs CB	Chimp
TCONS_00031804	pan_TCONS_00031804	HIP vs CB	Chimp
TCONS_00031874	pan_TCONS_00031874	HIP vs CB	Chimp
TCONS_00031924	pan_TCONS_00031924	HIP vs CB	Chimp
TCONS_00032013	pan_TCONS_00032013	HIP vs CB	Chimp
TCONS_00032084	pan_TCONS_00032084	HIP vs CB	Chimp
TCONS_00032147	pan_TCONS_00032147	HIP vs CB	Chimp
TCONS_00032219	pan_TCONS_00032219	HIP vs CB	Chimp
TCONS_00032227	pan_TCONS_00032227	HIP vs CB	Chimp
TCONS_00032230	pan_TCONS_00032230	HIP vs CB	Chimp
TCONS_00032232	pan_TCONS_00032232	HIP vs CB	Chimp
TCONS_00032404	pan_TCONS_00032404	HIP vs CB	Chimp
TCONS_00032405	pan_TCONS_00032405	HIP vs CB	Chimp
TCONS_00032471	pan_TCONS_00032471	HIP vs CB	Chimp
TCONS_00032543	pan_TCONS_00032543	HIP vs CB	Chimp
TCONS_00032612	pan_TCONS_00032612	HIP vs CB	Chimp
TCONS_00032633	pan_TCONS_00032633	HIP vs CB	Chimp
TCONS_00032636	pan_TCONS_00032636	HIP vs CB	Chimp
TCONS_00032645	pan_TCONS_00032645	HIP vs CB	Chimp
TCONS_00032646	pan_TCONS_00032646	HIP vs CB	Chimp
TCONS_00032647	pan_TCONS_00032647	HIP vs CB	Chimp
TCONS_00032656	pan_TCONS_00032656	HIP vs CB	Chimp
TCONS_00032673	pan_TCONS_00032673	HIP vs CB	Chimp
TCONS_00032690	pan_TCONS_00032690	HIP vs CB	Chimp
TCONS_00032774	pan_TCONS_00032774	HIP vs CB	Chimp
TCONS_00032831	pan_TCONS_00032831	HIP vs CB	Chimp
TCONS_00032849	pan_TCONS_00032849	HIP vs CB	Chimp
TCONS_00032901	pan_TCONS_00032901	HIP vs CB	Chimp
TCONS_00033040	pan_TCONS_00033040	HIP vs CB	Chimp
TCONS_00033041	pan_TCONS_00033041	HIP vs CB	Chimp
TCONS_00033063	pan_TCONS_00033063	HIP vs CB	Chimp
TCONS_00033092	pan_TCONS_00033092	HIP vs CB	Chimp
TCONS_00033129	pan_TCONS_00033129	HIP vs CB	Chimp
TCONS_00033130	pan_TCONS_00033130	HIP vs CB	Chimp
TCONS_00033137	pan_TCONS_00033137	HIP vs CB	Chimp
TCONS_00033138	pan_TCONS_00033138	HIP vs CB	Chimp
TCONS_00033210	pan_TCONS_00033210	HIP vs CB	Chimp
TCONS_00033265	pan_TCONS_00033265	HIP vs CB	Chimp
TCONS_00033311	pan_TCONS_00033311	HIP vs CB	Chimp
TCONS_00033460	pan_TCONS_00033460	HIP vs CB	Chimp
TCONS_00033571	pan_TCONS_00033571	HIP vs CB	Chimp
TCONS_00033610	pan_TCONS_00033610	HIP vs CB	Chimp
TCONS_00033611	pan_TCONS_00033611	HIP vs CB	Chimp
TCONS_00033733	pan_TCONS_00033733	HIP vs CB	Chimp
TCONS_00033818	pan_TCONS_00033818	HIP vs CB	Chimp
TCONS_00033835	pan_TCONS_00033835	HIP vs CB	Chimp
TCONS_00033897	pan_TCONS_00033897	HIP vs CB	Chimp
TCONS_00033944	pan_TCONS_00033944	HIP vs CB	Chimp
TCONS_00033946	pan_TCONS_00033946	HIP vs CB	Chimp
TCONS_00034020	pan_TCONS_00034020	HIP vs CB	Chimp
TCONS_00034105	pan_TCONS_00034105	HIP vs CB	Chimp
TCONS_00034156	pan_TCONS_00034156	HIP vs CB	Chimp
TCONS_00034180	pan_TCONS_00034180	HIP vs CB	Chimp
TCONS_00034250	pan_TCONS_00034250	HIP vs CB	Chimp
TCONS_00034265	pan_TCONS_00034265	HIP vs CB	Chimp
TCONS_00034312	pan_TCONS_00034312	HIP vs CB	Chimp
TCONS_00034385	pan_TCONS_00034385	HIP vs CB	Chimp
TCONS_00034486	pan_TCONS_00034486	HIP vs CB	Chimp
TCONS_00034586	pan_TCONS_00034586	HIP vs CB	Chimp
TCONS_00034764	pan_TCONS_00034764	HIP vs CB	Chimp
TCONS_00034776	pan_TCONS_00034776	HIP vs CB	Chimp
TCONS_00034800	pan_TCONS_00034800	HIP vs CB	Chimp
TCONS_00034917	pan_TCONS_00034917	HIP vs CB	Chimp
TCONS_00034923	pan_TCONS_00034923	HIP vs CB	Chimp
TCONS_00034984	pan_TCONS_00034984	HIP vs CB	Chimp
TCONS_00035008	pan_TCONS_00035008	HIP vs CB	Chimp
TCONS_00035011	pan_TCONS_00035011	HIP vs CB	Chimp
TCONS_00035102	pan_TCONS_00035102	HIP vs CB	Chimp
TCONS_00035386	pan_TCONS_00035386	HIP vs CB	Chimp
TCONS_00035484	pan_TCONS_00035484	HIP vs CB	Chimp
TCONS_00035486	pan_TCONS_00035486	HIP vs CB	Chimp
TCONS_00035488	pan_TCONS_00035488	HIP vs CB	Chimp
TCONS_00035522	pan_TCONS_00035522	HIP vs CB	Chimp
TCONS_00035632	pan_TCONS_00035632	HIP vs CB	Chimp
TCONS_00035643	pan_TCONS_00035643	HIP vs CB	Chimp
TCONS_00035659	pan_TCONS_00035659	HIP vs CB	Chimp
TCONS_00035695	pan_TCONS_00035695	HIP vs CB	Chimp
TCONS_00035728	pan_TCONS_00035728	HIP vs CB	Chimp
TCONS_00035732	pan_TCONS_00035732	HIP vs CB	Chimp
TCONS_00035733	pan_TCONS_00035733	HIP vs CB	Chimp
TCONS_00035734	pan_TCONS_00035734	HIP vs CB	Chimp
TCONS_00035784	pan_TCONS_00035784	HIP vs CB	Chimp
TCONS_00035785	pan_TCONS_00035785	HIP vs CB	Chimp
TCONS_00035805	pan_TCONS_00035805	HIP vs CB	Chimp
TCONS_00035807	pan_TCONS_00035807	HIP vs CB	Chimp
TCONS_00035808	pan_TCONS_00035808	HIP vs CB	Chimp
TCONS_00035809	pan_TCONS_00035809	HIP vs CB	Chimp
TCONS_00035848	pan_TCONS_00035848	HIP vs CB	Chimp
TCONS_00035862	pan_TCONS_00035862	HIP vs CB	Chimp
TCONS_00035865	pan_TCONS_00035865	HIP vs CB	Chimp
TCONS_00035917	pan_TCONS_00035917	HIP vs CB	Chimp
TCONS_00035985	pan_TCONS_00035985	HIP vs CB	Chimp
TCONS_00035988	pan_TCONS_00035988	HIP vs CB	Chimp
TCONS_00035995	pan_TCONS_00035995	HIP vs CB	Chimp
TCONS_00036016	pan_TCONS_00036016	HIP vs CB	Chimp
TCONS_00036055	pan_TCONS_00036055	HIP vs CB	Chimp
TCONS_00036100	pan_TCONS_00036100	HIP vs CB	Chimp
TCONS_00036123	pan_TCONS_00036123	HIP vs CB	Chimp
TCONS_00036157	pan_TCONS_00036157	HIP vs CB	Chimp
TCONS_00036163	pan_TCONS_00036163	HIP vs CB	Chimp
TCONS_00036200	pan_TCONS_00036200	HIP vs CB	Chimp
TCONS_00036210	pan_TCONS_00036210	HIP vs CB	Chimp
TCONS_00036300	pan_TCONS_00036300	HIP vs CB	Chimp
TCONS_00036721	pan_TCONS_00036721	HIP vs CB	Chimp
TCONS_00036729	pan_TCONS_00036729	HIP vs CB	Chimp
TCONS_00036836	pan_TCONS_00036836	HIP vs CB	Chimp
TCONS_00036837	pan_TCONS_00036837	HIP vs CB	Chimp
TCONS_00036846	pan_TCONS_00036846	HIP vs CB	Chimp
TCONS_00036981	pan_TCONS_00036981	HIP vs CB	Chimp
TCONS_00037163	pan_TCONS_00037163	HIP vs CB	Chimp
TCONS_00037172	pan_TCONS_00037172	HIP vs CB	Chimp
TCONS_00037194	pan_TCONS_00037194	HIP vs CB	Chimp
TCONS_00037241	pan_TCONS_00037241	HIP vs CB	Chimp
TCONS_00037327	pan_TCONS_00037327	HIP vs CB	Chimp
TCONS_00037351	pan_TCONS_00037351	HIP vs CB	Chimp
TCONS_00037353	pan_TCONS_00037353	HIP vs CB	Chimp
TCONS_00037373	pan_TCONS_00037373	HIP vs CB	Chimp
TCONS_00037384	pan_TCONS_00037384	HIP vs CB	Chimp
TCONS_00037394	pan_TCONS_00037394	HIP vs CB	Chimp
TCONS_00037481	pan_TCONS_00037481	HIP vs CB	Chimp
TCONS_00037522	pan_TCONS_00037522	HIP vs CB	Chimp
TCONS_00037593	pan_TCONS_00037593	HIP vs CB	Chimp
TCONS_00037655	pan_TCONS_00037655	HIP vs CB	Chimp
TCONS_00037753	pan_TCONS_00037753	HIP vs CB	Chimp
TCONS_00037805	pan_TCONS_00037805	HIP vs CB	Chimp
TCONS_00037869	pan_TCONS_00037869	HIP vs CB	Chimp
TCONS_00037870	pan_TCONS_00037870	HIP vs CB	Chimp
TCONS_00037891	pan_TCONS_00037891	HIP vs CB	Chimp
TCONS_00037913	pan_TCONS_00037913	HIP vs CB	Chimp
TCONS_00037955	pan_TCONS_00037955	HIP vs CB	Chimp
TCONS_00037956	pan_TCONS_00037956	HIP vs CB	Chimp
TCONS_00038004	pan_TCONS_00038004	HIP vs CB	Chimp
TCONS_00038007	pan_TCONS_00038007	HIP vs CB	Chimp
TCONS_00038112	pan_TCONS_00038112	HIP vs CB	Chimp
TCONS_00038116	pan_TCONS_00038116	HIP vs CB	Chimp
TCONS_00038133	pan_TCONS_00038133	HIP vs CB	Chimp
TCONS_00038231	pan_TCONS_00038231	HIP vs CB	Chimp
TCONS_00038232	pan_TCONS_00038232	HIP vs CB	Chimp
TCONS_00038308	pan_TCONS_00038308	HIP vs CB	Chimp
TCONS_00038346	pan_TCONS_00038346	HIP vs CB	Chimp
TCONS_00038347	pan_TCONS_00038347	HIP vs CB	Chimp
TCONS_00038352	pan_TCONS_00038352	HIP vs CB	Chimp
TCONS_00038406	pan_TCONS_00038406	HIP vs CB	Chimp
TCONS_00038420	pan_TCONS_00038420	HIP vs CB	Chimp
TCONS_00038496	pan_TCONS_00038496	HIP vs CB	Chimp
TCONS_00038499	pan_TCONS_00038499	HIP vs CB	Chimp
TCONS_00038500	pan_TCONS_00038500	HIP vs CB	Chimp
TCONS_00038513	pan_TCONS_00038513	HIP vs CB	Chimp
TCONS_00038526	pan_TCONS_00038526	HIP vs CB	Chimp
TCONS_00038531	pan_TCONS_00038531	HIP vs CB	Chimp
TCONS_00038554	pan_TCONS_00038554	HIP vs CB	Chimp
TCONS_00038566	pan_TCONS_00038566	HIP vs CB	Chimp
TCONS_00038604	pan_TCONS_00038604	HIP vs CB	Chimp
TCONS_00038666	pan_TCONS_00038666	HIP vs CB	Chimp
TCONS_00038708	pan_TCONS_00038708	HIP vs CB	Chimp
TCONS_00038713	pan_TCONS_00038713	HIP vs CB	Chimp
TCONS_00038719	pan_TCONS_00038719	HIP vs CB	Chimp
TCONS_00038721	pan_TCONS_00038721	HIP vs CB	Chimp
TCONS_00038757	pan_TCONS_00038757	HIP vs CB	Chimp
TCONS_00038853	pan_TCONS_00038853	HIP vs CB	Chimp
TCONS_00038888	pan_TCONS_00038888	HIP vs CB	Chimp
TCONS_00038916	pan_TCONS_00038916	HIP vs CB	Chimp
TCONS_00038935	pan_TCONS_00038935	HIP vs CB	Chimp
TCONS_00038985	pan_TCONS_00038985	HIP vs CB	Chimp
TCONS_00038991	pan_TCONS_00038991	HIP vs CB	Chimp
TCONS_00039059	pan_TCONS_00039059	HIP vs CB	Chimp
TCONS_00039091	pan_TCONS_00039091	HIP vs CB	Chimp
TCONS_00039093	pan_TCONS_00039093	HIP vs CB	Chimp
TCONS_00039163	pan_TCONS_00039163	HIP vs CB	Chimp
TCONS_00039166	pan_TCONS_00039166	HIP vs CB	Chimp
TCONS_00039187	pan_TCONS_00039187	HIP vs CB	Chimp
TCONS_00039249	pan_TCONS_00039249	HIP vs CB	Chimp
TCONS_00039296	pan_TCONS_00039296	HIP vs CB	Chimp
TCONS_00039302	pan_TCONS_00039302	HIP vs CB	Chimp
TCONS_00039356	pan_TCONS_00039356	HIP vs CB	Chimp
TCONS_00039364	pan_TCONS_00039364	HIP vs CB	Chimp
TCONS_00039393	pan_TCONS_00039393	HIP vs CB	Chimp
TCONS_00039394	pan_TCONS_00039394	HIP vs CB	Chimp
TCONS_00039452	pan_TCONS_00039452	HIP vs CB	Chimp
TCONS_00039475	pan_TCONS_00039475	HIP vs CB	Chimp
TCONS_00039516	pan_TCONS_00039516	HIP vs CB	Chimp
TCONS_00039549	pan_TCONS_00039549	HIP vs CB	Chimp
TCONS_00039587	pan_TCONS_00039587	HIP vs CB	Chimp
TCONS_00039600	pan_TCONS_00039600	HIP vs CB	Chimp
TCONS_00039685	pan_TCONS_00039685	HIP vs CB	Chimp
TCONS_00039691	pan_TCONS_00039691	HIP vs CB	Chimp
TCONS_00039696	pan_TCONS_00039696	HIP vs CB	Chimp
TCONS_00039702	pan_TCONS_00039702	HIP vs CB	Chimp
TCONS_00039749	pan_TCONS_00039749	HIP vs CB	Chimp
TCONS_00039751	pan_TCONS_00039751	HIP vs CB	Chimp
TCONS_00039757	pan_TCONS_00039757	HIP vs CB	Chimp
TCONS_00039770	pan_TCONS_00039770	HIP vs CB	Chimp
TCONS_00039772	pan_TCONS_00039772	HIP vs CB	Chimp
TCONS_00039818	pan_TCONS_00039818	HIP vs CB	Chimp
TCONS_00039822	pan_TCONS_00039822	HIP vs CB	Chimp
TCONS_00039825	pan_TCONS_00039825	HIP vs CB	Chimp
TCONS_00039849	pan_TCONS_00039849	HIP vs CB	Chimp
TCONS_00039866	pan_TCONS_00039866	HIP vs CB	Chimp
TCONS_00039892	pan_TCONS_00039892	HIP vs CB	Chimp
TCONS_00039951	pan_TCONS_00039951	HIP vs CB	Chimp
TCONS_00040033	pan_TCONS_00040033	HIP vs CB	Chimp
TCONS_00040050	pan_TCONS_00040050	HIP vs CB	Chimp
TCONS_00040138	pan_TCONS_00040138	HIP vs CB	Chimp
TCONS_00040152	pan_TCONS_00040152	HIP vs CB	Chimp
TCONS_00040300	pan_TCONS_00040300	HIP vs CB	Chimp
TCONS_00040484	pan_TCONS_00040484	HIP vs CB	Chimp
TCONS_00040490	pan_TCONS_00040490	HIP vs CB	Chimp
TCONS_00040491	pan_TCONS_00040491	HIP vs CB	Chimp
TCONS_00040598	pan_TCONS_00040598	HIP vs CB	Chimp
TCONS_00040640	pan_TCONS_00040640	HIP vs CB	Chimp
TCONS_00040773	pan_TCONS_00040773	HIP vs CB	Chimp
TCONS_00040795	pan_TCONS_00040795	HIP vs CB	Chimp
TCONS_00040801	pan_TCONS_00040801	HIP vs CB	Chimp
TCONS_00040836	pan_TCONS_00040836	HIP vs CB	Chimp
TCONS_00040859	pan_TCONS_00040859	HIP vs CB	Chimp
TCONS_00040861	pan_TCONS_00040861	HIP vs CB	Chimp
TCONS_00040872	pan_TCONS_00040872	HIP vs CB	Chimp
TCONS_00040895	pan_TCONS_00040895	HIP vs CB	Chimp
TCONS_00040917	pan_TCONS_00040917	HIP vs CB	Chimp
TCONS_00040919	pan_TCONS_00040919	HIP vs CB	Chimp
TCONS_00040941	pan_TCONS_00040941	HIP vs CB	Chimp
TCONS_00040942	pan_TCONS_00040942	HIP vs CB	Chimp
TCONS_00040945	pan_TCONS_00040945	HIP vs CB	Chimp
TCONS_00040947	pan_TCONS_00040947	HIP vs CB	Chimp
TCONS_00040976	pan_TCONS_00040976	HIP vs CB	Chimp
TCONS_00040980	pan_TCONS_00040980	HIP vs CB	Chimp
TCONS_00040985	pan_TCONS_00040985	HIP vs CB	Chimp
TCONS_00040986	pan_TCONS_00040986	HIP vs CB	Chimp
TCONS_00040990	pan_TCONS_00040990	HIP vs CB	Chimp
TCONS_00040991	pan_TCONS_00040991	HIP vs CB	Chimp
TCONS_00041033	pan_TCONS_00041033	HIP vs CB	Chimp
TCONS_00041067	pan_TCONS_00041067	HIP vs CB	Chimp
TCONS_00041162	pan_TCONS_00041162	HIP vs CB	Chimp
TCONS_00041165	pan_TCONS_00041165	HIP vs CB	Chimp
TCONS_00041170	pan_TCONS_00041170	HIP vs CB	Chimp
TCONS_00041174	pan_TCONS_00041174	HIP vs CB	Chimp
TCONS_00041195	pan_TCONS_00041195	HIP vs CB	Chimp
TCONS_00041317	pan_TCONS_00041317	HIP vs CB	Chimp
TCONS_00041318	pan_TCONS_00041318	HIP vs CB	Chimp
TCONS_00041351	pan_TCONS_00041351	HIP vs CB	Chimp
TCONS_00041352	pan_TCONS_00041352	HIP vs CB	Chimp
TCONS_00041364	pan_TCONS_00041364	HIP vs CB	Chimp
TCONS_00041367	pan_TCONS_00041367	HIP vs CB	Chimp
TCONS_00041410	pan_TCONS_00041410	HIP vs CB	Chimp
TCONS_00041416	pan_TCONS_00041416	HIP vs CB	Chimp
TCONS_00041421	pan_TCONS_00041421	HIP vs CB	Chimp
TCONS_00041439	pan_TCONS_00041439	HIP vs CB	Chimp
TCONS_00041510	pan_TCONS_00041510	HIP vs CB	Chimp
TCONS_00041558	pan_TCONS_00041558	HIP vs CB	Chimp
TCONS_00041597	pan_TCONS_00041597	HIP vs CB	Chimp
TCONS_00041674	pan_TCONS_00041674	HIP vs CB	Chimp
TCONS_00041690	pan_TCONS_00041690	HIP vs CB	Chimp
TCONS_00041710	pan_TCONS_00041710	HIP vs CB	Chimp
TCONS_00041746	pan_TCONS_00041746	HIP vs CB	Chimp
TCONS_00041750	pan_TCONS_00041750	HIP vs CB	Chimp
TCONS_00041936	pan_TCONS_00041936	HIP vs CB	Chimp
TCONS_00042000	pan_TCONS_00042000	HIP vs CB	Chimp
TCONS_00042005	pan_TCONS_00042005	HIP vs CB	Chimp
TCONS_00042050	pan_TCONS_00042050	HIP vs CB	Chimp
TCONS_00042105	pan_TCONS_00042105	HIP vs CB	Chimp
TCONS_00042109	pan_TCONS_00042109	HIP vs CB	Chimp
TCONS_00042171	pan_TCONS_00042171	HIP vs CB	Chimp
TCONS_00042172	pan_TCONS_00042172	HIP vs CB	Chimp
TCONS_00042173	pan_TCONS_00042173	HIP vs CB	Chimp
TCONS_00042182	pan_TCONS_00042182	HIP vs CB	Chimp
TCONS_00042224	pan_TCONS_00042224	HIP vs CB	Chimp
TCONS_00042230	pan_TCONS_00042230	HIP vs CB	Chimp
TCONS_00042331	pan_TCONS_00042331	HIP vs CB	Chimp
TCONS_00042399	pan_TCONS_00042399	HIP vs CB	Chimp
TCONS_00042709	pan_TCONS_00042709	HIP vs CB	Chimp
TCONS_00042718	pan_TCONS_00042718	HIP vs CB	Chimp
TCONS_00042733	pan_TCONS_00042733	HIP vs CB	Chimp
TCONS_00042740	pan_TCONS_00042740	HIP vs CB	Chimp
TCONS_00042794	pan_TCONS_00042794	HIP vs CB	Chimp
TCONS_00042803	pan_TCONS_00042803	HIP vs CB	Chimp
TCONS_00042840	pan_TCONS_00042840	HIP vs CB	Chimp
TCONS_00042846	pan_TCONS_00042846	HIP vs CB	Chimp
TCONS_00042848	pan_TCONS_00042848	HIP vs CB	Chimp
TCONS_00042849	pan_TCONS_00042849	HIP vs CB	Chimp
TCONS_00042870	pan_TCONS_00042870	HIP vs CB	Chimp
TCONS_00042877	pan_TCONS_00042877	HIP vs CB	Chimp
TCONS_00042900	pan_TCONS_00042900	HIP vs CB	Chimp
TCONS_00042923	pan_TCONS_00042923	HIP vs CB	Chimp
TCONS_00042932	pan_TCONS_00042932	HIP vs CB	Chimp
TCONS_00042938	pan_TCONS_00042938	HIP vs CB	Chimp
TCONS_00042940	pan_TCONS_00042940	HIP vs CB	Chimp
TCONS_00042941	pan_TCONS_00042941	HIP vs CB	Chimp
TCONS_00043164	pan_TCONS_00043164	HIP vs CB	Chimp
TCONS_00043186	pan_TCONS_00043186	HIP vs CB	Chimp
TCONS_00043202	pan_TCONS_00043202	HIP vs CB	Chimp
TCONS_00043225	pan_TCONS_00043225	HIP vs CB	Chimp
TCONS_00043262	pan_TCONS_00043262	HIP vs CB	Chimp
TCONS_00043312	pan_TCONS_00043312	HIP vs CB	Chimp
TCONS_00043331	pan_TCONS_00043331	HIP vs CB	Chimp
TCONS_00043413	pan_TCONS_00043413	HIP vs CB	Chimp
TCONS_00043497	pan_TCONS_00043497	HIP vs CB	Chimp
TCONS_00043530	pan_TCONS_00043530	HIP vs CB	Chimp
TCONS_00043775	pan_TCONS_00043775	HIP vs CB	Chimp
TCONS_00043904	pan_TCONS_00043904	HIP vs CB	Chimp
TCONS_00043919	pan_TCONS_00043919	HIP vs CB	Chimp
TCONS_00043945	pan_TCONS_00043945	HIP vs CB	Chimp
TCONS_00043951	pan_TCONS_00043951	HIP vs CB	Chimp
TCONS_00043972	pan_TCONS_00043972	HIP vs CB	Chimp
TCONS_00044014	pan_TCONS_00044014	HIP vs CB	Chimp
TCONS_00044088	pan_TCONS_00044088	HIP vs CB	Chimp
TCONS_00044098	pan_TCONS_00044098	HIP vs CB	Chimp
TCONS_00044109	pan_TCONS_00044109	HIP vs CB	Chimp
TCONS_00044143	pan_TCONS_00044143	HIP vs CB	Chimp
TCONS_00044225	pan_TCONS_00044225	HIP vs CB	Chimp
TCONS_00044247	pan_TCONS_00044247	HIP vs CB	Chimp
TCONS_00044304	pan_TCONS_00044304	HIP vs CB	Chimp
TCONS_00044370	pan_TCONS_00044370	HIP vs CB	Chimp
TCONS_00044381	pan_TCONS_00044381	HIP vs CB	Chimp
TCONS_00044382	pan_TCONS_00044382	HIP vs CB	Chimp
TCONS_00044446	pan_TCONS_00044446	HIP vs CB	Chimp
TCONS_00044448	pan_TCONS_00044448	HIP vs CB	Chimp
TCONS_00044449	pan_TCONS_00044449	HIP vs CB	Chimp
TCONS_00044468	pan_TCONS_00044468	HIP vs CB	Chimp
TCONS_00044479	pan_TCONS_00044479	HIP vs CB	Chimp
TCONS_00044497	pan_TCONS_00044497	HIP vs CB	Chimp
TCONS_00044538	pan_TCONS_00044538	HIP vs CB	Chimp
TCONS_00044550	pan_TCONS_00044550	HIP vs CB	Chimp
TCONS_00044551	pan_TCONS_00044551	HIP vs CB	Chimp
TCONS_00044552	pan_TCONS_00044552	HIP vs CB	Chimp
TCONS_00044554	pan_TCONS_00044554	HIP vs CB	Chimp
TCONS_00044557	pan_TCONS_00044557	HIP vs CB	Chimp
TCONS_00044580	pan_TCONS_00044580	HIP vs CB	Chimp
TCONS_00044613	pan_TCONS_00044613	HIP vs CB	Chimp
TCONS_00044641	pan_TCONS_00044641	HIP vs CB	Chimp
TCONS_00044678	pan_TCONS_00044678	HIP vs CB	Chimp
TCONS_00044700	pan_TCONS_00044700	HIP vs CB	Chimp
TCONS_00044856	pan_TCONS_00044856	HIP vs CB	Chimp
TCONS_00044881	pan_TCONS_00044881	HIP vs CB	Chimp
TCONS_00044956	pan_TCONS_00044956	HIP vs CB	Chimp
TCONS_00044995	pan_TCONS_00044995	HIP vs CB	Chimp
TCONS_00044996	pan_TCONS_00044996	HIP vs CB	Chimp
TCONS_00044999	pan_TCONS_00044999	HIP vs CB	Chimp
TCONS_00045006	pan_TCONS_00045006	HIP vs CB	Chimp
TCONS_00045123	pan_TCONS_00045123	HIP vs CB	Chimp
TCONS_00045132	pan_TCONS_00045132	HIP vs CB	Chimp
TCONS_00045154	pan_TCONS_00045154	HIP vs CB	Chimp
TCONS_00045165	pan_TCONS_00045165	HIP vs CB	Chimp
TCONS_00045250	pan_TCONS_00045250	HIP vs CB	Chimp
TCONS_00045337	pan_TCONS_00045337	HIP vs CB	Chimp
TCONS_00045338	pan_TCONS_00045338	HIP vs CB	Chimp
TCONS_00045401	pan_TCONS_00045401	HIP vs CB	Chimp
TCONS_00045529	pan_TCONS_00045529	HIP vs CB	Chimp
TCONS_00045634	pan_TCONS_00045634	HIP vs CB	Chimp
TCONS_00045673	pan_TCONS_00045673	HIP vs CB	Chimp
TCONS_00045850	pan_TCONS_00045850	HIP vs CB	Chimp
TCONS_00045856	pan_TCONS_00045856	HIP vs CB	Chimp
TCONS_00045862	pan_TCONS_00045862	HIP vs CB	Chimp
TCONS_00045981	pan_TCONS_00045981	HIP vs CB	Chimp
TCONS_00045989	pan_TCONS_00045989	HIP vs CB	Chimp
TCONS_00045996	pan_TCONS_00045996	HIP vs CB	Chimp
TCONS_00046065	pan_TCONS_00046065	HIP vs CB	Chimp
TCONS_00046098	pan_TCONS_00046098	HIP vs CB	Chimp
TCONS_00046165	pan_TCONS_00046165	HIP vs CB	Chimp
TCONS_00046169	pan_TCONS_00046169	HIP vs CB	Chimp
TCONS_00046389	pan_TCONS_00046389	HIP vs CB	Chimp
TCONS_00046390	pan_TCONS_00046390	HIP vs CB	Chimp
TCONS_00046478	pan_TCONS_00046478	HIP vs CB	Chimp
TCONS_00046552	pan_TCONS_00046552	HIP vs CB	Chimp
TCONS_00046556	pan_TCONS_00046556	HIP vs CB	Chimp
TCONS_00046561	pan_TCONS_00046561	HIP vs CB	Chimp
TCONS_00046598	pan_TCONS_00046598	HIP vs CB	Chimp
TCONS_00046599	pan_TCONS_00046599	HIP vs CB	Chimp
TCONS_00046610	pan_TCONS_00046610	HIP vs CB	Chimp
TCONS_00046626	pan_TCONS_00046626	HIP vs CB	Chimp
TCONS_00046656	pan_TCONS_00046656	HIP vs CB	Chimp
TCONS_00046686	pan_TCONS_00046686	HIP vs CB	Chimp
TCONS_00046757	pan_TCONS_00046757	HIP vs CB	Chimp
TCONS_00046764	pan_TCONS_00046764	HIP vs CB	Chimp
TCONS_00047003	pan_TCONS_00047003	HIP vs CB	Chimp
TCONS_00047007	pan_TCONS_00047007	HIP vs CB	Chimp
TCONS_00047076	pan_TCONS_00047076	HIP vs CB	Chimp
TCONS_00047209	pan_TCONS_00047209	HIP vs CB	Chimp
TCONS_00047301	pan_TCONS_00047301	HIP vs CB	Chimp
TCONS_00047348	pan_TCONS_00047348	HIP vs CB	Chimp
TCONS_00047395	pan_TCONS_00047395	HIP vs CB	Chimp
TCONS_00047401	pan_TCONS_00047401	HIP vs CB	Chimp
TCONS_00047415	pan_TCONS_00047415	HIP vs CB	Chimp
